"","MAA.Open","MAA.High","MAA.Low","MAA.Close","MAA.Volume","MAA.Adjusted"
"2022-01-11",214.490005,214.820007,210.070007,213.580002,658300,209.829422
"2022-01-12",213.270004,218.009995,212.839996,216.729996,720800,212.924103
"2022-01-13",216.300003,220.339996,215.449997,218.910004,704800,216.150925
"2022-01-14",218.490005,218.850006,213.139999,215.110001,476300,212.398804
"2022-01-18",213.440002,214.800003,211.259995,214.160004,607500,211.460785
"2022-01-19",215.279999,216.759995,209.039993,209.160004,698000,206.523804
"2022-01-20",206.270004,209.360001,203.529999,203.949997,713800,201.379471
"2022-01-21",205.360001,205.929993,202.169998,202.889999,597500,200.33284
"2022-01-24",201.660004,203.440002,195.960007,202.800003,761700,200.243973
"2022-01-25",200,201.539993,196.910004,199.190002,1415100,196.679474
"2022-01-26",200.160004,204.949997,197.279999,198.990005,875500,196.481995
"2022-01-27",199.850006,202.5,195.179993,196.119995,636300,193.648148
"2022-01-28",196.259995,204.809998,193.910004,204.759995,694000,202.17926
"2022-01-31",203.639999,207.100006,201.460007,206.679993,653200,204.075058
"2022-02-01",206.889999,207.880005,202.940002,205.25,654400,202.663086
"2022-02-02",205.979996,214.720001,205.210007,212.029999,805300,209.357635
"2022-02-03",211.990005,215.929993,208.350006,213.020004,532900,210.335175
"2022-02-04",211.470001,215.940002,209.350006,212.529999,624800,209.851334
"2022-02-07",213.070007,214.869995,209.820007,210.330002,584100,207.679062
"2022-02-08",209.960007,211.649994,208.240005,209.610001,554200,206.96814
"2022-02-09",212.759995,217.220001,212.759995,216.539993,632600,213.810791
"2022-02-10",212.880005,215.809998,210.479996,211.5,758400,208.83432
"2022-02-11",211.229996,214.660004,209.330002,210.830002,551200,208.17276
"2022-02-14",209.990005,212.490005,206.740005,207.580002,540500,204.96373
"2022-02-15",208.910004,210.509995,207.589996,208.350006,377400,205.724014
"2022-02-16",208.75,209.720001,205.610001,208.660004,359600,206.030106
"2022-02-17",208.210007,208.490005,204.589996,205.089996,433000,202.505096
"2022-02-18",205.210007,206.979996,203.820007,204.440002,414000,201.863297
"2022-02-22",204.899994,206.860001,202.809998,205.809998,506700,203.216034
"2022-02-23",206.630005,207.839996,201.539993,201.820007,375400,199.276337
"2022-02-24",199.570007,204.740005,197.100006,204.320007,739100,201.744827
"2022-02-25",204.899994,210.020004,204.039993,209.910004,551200,207.264343
"2022-02-28",207.050003,207.710007,201.839996,204.610001,962300,202.031158
"2022-03-01",206.149994,207.160004,202.460007,203.630005,634400,201.063507
"2022-03-02",205.380005,208.639999,205.070007,207.800003,565800,205.180954
"2022-03-03",209.429993,210.320007,206.369995,210.169998,511000,207.521072
"2022-03-04",207.809998,214.440002,206.740005,214.259995,581100,211.559525
"2022-03-07",214.669998,216.259995,211.479996,212.050003,616900,209.37738
"2022-03-08",212.190002,212.350006,207.070007,208.179993,599100,205.556152
"2022-03-09",211.789993,215.460007,210.429993,211.699997,678600,209.031784
"2022-03-10",210.119995,211.460007,208.740005,211.169998,623800,208.508469
"2022-03-11",212.119995,214.070007,207.979996,208.470001,456600,205.842499
"2022-03-14",210.809998,210.809998,204.190002,205.419998,463100,202.830948
"2022-03-15",207.350006,207.610001,203.399994,205.580002,640300,202.988922
"2022-03-16",207.050003,209.380005,203.309998,207.839996,572400,205.220444
"2022-03-17",206.240005,210.039993,206.240005,209.660004,409400,207.017517
"2022-03-18",211.020004,211.020004,206.229996,206.770004,1342300,204.16394
"2022-03-21",207.039993,207.869995,205.600006,206.979996,1058000,204.371277
"2022-03-22",208.130005,208.130005,202.940002,205.479996,708800,202.890182
"2022-03-23",204.910004,205.449997,202.630005,203.220001,616100,200.658661
"2022-03-24",203.110001,205.639999,202.399994,205.199997,564400,202.613724
"2022-03-25",206.5,207.100006,204.5,206.360001,1261800,203.759094
"2022-03-28",207.460007,210.389999,206.229996,209.690002,1301300,207.047119
"2022-03-29",212.440002,214.119995,210.729996,213.570007,1131400,210.878235
"2022-03-30",212.789993,213.050003,210.270004,213.009995,560100,210.325272
"2022-03-31",213.979996,215.059998,209.410004,209.449997,871300,206.81015
"2022-04-01",210.669998,213.679993,209.039993,213.320007,728200,210.631378
"2022-04-04",213.369995,214.160004,208.259995,210.860001,657800,208.202393
"2022-04-05",209.360001,216,209.360001,211.279999,693900,208.617096
"2022-04-06",211.839996,217.639999,210.130005,217.270004,917300,214.531586
"2022-04-07",215.800003,217.229996,213.559998,216.070007,686200,213.346725
"2022-04-08",214.990005,215.5,211.710007,214.330002,810500,211.628647
"2022-04-11",214.779999,215.410004,206.679993,207.869995,1196500,205.250061
"2022-04-12",207.789993,209.899994,206.429993,207.669998,657600,205.052582
"2022-04-13",206.059998,207.649994,203.949997,206.160004,433100,204.633713
"2022-04-14",206.839996,207.580002,205.110001,205.389999,785100,203.869415
"2022-04-18",205.220001,206.139999,202.029999,203.179993,436600,201.675766
"2022-04-19",204.160004,207.929993,204.100006,207.509995,476000,205.973709
"2022-04-20",208.119995,211.509995,208.119995,210.490005,745500,208.931656
"2022-04-21",211.779999,215.100006,210.449997,212.460007,1200700,210.88707
"2022-04-22",212.660004,212.660004,206.919998,207.070007,690500,205.536972
"2022-04-25",206.490005,207.729996,201.119995,205.020004,573800,203.502151
"2022-04-26",204.830002,206.070007,203.320007,203.399994,404400,201.894135
"2022-04-27",203.440002,206.830002,201.850006,202.470001,597100,200.971024
"2022-04-28",203.050003,207.619995,201.880005,206.130005,715300,204.603928
"2022-04-29",205.720001,207.419998,196.080002,196.679993,1100800,195.223892
"2022-05-02",197.630005,198.539993,184.720001,189.789993,805200,188.384903
"2022-05-03",190.360001,192.679993,188.419998,189.729996,543700,188.325348
"2022-05-04",189.729996,190.610001,184.740005,190.300003,720600,188.891129
"2022-05-05",190.229996,190.759995,184.830002,186.360001,599400,184.980301
"2022-05-06",185,186.100006,182.419998,184.550003,562200,183.183701
"2022-05-09",182.669998,183.639999,176.889999,177.539993,471600,176.225586
"2022-05-10",179.630005,181.070007,174.080002,174.279999,787100,172.989731
"2022-05-11",174.660004,179.050003,174.339996,177.100006,815600,175.788864
"2022-05-12",177.460007,178.550003,174.899994,177.350006,753600,176.037003
"2022-05-13",178.429993,179.809998,175.649994,179.759995,571000,178.429153
"2022-05-16",179.880005,180.880005,176.869995,177.089996,633600,175.778915
"2022-05-17",178.550003,179.110001,175.479996,176.550003,775000,175.24292
"2022-05-18",176.889999,177.660004,172.440002,173.110001,756300,171.8284
"2022-05-19",172.5,174.100006,171.380005,173.460007,907100,172.175812
"2022-05-20",175.190002,175.5,172.559998,175.309998,1101600,174.0121
"2022-05-23",177.179993,179.050003,174.470001,178.160004,622000,176.841003
"2022-05-24",178.009995,180.789993,176.309998,180.419998,772900,179.084274
"2022-05-25",179.850006,181.940002,178.779999,180.660004,741900,179.322495
"2022-05-26",182.070007,182.869995,179.960007,180.449997,598400,179.114044
"2022-05-27",180.660004,184.779999,180.660004,183.820007,963900,182.459106
"2022-05-31",181.630005,182.979996,180.639999,181,1069300,179.659973
"2022-06-01",181.259995,182.160004,176.960007,179.770004,984800,178.439087
"2022-06-02",179.339996,181.229996,176.440002,180.940002,630500,179.600418
"2022-06-03",179.690002,180.910004,177.929993,179.130005,407400,177.803833
"2022-06-06",179.75,180,174.080002,174.25,647600,172.959946
"2022-06-07",173.800003,178.080002,173.199997,177.919998,517300,176.602783
"2022-06-08",177.440002,177.440002,172.720001,173.759995,484000,172.473572
"2022-06-09",173.779999,173.830002,168.729996,168.929993,526100,167.679337
"2022-06-10",167,169.929993,165.789993,168.160004,566400,166.915039
"2022-06-13",165.169998,166.710007,159.919998,160.820007,532500,159.629395
"2022-06-14",161.220001,162.550003,159.179993,160.029999,559800,158.84523
"2022-06-15",161.309998,164.279999,158.850006,162.410004,803300,161.207611
"2022-06-16",159.509995,162.619995,159.009995,161.630005,615100,160.433395
"2022-06-17",162.419998,165.520004,161.899994,162.539993,1295500,161.336639
"2022-06-21",163.5,166.460007,163.130005,163.679993,548700,162.468201
"2022-06-22",161.979996,167.880005,161.979996,166.110001,818200,164.880219
"2022-06-23",167.199997,170.479996,167.009995,170.130005,685300,168.870453
"2022-06-24",170.789993,172.720001,169.380005,172.529999,959600,171.252686
"2022-06-27",172.139999,176.619995,171.509995,173.630005,525100,172.344543
"2022-06-28",174.259995,176.210007,173.009995,173.259995,561400,171.97728
"2022-06-29",172.089996,173.839996,171.179993,173.190002,497500,171.907806
