"","EXC.Open","EXC.High","EXC.Low","EXC.Close","EXC.Volume","EXC.Adjusted"
"2020-09-14",25.463623,26.027103,25.420828,25.863052,5136788,24.405115
"2020-09-15",25.977175,26.291014,25.670471,25.798859,4641321,24.34454
"2020-09-16",25.741796,26.233952,25.613409,25.863052,7892699,24.405115
"2020-09-17",25.656204,25.677603,25.271042,25.627674,9933450,24.183006
"2020-09-18",25.649073,25.684736,24.850214,25.014265,11884754,23.604177
"2020-09-21",24.707561,24.807419,24.258204,24.78602,7313954,23.388798
"2020-09-22",24.900143,25.242512,24.828815,25.114122,6237358,23.698406
"2020-09-23",25.092726,25.242512,24.536377,24.593437,7070987,23.207071
"2020-09-24",24.472183,25.071327,24.229671,24.828815,6442050,23.429182
"2020-09-25",24.736092,25.420828,24.564907,25.335236,7285633,23.907053
"2020-09-28",25.549215,25.841656,25.420828,25.492153,6535423,24.055124
"2020-09-29",25.56348,25.634808,25.071327,25.192581,4595616,23.772442
"2020-09-30",25.427959,25.756063,25.328102,25.506418,9896998,24.068584
"2020-10-01",25.613409,25.784594,25.349501,25.556349,6627394,24.115704
"2020-10-02",25.356632,25.820257,25.121256,25.634808,7260537,24.189737
"2020-10-05",25.713266,26.31241,25.485022,26.241083,7007336,24.761835
"2020-10-06",26.176889,26.982882,26.169758,26.512127,8006682,25.017601
"2020-10-07",26.661913,27.068474,26.576321,26.997147,8730955,25.475281
"2020-10-08",26.704708,28.074181,26.704708,28.045649,9715159,26.464678
"2020-10-09",28.880171,28.972897,27.760342,27.960056,8432329,26.383913
"2020-10-12",27.96719,28.74465,27.881598,28.516405,8329142,26.908897
"2020-10-13",29.172611,29.329529,28.47361,29.229671,16998128,27.581957
"2020-10-14",29.479315,29.778887,29.229671,29.265335,12743199,27.615608
"2020-10-15",28.844507,29.586306,28.758917,29.529243,8298017,27.864641
"2020-10-16",29.529243,30.078459,29.365192,30.021399,9135993,28.329052
"2020-10-19",29.864479,30.164051,29.81455,29.857347,11562154,28.174248
"2020-10-20",30.106991,30.427959,29.985735,30.242512,8570566,28.537697
"2020-10-21",30.164051,30.506418,30.042795,30.05706,6996541,28.362703
"2020-10-22",30.014265,30.164051,29.657633,30.121256,6792410,28.423281
"2020-10-23",30.370899,30.420828,29.921541,30.099857,5808346,28.403086
"2020-10-26",29.536377,29.793154,29.272469,29.743223,8954153,28.066557
"2020-10-27",29.686163,29.964336,29.343796,29.350927,7283250,27.696377
"2020-10-28",28.794579,29.122683,28.116976,28.223967,8862883,26.632942
"2020-10-29",27.945791,28.937233,27.674749,28.644793,7670062,27.030046
"2020-10-30",28.330956,28.708986,28.145506,28.452211,9914523,26.84832
"2020-11-02",28.894438,29.229671,28.487873,29.215406,7099167,27.568493
"2020-11-03",30.470757,30.663338,29.686163,30.292439,9031404,28.584814
"2020-11-04",30.449358,30.627674,29.707561,30.114122,11246844,28.416548
