"","EQIX.Open","EQIX.High","EQIX.Low","EQIX.Close","EQIX.Volume","EQIX.Adjusted"
"2020-08-12",764.679993,776.210022,756.619995,772.98999,315300,749.000488
"2020-08-13",769.320007,778.169983,767.940002,770.119995,284500,746.219604
"2020-08-14",771.200012,776.340027,758.109985,762.01001,361600,738.361267
"2020-08-17",758.359985,773.01001,758.359985,772.080017,390700,748.118774
"2020-08-18",772,789.97998,770.460022,786.849976,453600,765.066284
"2020-08-19",794.630005,794.630005,774.22998,778.710022,334000,757.151672
"2020-08-20",776.619995,788.090027,776.619995,784.909973,312100,763.179871
"2020-08-21",787.710022,787.710022,774.630005,782.169983,504600,760.515747
"2020-08-24",785,785,763.130005,772.469971,371200,751.084351
"2020-08-25",776.320007,782.059998,771.47998,779.710022,186200,758.123901
"2020-08-26",781.570007,782.5,770.390015,782,313500,760.350525
"2020-08-27",787.030029,795.5,783,789.650024,302800,767.788696
"2020-08-28",788.280029,788.280029,778.130005,787.02002,286900,765.231567
"2020-08-31",788,796.390015,787.530029,789.780029,580500,767.9151
"2020-09-01",790.159973,793,773.539978,789.799988,306400,767.93457
"2020-09-02",787,801.97998,776.640015,799.609985,535800,777.473022
"2020-09-03",789.630005,793.429993,754.710022,762.450012,449800,741.341797
"2020-09-04",762.049988,767.400024,737.869995,752.179993,399900,731.356079
"2020-09-08",743.599976,753.440002,738.080017,741.049988,362600,720.534119
"2020-09-09",749,760.880005,746.539978,753.419983,320500,732.561707
"2020-09-10",752.22998,753.809998,742,742.869995,274800,722.303894
"2020-09-11",747.109985,750.76001,737.969971,747.789978,222000,727.087524
"2020-09-14",751.690002,761.179993,747,756.039978,278400,735.109192
"2020-09-15",759.070007,773.309998,759.070007,768.450012,218000,747.17572
"2020-09-16",778.809998,783.390015,766.530029,767.340027,264500,746.096375
"2020-09-17",763.5,766.52002,744.72998,755.650024,294500,734.72998
"2020-09-18",754.73999,757.840027,746.669983,752.070007,421300,731.249268
"2020-09-21",750,751.320007,730.01001,745.549988,350000,724.909546
"2020-09-22",742.580017,756.330017,742.580017,750,327200,729.23645
"2020-09-23",729.390015,754.119995,729.390015,730.669983,317500,710.441589
"2020-09-24",734.27002,744.830017,730.690002,733.72998,346900,713.41687
"2020-09-25",732.619995,751.679993,731.940002,751.320007,251100,730.519897
"2020-09-28",766.969971,771.429993,760.48999,764.809998,333100,743.636414
"2020-09-29",764.809998,768.599976,760.419983,763.460022,290400,742.323792
"2020-09-30",767.570007,770.159973,752.679993,760.130005,442200,739.08606
"2020-10-01",764.26001,771.609985,756.02002,768.349976,378200,747.078369
"2020-10-02",764.380005,779.809998,760.340027,778,446700,756.461304
"2020-10-05",777.789978,788.27002,762.809998,788.26001,301100,766.437256
"2020-10-06",787.419983,796.940002,775,790.830017,394500,768.936096
"2020-10-07",790.820007,805.77002,789.609985,803.26001,347200,781.021973
"2020-10-08",803.039978,835.590027,797.5,824.400024,613100,801.57666
"2020-10-09",834.280029,834.280029,825.549988,829.349976,356600,806.389709
"2020-10-12",832.880005,839.77002,823.940002,835,301500,811.883179
"2020-10-13",838.26001,838.26001,822.030029,826.109985,305500,803.239319
"2020-10-14",823.890015,828.109985,812.609985,817.400024,472900,794.770447
"2020-10-15",814.01001,822,811.469971,814.830017,255200,792.271729
"2020-10-16",816.26001,826.799988,812.080017,817.690002,324900,795.05249
"2020-10-19",820.140015,822.77002,808.349976,810,284000,787.575317
"2020-10-20",810.780029,813.349976,800,804.940002,300100,782.655396
"2020-10-21",802.780029,806.929993,797.52002,803.159973,307600,780.924744
"2020-10-22",806.119995,809.429993,776.340027,777.549988,419000,756.023682
"2020-10-23",778,781.090027,769.51001,777.030029,378100,755.518188
"2020-10-26",777,777,762.5,770.47998,293300,749.149475
"2020-10-27",778.799988,778.799988,767.109985,773.309998,308600,751.901123
"2020-10-28",763.190002,771.679993,755.01001,756.070007,487600,735.138367
"2020-10-29",767.73999,767.73999,737.799988,740.679993,574100,720.174438
"2020-10-30",731.460022,739.710022,719.859985,731.23999,413400,710.99585
"2020-11-02",740.25,748,729.840027,738.320007,426500,717.879883
"2020-11-03",742.599976,755.330017,738.369995,752.280029,313800,731.453369
"2020-11-04",759.349976,787,758.719971,777.289978,363800,755.770935
"2020-11-05",790,795.340027,779.75,781.049988,335200,759.42688
"2020-11-06",790.719971,797.27002,781.25,794.390015,471500,772.397522
"2020-11-09",800.409973,808.02002,740.539978,743.210022,852400,722.63446
"2020-11-10",743.130005,743.869995,716.030029,726.77002,770200,706.649597
"2020-11-11",733.719971,766.049988,731,760.849976,554800,739.786011
"2020-11-12",767.119995,767.219971,754.330017,760.309998,390100,739.261047
"2020-11-13",764.599976,766.299988,755.309998,760.809998,313700,739.747192
"2020-11-16",762.570007,764.47998,736.200012,755.090027,405000,734.185486
"2020-11-17",750.609985,755,743.820007,751.179993,512200,732.96582
"2020-11-18",747.890015,758.099976,733.369995,734.320007,658500,716.514648
"2020-11-19",737.72998,737.72998,727.75,730.590027,444500,712.875122
"2020-11-20",732.969971,742.320007,725.549988,728.119995,538300,710.464905
"2020-11-23",727.200012,733,709.380005,711.460022,516500,694.208923
"2020-11-24",714.950012,715.849976,690.059998,692.380005,1209900,675.591553
"2020-11-25",698.98999,705.349976,686.77002,693.539978,880700,676.723389
"2020-11-27",701.039978,705.700012,691.630005,700.52002,469700,683.53418
"2020-11-30",701.599976,706.72998,695.440002,697.789978,1021700,680.870361
"2020-12-01",706.590027,714.859985,700.030029,712.580017,798100,695.301758
"2020-12-02",710,712.929993,688.140015,690.619995,552200,673.874329
"2020-12-03",701.72998,701.72998,689.780029,692.650024,669100,675.855103
"2020-12-04",692.900024,712.960022,690.48999,708.330017,632900,691.154907
"2020-12-07",714.960022,717.76001,694.380005,697.549988,682000,680.636169
"2020-12-08",705,706.409973,692.130005,695.280029,454200,678.421265
"2020-12-09",702.909973,703.890015,675.840027,678.400024,596900,661.950562
"2020-12-10",676.030029,689.25,676.030029,686.98999,419700,670.332275
"2020-12-11",685.460022,689.700012,671.900024,688.859985,455000,672.156921
"2020-12-14",688.97998,699.75,687,690.030029,454000,673.298584
"2020-12-15",696.52002,698.289978,687.450012,695.640015,414600,678.772522
"2020-12-16",699.48999,702.52002,686.929993,690.190002,379100,673.454712
"2020-12-17",696.369995,717.72998,695.820007,712.73999,565400,695.457886
"2020-12-18",713.799988,713.799988,704.130005,709.72998,862000,692.520813
"2020-12-21",701.330017,706.390015,697.080017,704.400024,516300,687.320129
"2020-12-22",700,714.090027,698.080017,713.440002,371400,696.140869
"2020-12-23",714.919983,719.23999,703.080017,703.080017,342400,686.032227
"2020-12-24",707.940002,711.429993,702.609985,705.940002,97300,688.822815
"2020-12-28",707.849976,710.75,703.320007,709.880005,265300,692.667236
"2020-12-29",715,716.22998,705.5,708.780029,230800,691.593933
"2020-12-30",711.580017,715.669983,698.26001,700.400024,348300,683.417114
"2020-12-31",701.47998,714.929993,697.280029,714.179993,293500,696.863037
"2021-01-04",718.340027,719.23999,691.630005,692.559998,567100,675.767212
"2021-01-05",698,698.859985,690.22998,691.539978,473600,674.771973
"2021-01-06",685,686.530029,663.849976,668.960022,568600,652.739502
"2021-01-07",673.219971,684.25,670.320007,678.969971,698000,662.506592
"2021-01-08",686.309998,698.650024,683.76001,692.460022,624200,675.669678
"2021-01-11",696.98999,699.950012,680.799988,682.390015,502400,665.843811
"2021-01-12",681.330017,681.76001,660.719971,676.530029,412300,660.125916
"2021-01-13",681.450012,691.580017,678.77002,690.119995,455300,673.386414
"2021-01-14",689.049988,692.880005,684.950012,689.669983,530100,672.947327
"2021-01-15",690.940002,709.859985,690.72998,707.76001,549800,690.598694
"2021-01-19",716.830017,722.98999,711.640015,716.320007,558500,698.951111
"2021-01-20",718.22998,734.530029,715,727.73999,456100,710.094177
"2021-01-21",727.219971,729.080017,716.76001,719.900024,318300,702.444336
"2021-01-22",720.179993,728.929993,720.179993,721.159973,484900,703.673706
"2021-01-25",728.460022,728.859985,719.349976,723.159973,315700,705.625244
"2021-01-26",721.280029,736,719.549988,735.23999,369900,717.412354
"2021-01-27",737.320007,737.320007,730,731.700012,492700,713.958191
"2021-01-28",729,747.429993,724.109985,738.22998,450100,720.329834
"2021-01-29",733.469971,745.5,726.359985,739.960022,487800,722.017944
"2021-02-01",737.960022,759.559998,731.5,756.719971,343800,738.371521
"2021-02-02",760.090027,770.349976,758.280029,768.570007,575800,749.934204
"2021-02-03",764.099976,766,745.890015,754.890015,320100,736.585815
"2021-02-04",760.02002,760.02002,742.01001,746.909973,421100,728.799255
"2021-02-05",749.119995,756.289978,740.950012,754.289978,378200,736.000305
"2021-02-08",751.02002,754.549988,739.159973,747.409973,371700,729.28717
"2021-02-09",751.429993,755.26001,742.590027,750.469971,299700,732.27301
"2021-02-10",756.940002,758.52002,748.22998,751,465800,732.790161
"2021-02-11",749.25,758.619995,711.099976,717.700012,798600,700.297668
"2021-02-12",711.22998,724.169983,700.02002,709.809998,638700,692.598877
"2021-02-16",723.640015,724,684.469971,688.090027,617200,671.405701
"2021-02-17",686.22998,700.320007,684.650024,694.429993,561700,677.591858
"2021-02-18",692.919983,692.919983,682.619995,685.559998,964800,668.936951
"2021-02-19",694.72998,700.380005,674.26001,680.219971,727300,663.726318
"2021-02-22",677.690002,677.690002,662.150024,667.340027,810600,651.158691
"2021-02-23",663.070007,667.289978,654.210022,658.820007,871300,645.621887
"2021-02-24",658.789978,660.76001,637.530029,639,1076000,626.198975
"2021-02-25",637,644.409973,624.030029,638.369995,1367300,625.581543
"2021-02-26",643.830017,660.25,640,648.340027,978600,635.351868
"2021-03-01",649.320007,658.690002,642,648.26001,935100,635.273499
"2021-03-02",646.640015,649.340027,629.419983,640.049988,820400,627.227905
"2021-03-03",630.73999,638.169983,609.26001,611.340027,631400,599.093079
"2021-03-04",615.77002,627.179993,602.23999,603.570007,942600,591.47876
"2021-03-05",606.349976,616.47998,586.72998,610.559998,864300,598.328674
"2021-03-08",605.049988,615.679993,594.030029,594.919983,1030000,583.002014
"2021-03-09",611.900024,629.809998,606.900024,622.710022,765800,610.235352
"2021-03-10",634.609985,645.619995,626.02002,638.700012,1029700,625.905029
"2021-03-11",640.97998,661.190002,640.97998,654.590027,731600,641.476685
"2021-03-12",644.48999,669.400024,642.820007,668,718100,654.618042
"2021-03-15",662.25,675.51001,662.25,669.549988,587400,656.136963
"2021-03-16",673.369995,682.080017,669.070007,671.330017,289000,657.881348
"2021-03-17",666.380005,668.409973,653.340027,656.450012,470100,643.299377
"2021-03-18",648.700012,653.390015,639.169983,646.830017,573800,633.872131
"2021-03-19",650.080017,662.869995,646.809998,653.059998,668900,639.977295
"2021-03-22",649.72998,669.630005,649.72998,666.690002,479700,653.33429
"2021-03-23",674.109985,683.840027,660.599976,675.77002,436900,662.2323
"2021-03-24",670.969971,675.75,658.130005,662.340027,529100,649.071472
"2021-03-25",667.48999,670.210022,655.369995,668.119995,386500,654.735596
"2021-03-26",664.299988,684.049988,660.47998,683.630005,401000,669.934875
"2021-03-29",684.98999,691.219971,674,687.840027,451600,674.060608
"2021-03-30",680.200012,687.72998,673.26001,674.840027,300800,661.320984
"2021-03-31",676.320007,686.659973,665,679.590027,413400,665.97583
"2021-04-01",685.700012,686.070007,673.309998,678,735300,664.417664
"2021-04-05",686.200012,690.700012,682.380005,690.23999,407700,676.412537
"2021-04-06",687.22998,691.809998,682.369995,688.710022,447500,674.913086
"2021-04-07",688.880005,689.340027,680.669983,684.450012,365100,670.738464
"2021-04-08",693.98999,699.179993,685.400024,687.690002,362500,673.913513
"2021-04-09",685.98999,691.690002,683.039978,687.460022,319900,673.688171
"2021-04-12",688.119995,692.549988,679.030029,691.429993,355100,677.578674
"2021-04-13",694.5,707.48999,692.659973,705.77002,380300,691.631348
"2021-04-14",707.049988,708.880005,692.690002,694.309998,353800,680.40094
"2021-04-15",698.25,720.380005,697.400024,718.849976,422800,704.44928
"2021-04-16",720.950012,720.950012,707.710022,708.140015,383400,693.953857
"2021-04-19",709,719.630005,706.059998,717.289978,264000,702.920593
"2021-04-20",714.309998,728.97998,714.169983,726.219971,310300,711.671692
"2021-04-21",728.289978,735.77002,724.140015,726.130005,422600,711.583496
"2021-04-22",710.51001,724.72998,710.01001,717.969971,336600,703.586914
"2021-04-23",716.960022,722.929993,715.140015,718.109985,366300,703.724121
"2021-04-26",719.539978,720,710,716.969971,266000,702.606934
"2021-04-27",723.799988,723.799988,710.25,713.880005,271500,699.578918
"2021-04-28",715.01001,715.48999,703.950012,707.380005,403900,693.209106
"2021-04-29",722.419983,722.419983,695.02002,706.080017,503400,691.935242
"2021-04-30",703.960022,725.450012,703.789978,720.76001,669800,706.321106
"2021-05-03",720.780029,720.98999,708.789978,711.049988,469600,696.805542
"2021-05-04",711.900024,718.539978,705.380005,710.030029,676800,695.806091
"2021-05-05",703.650024,710,690.830017,693,472900,679.117249
"2021-05-06",693.630005,702.51001,690.599976,699.080017,355100,685.075378
"2021-05-07",696.820007,714.299988,696.820007,713.450012,379200,699.157471
"2021-05-10",715.47998,723.789978,708.169983,720,522700,705.576294
"2021-05-11",716.909973,718.859985,704.969971,718.039978,376100,703.655518
"2021-05-12",710.450012,712.619995,704.22998,705.359985,518900,691.229553
"2021-05-13",706.72998,720.630005,701.030029,715.429993,383700,701.097839
"2021-05-14",719.809998,727.969971,714.429993,722.02002,322400,707.555908
"2021-05-17",714.960022,721.919983,711.390015,715.030029,415400,700.705872
"2021-05-18",714.070007,720.289978,704.900024,715.330017,249700,703.82489
"2021-05-19",710.26001,719.969971,707.429993,715.359985,286000,703.85437
"2021-05-20",715.169983,733.919983,714.820007,728.119995,434900,716.40918
"2021-05-21",722,731.659973,721.440002,725.219971,621800,713.555847
"2021-05-24",724,733.48999,719.719971,723.299988,640200,711.666687
"2021-05-25",726.650024,737.090027,718.48999,735.26001,325200,723.434326
"2021-05-26",740.02002,742.900024,733.070007,735.390015,425100,723.562317
"2021-05-27",734.559998,736.570007,727.51001,735.090027,395500,723.26709
"2021-05-28",741.530029,745.859985,735.890015,736.719971,314700,724.870789
"2021-06-01",739.530029,740.900024,733.039978,739.419983,419800,727.527466
"2021-06-02",743.919983,759.859985,741.580017,758.130005,561600,745.936462
"2021-06-03",750.109985,779.140015,750.109985,777.039978,723100,764.542358
"2021-06-04",779.419983,788.690002,776.27002,785.390015,573200,772.758118
"2021-06-07",791.22998,807.719971,787.349976,795.059998,778500,782.272522
"2021-06-08",799.98999,818.330017,799.98999,816.659973,622600,803.525085
"2021-06-09",814.960022,819.539978,808.190002,810.01001,532700,796.982056
"2021-06-10",808.159973,828.690002,806.820007,822.98999,542400,809.753296
"2021-06-11",812.969971,820.549988,812.659973,816.039978,590100,802.9151
"2021-06-14",814.77002,825.599976,811.539978,823.98999,490800,810.737183
"2021-06-15",819.76001,826.280029,807.030029,809,526300,795.988342
"2021-06-16",813,819.679993,806.75,809.969971,636400,796.942688
"2021-06-17",809.969971,816.820007,805.900024,815.460022,661400,802.344482
"2021-06-18",815.5,829.609985,799.840027,822.77002,3751600,809.536865
"2021-06-21",818.669983,826.809998,802.650024,822.5,1036800,809.271179
"2021-06-22",823.650024,824.98999,811.570007,822.570007,573600,809.340027
"2021-06-23",821.619995,824.719971,792.030029,803.559998,909400,790.635803
"2021-06-24",804.01001,809.630005,772.950012,779.320007,1107300,766.785706
"2021-06-25",780.190002,785.77002,774.320007,783.400024,1128500,770.800171
"2021-06-28",789.340027,798.900024,783.02002,798.52002,675100,785.676941
"2021-06-29",792.02002,804.099976,789.390015,802.330017,493400,789.425598
"2021-06-30",808.299988,809.849976,798.590027,802.599976,717100,789.691223
"2021-07-01",800.559998,808.599976,795.200012,797.640015,506100,784.811096
"2021-07-02",800.640015,804.309998,796.01001,800.5,379900,787.625061
"2021-07-06",801.380005,819.849976,799.98999,819.109985,458300,805.935669
"2021-07-07",822.780029,831.719971,817.219971,827.809998,525800,814.495789
"2021-07-08",825,832.919983,820.630005,828.190002,402400,814.86969
"2021-07-09",827.890015,834,812.97998,820.320007,480900,807.126282
"2021-07-12",823.049988,833.940002,815.690002,829.549988,600700,816.207825
"2021-07-13",826.299988,835.710022,821.559998,823.039978,398200,809.802551
"2021-07-14",822.320007,834.77002,818.900024,831.840027,412400,818.460999
"2021-07-15",832.650024,835.710022,824.650024,834.039978,310200,820.62561
"2021-07-16",834.159973,845.619995,829.289978,831.469971,541600,818.096863
"2021-07-19",828.359985,838.859985,824.159973,834.299988,477800,820.881409
"2021-07-20",838.5,840,828.179993,832.650024,409400,819.257874
"2021-07-21",829.530029,829.530029,812.840027,819.76001,582300,806.575317
"2021-07-22",823.22998,826.789978,817.570007,820.820007,377700,807.618225
"2021-07-23",820.609985,835.460022,815.960022,833.47998,348600,820.074585
"2021-07-26",831.98999,835.02002,823.849976,829.51001,393900,816.168457
"2021-07-27",827.659973,842.530029,825.390015,841.830017,392400,828.290344
"2021-07-28",836.26001,841.590027,832.320007,836.309998,390600,822.85907
"2021-07-29",825.419983,836.25,784.289978,786.380005,883700,773.732117
"2021-07-30",790.960022,829.73999,790.960022,820.409973,676400,807.214844
"2021-08-02",820,826.059998,813.419983,818.98999,505700,805.817627
"2021-08-03",822.890015,834,816.150024,820.309998,478900,807.116455
"2021-08-04",821.960022,832.849976,818.840027,828.340027,331500,815.017273
"2021-08-05",832.080017,833.900024,822.52002,830.619995,334800,817.26062
"2021-08-06",825.369995,829.039978,818.609985,820.150024,525200,806.959045
"2021-08-09",824.02002,824.02002,814.289978,814.98999,422100,801.882019
"2021-08-10",818.179993,818.179993,797.650024,797.969971,487900,785.135742
"2021-08-11",803.27002,809.900024,797.669983,806.880005,596200,793.902405
"2021-08-12",809.719971,817.030029,805.210022,811.719971,454300,798.664551
"2021-08-13",813.650024,817.080017,805.200012,814.090027,315700,800.996521
"2021-08-16",814.070007,824.280029,814.070007,822.940002,300600,809.704102
"2021-08-17",820,829.080017,816.059998,827.809998,295400,817.346313
"2021-08-18",824.47998,826.02002,811.940002,814.27002,269400,803.977417
"2021-08-19",814.27002,838,811.22998,833.960022,451800,823.418579
"2021-08-20",833.130005,843.5,829.789978,835.630005,339200,825.067444
"2021-08-23",835,840,830.169983,835.570007,392300,825.008179
"2021-08-24",838,838,819.299988,820.23999,349800,809.871948
"2021-08-25",819.090027,821.47998,801.200012,807.530029,317200,797.322632
"2021-08-26",807.530029,830.179993,807.530029,824.98999,516000,814.56189
"2021-08-27",827.900024,830.26001,819,824.809998,384300,814.384216
"2021-08-30",825.5,842.789978,824.650024,840.030029,322600,829.411865
"2021-08-31",840,848.47998,833.830017,843.450012,508100,832.788574
"2021-09-01",837.929993,869.880005,837.929993,868.840027,477500,857.857666
"2021-09-02",866.049988,875.789978,852.109985,874.429993,616700,863.377014
"2021-09-03",866.789978,885.26001,866,882.830017,516500,871.670776
"2021-09-07",865.5,884.22998,859.559998,881.76001,447700,870.61438
"2021-09-08",880.719971,883.23999,874.090027,882.309998,331700,871.15741
"2021-09-09",877.820007,878.090027,852.419983,854.559998,533000,843.758118
"2021-09-10",845.669983,850.890015,832.909973,844,475200,833.331604
"2021-09-13",850,852.929993,833.460022,839.539978,435900,828.927917
"2021-09-14",847,852.570007,832.789978,834.890015,609100,824.336792
"2021-09-15",843.799988,850.150024,833.080017,843.440002,466700,832.778748
"2021-09-16",841.590027,855.409973,838.200012,853.25,514400,842.464722
"2021-09-17",848.75,873.77002,844.080017,872.580017,3852500,861.550354
"2021-09-20",861.809998,871.23999,840.97998,850.22998,856800,839.482849
"2021-09-21",850,861.48999,848.140015,848.200012,392300,837.478577
"2021-09-22",850.73999,864.340027,842.719971,860.119995,557900,849.247864
"2021-09-23",861.109985,868.820007,834.049988,848.01001,637200,837.290955
"2021-09-24",846.51001,847.840027,828.52002,834.679993,472800,824.129395
"2021-09-27",827.690002,828.900024,807.090027,807.530029,489300,797.322632
"2021-09-28",800,802.929993,786.890015,798.940002,517300,788.841187
"2021-09-29",802.75,810.76001,800.419983,801.580017,376400,791.447815
"2021-09-30",808.369995,812.070007,789.070007,790.130005,522100,780.142578
"2021-10-01",793,796.380005,780.440002,789.320007,515100,779.342773
"2021-10-04",790.809998,795.73999,779.580017,785.609985,405300,775.679626
"2021-10-05",774,776.780029,755.650024,760.070007,675400,750.462524
"2021-10-06",762,766.280029,747.880005,762.320007,725900,752.684021
"2021-10-07",765.719971,774.900024,760.869995,766.48999,535500,756.801392
"2021-10-08",762.679993,765.140015,748.030029,750.960022,468800,741.467712
"2021-10-11",754.169983,755.02002,744.789978,750.01001,320800,740.529663
"2021-10-12",748.73999,760.419983,746.219971,759.429993,352000,749.830566
"2021-10-13",755.73999,767.890015,755.73999,763.450012,386600,753.799805
"2021-10-14",769.330017,776.25,766.190002,769.650024,353500,759.921448
"2021-10-15",772.22998,784.48999,768.080017,781.390015,544200,771.513062
"2021-10-18",775.440002,781.98999,766.890015,767.77002,475000,758.065186
"2021-10-19",775.02002,780,769.119995,779.669983,549700,769.814758
"2021-10-20",779.669983,795.799988,779.669983,793.840027,457700,783.805664
"2021-10-21",798.849976,815.150024,792.73999,810.159973,421000,799.919373
"2021-10-22",815.77002,824.539978,811.780029,821.02002,308800,810.64209
"2021-10-25",820.309998,829.5,815.349976,822.780029,312100,812.379822
"2021-10-26",826.099976,834.570007,824.22998,831.849976,279600,821.335205
"2021-10-27",843.559998,849.51001,824.409973,824.820007,305300,814.394104
"2021-10-28",824.820007,847.840027,824.820007,847.299988,331400,836.589905
"2021-10-29",842.01001,849.109985,833.429993,837.070007,512400,826.489197
"2021-11-01",836.700012,836.700012,821.140015,830.460022,365500,819.962769
"2021-11-02",833.200012,845.919983,829.119995,836.909973,279800,826.331238
"2021-11-03",843.5,847,828.130005,837.880005,212600,827.28894
"2021-11-04",808,809.469971,784.809998,803.590027,636200,793.432495
"2021-11-05",808.23999,809.950012,780.23999,781.919983,547700,772.036316
"2021-11-08",783,792.820007,770,786.900024,424100,776.95343
"2021-11-09",790.76001,804.559998,788.150024,797.789978,298200,787.705688
"2021-11-10",796.119995,801.98999,779.559998,781.409973,431400,771.532715
"2021-11-11",787.950012,788.340027,770.619995,774.669983,410000,764.87793
"2021-11-12",781.809998,781.820007,774.210022,775.390015,575300,765.588928
"2021-11-15",775.75,800,775.390015,797.840027,739600,787.755127
"2021-11-16",798.27002,802,794.780029,795.099976,427400,787.883911
"2021-11-17",799.869995,803.690002,795.690002,798,594400,790.757568
"2021-11-18",799.98999,799.98999,791.210022,792.840027,330900,785.64447
"2021-11-19",800,800.76001,787.450012,788.530029,656300,781.373596
"2021-11-22",787.469971,788.619995,774.570007,777.210022,531000,770.15625
"2021-11-23",777.969971,782.140015,771.030029,779.359985,725100,772.286743
"2021-11-24",782.150024,798.190002,771.080017,797.590027,325500,790.351318
"2021-11-26",796.619995,813.789978,789.539978,793.840027,325300,786.635376
"2021-11-29",796.830017,822.130005,790.609985,820,589100,812.557922
"2021-11-30",817.289978,833.380005,810.809998,812.200012,1068900,804.828735
"2021-12-01",815.52002,823,802.47998,803.450012,834000,796.158142
"2021-12-02",803.580017,805.210022,791.679993,798.609985,457700,791.362
"2021-12-03",807.02002,807.619995,783.619995,794.030029,393200,786.823669
"2021-12-06",795.530029,799.859985,789.219971,796.469971,299300,789.241455
"2021-12-07",803.830017,818.919983,800.590027,812.859985,316500,805.482666
"2021-12-08",810.919983,815.619995,802.409973,814.460022,321900,807.068237
"2021-12-09",814.340027,814.340027,792.830017,798.799988,247400,791.550293
"2021-12-10",801.159973,802.200012,793.73999,797.890015,305500,790.648621
"2021-12-13",793.789978,820.909973,793.789978,816.169983,408100,808.762634
"2021-12-14",815,815,790.320007,805.830017,527300,798.516541
"2021-12-15",811.27002,821.469971,807.539978,817.090027,462600,809.674316
"2021-12-16",820.27002,829.690002,818.450012,822.900024,385100,815.431641
"2021-12-17",811.630005,830.880005,811.630005,822.26001,713000,814.797424
"2021-12-20",817.210022,826.820007,812.02002,822.349976,450900,814.886597
"2021-12-21",826.47998,828.380005,799.23999,804.580017,506500,797.277893
"2021-12-22",810.159973,819.419983,805.890015,818.72998,333200,811.299438
"2021-12-23",820,821.820007,813.909973,818.76001,433200,811.329224
"2021-12-27",823.130005,835.119995,818.419983,835.109985,296900,827.530823
"2021-12-28",835.109985,842.200012,829.890015,838.01001,242900,830.40448
"2021-12-29",840.01001,843.900024,833.330017,842,248700,834.358276
"2021-12-30",842.830017,847.099976,833.559998,845.48999,239200,837.816589
"2021-12-31",847.070007,853.419983,843.400024,845.840027,278600,838.163391
"2022-01-03",845.679993,847.710022,819.72998,836.109985,351800,828.521667
"2022-01-04",832.900024,839.049988,810.98999,814.630005,399000,807.236694
"2022-01-05",812.869995,814.419983,787.659973,789.099976,394800,781.938354
"2022-01-06",781.549988,784.450012,761.419983,775.080017,366700,768.045593
"2022-01-07",759.700012,783.98999,759.700012,774.940002,355700,767.90686
"2022-01-10",756.780029,764.559998,743.609985,764.330017,415300,757.393188
"2022-01-11",759.75,767.650024,749.51001,766.880005,322600,759.920044
"2022-01-12",763.849976,777.289978,762.030029,764.460022,343300,757.522034
"2022-01-13",767.77002,767.900024,746.440002,748.119995,424700,741.330261
"2022-01-14",745.090027,749.400024,730.049988,746.76001,510800,739.982666
"2022-01-18",733.299988,745.75,726.710022,742.940002,460800,736.197327
"2022-01-19",742.799988,752.150024,729.590027,730.48999,471400,723.860291
"2022-01-20",732.960022,746.780029,728.909973,730.51001,425300,723.880127
"2022-01-21",735.619995,741.73999,720.929993,721.580017,374600,715.031189
"2022-01-24",720.859985,731.679993,700.97998,730.840027,620500,724.207153
