"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"2020-11-18",176.699997,179.899994,174.009995,176.529999,2010500,173.981964
"2020-11-19",175.949997,175.949997,169.690002,171.940002,1816900,169.458206
"2020-11-20",171.259995,172.649994,168.880005,169.869995,1131000,167.418076
"2020-11-23",171.850006,174.410004,170.539993,173.479996,991100,170.975967
"2020-11-24",176.5,181.210007,174.5,179.75,1937300,177.155472
"2020-11-25",181.399994,181.399994,178.339996,179.5,991100,176.909088
"2020-11-27",179.660004,181.770004,179.100006,180,469400,177.401871
"2020-11-30",180.75,182.520004,179.240005,179.910004,1797900,177.727875
"2020-12-01",183.059998,183.539993,178.820007,179,1163200,176.828918
"2020-12-02",178.809998,181.919998,178.580002,180.850006,990100,178.656479
"2020-12-03",180.550003,181.070007,178.710007,179.160004,946000,176.986969
"2020-12-04",179.440002,181.190002,178.779999,180.759995,812100,178.567581
"2020-12-07",180.100006,180.330002,177.139999,178.259995,981200,176.0979
"2020-12-08",176.970001,180.940002,176.580002,180.419998,953400,178.231674
"2020-12-09",180.550003,181.149994,176.889999,178.679993,777100,176.512787
"2020-12-10",177.550003,179.139999,176.929993,177.679993,905300,175.524918
"2020-12-11",176.949997,177.089996,173.100006,174.660004,747400,172.54155
"2020-12-14",176.5,176.5,171.800003,172.330002,910500,170.239822
"2020-12-15",173.520004,174.410004,171.380005,173.080002,819700,170.980713
"2020-12-16",172.800003,173.589996,170.729996,172.350006,969200,170.259583
"2020-12-17",173.809998,174,171.070007,172.910004,802700,170.812775
"2020-12-18",173,174.179993,170.830002,173.550003,2085500,171.445038
"2020-12-21",171.100006,171.690002,169.199997,171.419998,956500,169.340851
"2020-12-22",171.470001,172.210007,169.339996,170.009995,710900,167.947952
"2020-12-23",170.110001,172.949997,170,170.070007,504400,168.007233
"2020-12-24",170.720001,170.990005,169.089996,170.779999,256700,168.708618
"2020-12-28",171.850006,174.789993,171.259995,174.320007,1023800,172.205673
"2020-12-29",175.149994,176.889999,173.080002,174.179993,813700,172.067368
"2020-12-30",174.039993,175.130005,173.050003,173.419998,579800,171.316589
"2020-12-31",173,174.139999,171.759995,173.919998,663200,171.810547
"2021-01-04",174.279999,175,170.5,174.429993,1072000,172.314316
"2021-01-05",174.520004,177.960007,173.649994,175.600006,1548500,173.470169
"2021-01-06",174,182.5,173.869995,178.929993,1478800,176.759735
"2021-01-07",179.899994,183.759995,179.509995,183.020004,2120500,180.800156
"2021-01-08",183.860001,184.389999,181.839996,183.550003,1171300,181.323746
"2021-01-11",182.600006,184.979996,181.229996,183.399994,1119300,181.175552
"2021-01-12",184.050003,184.339996,181.960007,183.270004,696600,181.047134
"2021-01-13",182.970001,184.009995,182.240005,183.399994,616100,181.175552
"2021-01-14",183.279999,184.5,181.850006,182.820007,684800,180.602585
"2021-01-15",182.320007,185.479996,179.580002,184.419998,901700,182.183182
"2021-01-19",183.979996,184.820007,181.410004,182.470001,788700,180.256821
"2021-01-20",182.5,184.270004,180.75,184.160004,644300,181.926331
"2021-01-21",184.190002,184.830002,180.809998,182.789993,760700,180.572937
"2021-01-22",182.860001,186.600006,182.169998,185.009995,917000,182.766022
"2021-01-25",183.169998,185.389999,182.300003,183.149994,893200,180.928558
"2021-01-26",183.869995,185.979996,182.970001,184.419998,664400,182.183182
"2021-01-27",182.929993,184.100006,177.350006,178.190002,1245400,176.028732
"2021-01-28",178.300003,182.800003,178.240005,180.130005,906900,177.945221
"2021-01-29",179.509995,180.770004,172.770004,174.470001,1718300,172.353867
"2021-02-01",176.440002,181.25,175.399994,179.729996,1418100,177.550034
"2021-02-02",184.410004,187.369995,180.089996,180.550003,1680200,178.360123
"2021-02-03",181.039993,182.479996,178.270004,181.509995,1544800,179.308441
"2021-02-04",181.399994,186.809998,181,186.070007,1373200,183.813156
"2021-02-05",186.149994,186.710007,182.270004,183.059998,873800,180.839676
"2021-02-08",182.229996,183.850006,181.110001,183.800003,914200,181.570694
"2021-02-09",184.460007,185.440002,182.899994,184.979996,770700,182.736389
"2021-02-10",186.309998,186.619995,182.820007,184.039993,752500,181.80777
"2021-02-11",184.009995,184.410004,180.369995,181.770004,657100,179.565323
"2021-02-12",181.770004,183.5,180.669998,182.240005,906200,180.029617
"2021-02-16",183.270004,184,180.479996,180.800003,1459000,178.607071
"2021-02-17",179.699997,181.75,178.440002,181.289993,710200,179.091125
"2021-02-18",179.960007,180.690002,177.389999,177.720001,953700,175.564423
"2021-02-19",178.020004,179.800003,177.399994,177.619995,845400,175.465622
"2021-02-22",177.339996,178.639999,174.880005,177.990005,746100,175.831146
"2021-02-23",179.199997,181.190002,176.820007,180.580002,1007400,178.389755
"2021-02-24",179.479996,181.979996,178.970001,181.289993,815100,179.091125
"2021-02-25",181.940002,182.449997,173.539993,174.110001,1265300,171.99823
"2021-02-26",174.960007,174.960007,169.339996,169.520004,1880100,167.463913
"2021-03-01",171.149994,175.75,170.899994,173.75,1195500,172.068909
"2021-03-02",174.570007,174.830002,172.949997,173.720001,970800,172.039185
"2021-03-03",172.940002,174.699997,171.179993,172.210007,1603900,170.543808
"2021-03-04",171.589996,173.960007,170,172.309998,1253800,170.642853
"2021-03-05",173.509995,175.779999,169.75,175.110001,880200,173.415726
"2021-03-08",176.339996,179.429993,175.410004,176.089996,804900,174.386246
"2021-03-09",176.570007,181.279999,176.009995,178.720001,991600,176.990814
"2021-03-10",180.080002,185.100006,179.149994,183.509995,1249100,181.734467
"2021-03-11",183.809998,186.350006,181.539993,183.130005,1018500,181.358154
"2021-03-12",184.089996,187.679993,183.490005,187.550003,1087500,185.735382
"2021-03-15",186.660004,189.720001,186.639999,188.869995,991000,187.042603
"2021-03-16",188.179993,189,185.449997,186.539993,893200,184.735138
"2021-03-17",187.169998,188.669998,185.479996,187.009995,896300,185.200607
"2021-03-18",185.990005,189.839996,185.449997,187.990005,701200,186.171112
"2021-03-19",188.130005,191.770004,186.669998,189.770004,2182700,187.933914
"2021-03-22",189.929993,192.449997,189.029999,192.380005,1029200,190.518661
"2021-03-23",192.589996,193.360001,187.580002,188.429993,955100,186.606857
"2021-03-24",188.25,191.300003,187.770004,187.800003,1003300,185.982971
"2021-03-25",187.550003,191.820007,186.160004,191.449997,873900,189.597641
"2021-03-26",192.529999,194.149994,191.220001,194.089996,735300,192.212097
"2021-03-29",193.350006,197.330002,192.75,196,863800,194.103607
"2021-03-30",197.070007,198.429993,195.690002,196.529999,934700,194.628494
"2021-03-31",196.169998,197.399994,193.660004,195.039993,1189800,193.152908
"2021-04-01",194.830002,195.020004,189.660004,193.570007,824100,191.697159
"2021-04-05",194.820007,195.880005,193,194.610001,674800,192.727066
"2021-04-06",194.600006,194.860001,190.919998,191.449997,790900,189.597641
"2021-04-07",191.550003,193.529999,191.130005,193.259995,683900,191.390121
"2021-04-08",193.119995,193.419998,189.440002,189.470001,811700,187.63681
"2021-04-09",190.179993,191.619995,189.619995,190.869995,688000,189.023254
"2021-04-12",189.940002,193.059998,189.940002,191.710007,839200,189.855133
"2021-04-13",190.279999,190.839996,187.210007,189.160004,941100,187.329819
"2021-04-14",189.289993,191.970001,189.199997,190.610001,694100,188.765762
"2021-04-15",191.410004,192.669998,190.339996,191.369995,751400,189.518402
"2021-04-16",191.529999,193.360001,189.949997,193.179993,868800,191.310883
"2021-04-19",194.229996,194.809998,192.339996,193.690002,645900,191.815964
"2021-04-20",193.029999,195.279999,192.779999,194.529999,512700,192.647827
"2021-04-21",195.649994,197.25,193.820007,196.039993,572900,194.14325
"2021-04-22",195.490005,197.240005,194.539993,195.330002,855100,193.440109
"2021-04-23",195.770004,197.210007,193.970001,196.100006,661000,194.202667
"2021-04-26",196.169998,196.25,191.320007,191.619995,757100,189.765991
"2021-04-27",191.009995,191.020004,187.710007,189.330002,1017700,187.498169
"2021-04-28",188.990005,189.130005,187.029999,187.940002,900600,186.121597
"2021-04-29",188.809998,190.5,187.410004,190.270004,518400,188.429062
"2021-04-30",190.220001,190.75,187.169998,187.559998,919500,185.7453
"2021-05-03",189.509995,192.380005,188.479996,192.119995,1150300,190.261169
"2021-05-04",191.759995,194.139999,191.380005,193.669998,1167200,191.796158
"2021-05-05",192.589996,193.240005,185.679993,189.080002,1519300,187.25058
"2021-05-06",185,185.600006,180.419998,185.089996,1808600,183.29921
"2021-05-07",193.5,198.350006,191.100006,197.610001,1948700,195.698044
"2021-05-10",197.009995,204.660004,197.009995,202.130005,1506300,200.174332
"2021-05-11",202.199997,202.559998,196.440002,197.940002,1587900,196.024857
"2021-05-12",197.470001,198.440002,194.759995,197.070007,1395300,195.163284
"2021-05-13",197.550003,199.520004,195.600006,195.759995,1288700,193.865952
"2021-05-14",197.089996,197.179993,194.020004,195,1103100,193.113297
"2021-05-17",194.559998,201.339996,194.190002,199.360001,1596600,197.431107
"2021-05-18",198.220001,199.380005,195.779999,197.289993,1069500,195.381134
"2021-05-19",196.5,198.830002,192.580002,198.740005,1469600,196.817108
"2021-05-20",198.399994,201.710007,197.360001,200.410004,1117700,198.470963
"2021-05-21",201.289993,204.449997,200.309998,202.679993,1157500,200.718994
"2021-05-24",203.529999,203.740005,199.589996,199.639999,916200,197.708405
"2021-05-25",199.729996,200.300003,195.710007,196.020004,914600,194.123459
"2021-05-26",195.559998,196.029999,191,194.300003,1361300,192.420074
"2021-05-27",195.699997,195.699997,193.399994,194.309998,1290200,192.429977
"2021-05-28",194.160004,196.289993,192.300003,192.389999,1265400,190.941269
"2021-06-01",189.119995,192.839996,188.070007,191.830002,1060700,190.385498
"2021-06-02",191.889999,193.029999,190.5,191.380005,1044200,189.938889
"2021-06-03",191.289993,194.960007,190.539993,193.860001,1158200,192.400223
"2021-06-04",194.380005,195.320007,192.539993,194.940002,1126700,193.472092
"2021-06-07",195.800003,196.630005,194.410004,195.029999,1041300,193.561386
"2021-06-08",192.850006,195.419998,190.690002,191.929993,1080900,190.484741
"2021-06-09",192.479996,192.740005,190.440002,190.550003,1053000,189.115128
"2021-06-10",191.389999,196,190.830002,195.509995,1244300,194.037766
"2021-06-11",196.610001,197.970001,194.440002,195.5,939100,194.027847
"2021-06-14",195.080002,195.080002,191.139999,192.910004,949500,191.457367
"2021-06-15",193.429993,194.979996,192.210007,194.259995,1102300,192.797165
"2021-06-16",194.389999,194.75,190.440002,191.419998,919600,189.978577
"2021-06-17",191.710007,191.990005,187.789993,189.399994,1155900,187.973785
"2021-06-18",187.600006,188.479996,184.429993,184.889999,2471500,183.497742
"2021-06-21",185.509995,189.220001,185.320007,188.720001,1323000,187.29892
"2021-06-22",188.580002,192.339996,187.589996,190.100006,1612000,188.668518
"2021-06-23",190,190.139999,188.350006,188.830002,1136300,187.408081
"2021-06-24",189.330002,189.520004,187.570007,188.979996,1045000,187.556961
"2021-06-25",189.740005,192.940002,189.160004,191.339996,4423500,189.89917
"2021-06-28",191.389999,193.25,190.470001,192.059998,1167300,190.613754
"2021-06-29",193.130005,194.539993,191.559998,191.800003,1174200,190.355728
"2021-06-30",191.619995,192.75,190.440002,191.240005,1048000,189.799927
"2021-07-01",191.910004,193.970001,191.229996,192.669998,1073500,191.219162
"2021-07-02",192.350006,193.399994,190.910004,192.580002,771000,191.129837
"2021-07-06",191.660004,191.860001,186.660004,189.339996,1330700,187.914246
"2021-07-07",188.669998,190.960007,188.669998,189.839996,1039800,188.410477
"2021-07-08",187.990005,189.669998,186.720001,188.570007,783500,187.15004
"2021-07-09",189.979996,190.699997,188.600006,189.100006,647500,187.676056
"2021-07-12",187.979996,190.5,187.910004,189.960007,917800,188.529602
"2021-07-13",189.559998,190.279999,188.580002,189.320007,1061700,187.894394
"2021-07-14",189.039993,189.509995,187.830002,189.100006,1051300,187.676056
"2021-07-15",188.5,190.869995,188.5,189.5,2183700,188.073044
"2021-07-16",189.960007,190.029999,188.850006,189.220001,1152400,187.795151
"2021-07-19",187.369995,189.949997,186.610001,188.419998,1810800,187.001175
"2021-07-20",198.009995,201.630005,193.270004,194.360001,2714600,192.896439
"2021-07-21",194.729996,198.179993,194.039993,197.539993,1494900,196.05249
"2021-07-22",197.809998,199.399994,195.850006,199.029999,1063100,197.531265
"2021-07-23",200,204.119995,199.440002,202.630005,1370100,201.104172
"2021-07-26",202.869995,205.360001,201.259995,202.5,913100,200.975143
"2021-07-27",201.619995,204.910004,200.559998,204.119995,997700,202.582932
"2021-07-28",204.259995,205.25,203.100006,204.160004,975000,202.622665
"2021-07-29",205.320007,205.839996,204.229996,205.220001,602400,203.674652
"2021-07-30",205.220001,206.479996,203.570007,203.830002,879000,202.29512
"2021-08-02",203.839996,204.929993,203.139999,203.570007,1179200,202.037094
"2021-08-03",203.029999,206.539993,202.149994,206.419998,1394200,204.865616
"2021-08-04",205.119995,209.270004,204.25,205.369995,1280800,203.823532
"2021-08-05",207.399994,210,197.149994,199.669998,1832200,198.166458
"2021-08-06",199.369995,201.559998,197.360001,199.929993,925600,198.424484
"2021-08-09",199.690002,200.800003,196.199997,196.830002,1000500,195.347839
"2021-08-10",196.279999,196.830002,192.380005,195.070007,954900,193.601105
"2021-08-11",195.309998,198.020004,194.600006,197.309998,922800,195.824219
"2021-08-12",197.020004,198.279999,196.479996,197.990005,1148600,196.499115
"2021-08-13",198.339996,199.410004,197.259995,198.429993,1417700,196.935776
"2021-08-16",197.949997,200.130005,197.039993,199.949997,618900,198.444336
"2021-08-17",199.199997,203.320007,198.580002,203.119995,975500,201.590469
"2021-08-18",203.119995,203.809998,199.660004,199.720001,750700,198.216064
"2021-08-19",199.210007,201.369995,198.259995,199.259995,678600,197.759537
"2021-08-20",198.820007,201,198.179993,200.410004,665300,198.900894
"2021-08-23",202.009995,203.070007,200.600006,202.330002,723700,200.806412
"2021-08-24",202.600006,202.610001,200.229996,200.410004,631900,198.900894
"2021-08-25",200.190002,201.240005,197.520004,200.300003,673800,198.791718
"2021-08-26",200.570007,200.570007,195.639999,197.639999,832500,196.151749
"2021-08-27",198.660004,201.729996,198.220001,201.119995,641600,199.605545
"2021-08-30",200.960007,202.100006,199.979996,201.169998,457600,199.655151
"2021-08-31",200.679993,204.389999,200.320007,204.139999,888500,203.07724
"2021-09-01",203.550003,203.75,199.779999,202.990005,718900,201.933243
"2021-09-02",203.710007,207.880005,202.949997,206.800003,824000,205.723389
"2021-09-03",206.25,207.440002,205.940002,206.279999,508300,205.2061
"2021-09-07",205.520004,206.559998,203.259995,205.490005,868600,204.420227
"2021-09-08",205.320007,206.839996,204.649994,206.169998,602100,205.096664
"2021-09-09",205.639999,206.910004,204.600006,204.639999,608200,203.574646
"2021-09-10",204.220001,204.580002,201.479996,202.729996,581900,201.674591
"2021-09-13",203.220001,206.990005,202.279999,206.039993,975600,204.967346
"2021-09-14",206.809998,206.990005,203.330002,203.990005,1131900,202.928024
"2021-09-15",203.270004,209.100006,202.179993,208.660004,1010800,207.57373
"2021-09-16",209.360001,209.690002,206.020004,207.770004,919100,206.688354
"2021-09-17",206.699997,208.889999,206.699997,207.75,2219200,206.668442
"2021-09-20",205.869995,205.869995,199.779999,201.889999,933100,200.838959
"2021-09-21",203.229996,204.75,200.309998,201.100006,720700,200.05307
"2021-09-22",202.429993,204.539993,201.419998,202.630005,520500,201.575119
"2021-09-23",203.539993,205.389999,202.589996,202.679993,609800,201.624832
"2021-09-24",202.130005,204.339996,202.130005,203.149994,550800,202.092392
"2021-09-27",202.669998,205.080002,202.669998,204.470001,549200,203.405533
"2021-09-28",204,205.130005,201.880005,202.589996,676900,201.535309
"2021-09-29",202.789993,206.289993,202.139999,205.449997,607300,204.380432
"2021-09-30",206.729996,208.479996,199.350006,199.380005,825300,198.342026
"2021-10-01",199.839996,200.339996,195.309998,200.020004,774300,198.978699
"2021-10-04",200.320007,204.210007,198.490005,199.960007,859200,198.919022
"2021-10-05",199.820007,201.800003,198.190002,198.220001,688300,197.188065
"2021-10-06",196.520004,198.289993,193.889999,198.210007,678300,197.178146
"2021-10-07",198.910004,201.330002,198.309998,199.600006,419100,198.560898
"2021-10-08",199.779999,201.100006,199.119995,200.199997,320500,199.157761
"2021-10-11",200.649994,204.229996,200.410004,201.779999,427600,200.729538
"2021-10-12",201.470001,202.589996,199.639999,200.130005,833800,199.088135
"2021-10-13",199.460007,200.179993,194.270004,199.259995,714600,198.222656
"2021-10-14",201.619995,204.350006,200.130005,203.059998,457700,202.002869
"2021-10-15",204.360001,205.580002,203,204.169998,689300,203.107086
"2021-10-18",202.940002,203.75,200.740005,200.800003,427700,199.754639
"2021-10-19",202.210007,203.729996,201.589996,202.589996,356900,201.535309
"2021-10-20",202.880005,207.429993,202.800003,206.089996,493500,205.017075
"2021-10-21",206,207.25,204.720001,207.190002,383600,206.111389
"2021-10-22",207.979996,209.309998,206.850006,209.089996,339700,208.00148
"2021-10-25",209.300003,210.169998,207.279999,207.449997,629000,206.370026
"2021-10-26",207.759995,209.149994,206,207.970001,777800,206.887314
"2021-10-27",207.559998,208.419998,202.610001,203.029999,713600,201.973022
"2021-10-28",203.729996,206.059998,203.320007,205.020004,688100,203.952682
"2021-10-29",204.110001,208.600006,203.339996,207.880005,963500,206.797775
"2021-11-01",208.580002,210.669998,207.740005,208.080002,1282200,206.99675
"2021-11-02",216.199997,222.130005,212.509995,218.929993,1910100,217.790237
"2021-11-03",218.919998,225.300003,217.529999,224.229996,1317600,223.062653
"2021-11-04",222.649994,223.759995,218.639999,223.089996,934300,221.928589
"2021-11-05",224.009995,227.809998,219.919998,221.690002,954300,220.535889
"2021-11-08",221.960007,223.419998,219.850006,220.229996,831900,219.083481
"2021-11-09",219.979996,222.199997,218.529999,219.460007,1069100,218.317505
"2021-11-10",220.009995,221.919998,218.369995,219.639999,727100,218.496552
"2021-11-11",219.029999,223.449997,219.029999,222.860001,647100,221.699799
"2021-11-12",223.550003,226.119995,222.389999,224.830002,666200,223.659546
"2021-11-15",224.839996,226.229996,221.410004,221.929993,960700,220.774628
"2021-11-16",222.130005,223.910004,220.179993,220.610001,1679700,219.461502
"2021-11-17",220.330002,225.300003,219.610001,223.820007,659100,222.6548
"2021-11-18",224.429993,225.610001,222.720001,225.440002,1367500,224.266373
"2021-11-19",226,227.869995,220.520004,220.899994,1078000,219.749985
"2021-11-22",220.360001,224.419998,220.020004,222.070007,1232800,220.91391
"2021-11-23",222.580002,226.740005,222.360001,226.449997,1007500,225.271103
"2021-11-24",225.539993,229.130005,225.259995,226.020004,867900,224.843353
"2021-11-26",222.979996,225.070007,220.550003,221.610001,504700,220.456284
"2021-11-29",222.869995,225.619995,220.800003,223.270004,734600,222.107651
"2021-11-30",221.910004,222.899994,216.089996,216.759995,1348400,216.086411
"2021-12-01",219.610001,220.059998,215.270004,215.410004,1244200,214.740631
"2021-12-02",216.529999,223.460007,216.380005,220.410004,1092400,219.725082
"2021-12-03",222.600006,224.089996,217.029999,218.660004,1426100,217.98053
"2021-12-06",221.889999,225.25,220.570007,224,1252300,223.303925
"2021-12-07",225.070007,226.679993,223.25,224.570007,1471700,223.872162
"2021-12-08",228.5,232.139999,219.229996,226.679993,1912400,225.975586
"2021-12-09",227.660004,231.850006,226.070007,230.740005,1835300,230.022995
"2021-12-10",231.649994,233.740005,228.729996,233.089996,934900,232.365677
"2021-12-13",233.169998,233.460007,228.190002,230.800003,1036600,230.082794
"2021-12-14",230.570007,235.449997,229.190002,229.630005,955800,228.916443
"2021-12-15",229.839996,232.5,228.860001,232.289993,908200,231.568146
"2021-12-16",233.020004,236.820007,232.080002,232.449997,872500,231.727676
"2021-12-17",232.639999,235.229996,230.75,233.089996,1659800,232.365677
"2021-12-20",232.220001,234.910004,229.039993,234.270004,1088300,233.542007
"2021-12-21",235.399994,238.649994,234.490005,236.089996,896500,235.356354
"2021-12-22",235.889999,237.779999,234.559998,236.479996,525700,235.745132
"2021-12-23",236.839996,241.539993,236.839996,240.779999,639300,240.031784
"2021-12-27",241,245.460007,241,245.339996,612800,244.577606
"2021-12-28",245.509995,247.460007,245.5,246.490005,460100,245.724045
"2021-12-29",246.460007,250.339996,246.460007,248.460007,677400,247.687912
"2021-12-30",248.649994,251.039993,248.649994,248.899994,614700,248.126541
"2021-12-31",248.229996,250.940002,248.229996,248.570007,478800,247.797577
"2022-01-03",247.539993,248.440002,244.070007,248.100006,643400,247.329041
"2022-01-04",247.869995,249.429993,246.130005,248,664300,247.229355
"2022-01-05",248.380005,251.029999,246.910004,247.309998,1087600,246.541489
"2022-01-06",246.389999,249.809998,244.509995,244.610001,713300,243.849869
"2022-01-07",249,251.490005,245.160004,249.759995,889900,248.983871
"2022-01-10",245.100006,251.619995,240.419998,250.720001,1526500,249.940903
"2022-01-11",251.289993,255.470001,248.770004,254.830002,875800,254.038132
