"","EXR.Open","EXR.High","EXR.Low","EXR.Close","EXR.Volume","EXR.Adjusted"
"2020-09-08",107.900002,109.25,106.470001,108.029999,643200,101.729156
"2020-09-09",108.800003,112.5,108.800003,110.82,940900,104.35643
"2020-09-10",110.419998,110.709999,109.309998,109.879997,449800,103.471252
"2020-09-11",109.980003,112.339996,108.949997,111.190002,650900,104.704849
"2020-09-14",110.889999,111.620003,110.580002,111.330002,783600,105.692192
"2020-09-15",111.18,112.510002,110.32,111.150002,615100,105.521301
"2020-09-16",111.669998,113.190002,111.07,112.290001,1096100,106.603577
"2020-09-17",111.419998,112.360001,109.919998,111.209999,770400,105.578255
"2020-09-18",110.199997,111,109.25,109.32,1310000,103.783966
"2020-09-21",107.93,109.610001,105.550003,107.559998,1038000,102.113098
"2020-09-22",107.25,109.190002,107.25,107.839996,976100,102.378914
"2020-09-23",107.849998,107.849998,103.580002,104.389999,1224000,99.10363
"2020-09-24",104.970001,105.470001,103.099998,103.919998,853900,98.65744
"2020-09-25",103.43,105.709999,102.739998,105.449997,1453300,100.109947
"2020-09-28",107.019997,108.730003,106.370003,108.120003,797000,102.644753
"2020-09-29",107.889999,108.559998,106.389999,107.239998,630500,101.809296
"2020-09-30",107.690002,108.300003,106.139999,106.989998,1056000,101.57196
"2020-10-01",107.309998,109.779999,107.089996,109.239998,1061500,103.708015
