"","RMD.Open","RMD.High","RMD.Low","RMD.Close","RMD.Volume","RMD.Adjusted"
"2022-01-10",234.639999,237.389999,231.800003,237.350006,490300,236.426712
"2022-01-11",236.75,238.389999,234.410004,238.369995,362900,237.442719
"2022-01-12",245,247.320007,242.360001,244.169998,629900,243.220169
"2022-01-13",247.529999,254.770004,247.529999,251.699997,724900,250.720871
"2022-01-14",250.470001,254.149994,245.839996,252.160004,561800,251.179077
"2022-01-18",247.800003,247.899994,239.550003,240.690002,676600,239.753708
"2022-01-19",241.789993,246.119995,241.119995,241.389999,428000,240.450974
"2022-01-20",242.820007,246.179993,237.690002,237.960007,493300,237.034332
"2022-01-21",237.460007,238.210007,234.100006,235.160004,467100,234.245224
"2022-01-24",236,239.190002,228.369995,238.520004,784200,237.592148
"2022-01-25",231.740005,235.149994,229.399994,232.169998,569200,231.266846
"2022-01-26",234.039993,237.199997,227.910004,231.039993,549900,230.141235
"2022-01-27",224.990005,230.770004,223.110001,224.889999,820000,224.015167
"2022-01-28",221.600006,223.860001,209,216.119995,1299600,215.279282
"2022-01-31",221.800003,228.919998,221.149994,228.600006,850400,227.710739
"2022-02-01",230.949997,232.600006,226.350006,232.160004,1112200,231.256882
"2022-02-02",233.350006,237.960007,232.5,237.199997,847200,236.277283
"2022-02-03",232.869995,238.559998,232,237.009995,924100,236.088013
"2022-02-04",236.410004,240.949997,235.649994,239.009995,519800,238.080231
"2022-02-07",237.850006,239.919998,236.270004,237.550003,565700,236.625931
"2022-02-08",236.199997,241.169998,236.199997,241.050003,566100,240.112305
"2022-02-09",242.970001,247.559998,242.580002,246.479996,499300,245.949707
"2022-02-10",241.860001,245.309998,240.300003,244.350006,831700,243.82431
"2022-02-11",244.440002,245.789993,241.179993,243.919998,1182800,243.395218
"2022-02-14",242.589996,242.75,231.669998,233.619995,706600,233.117371
"2022-02-15",235.809998,235.919998,232.300003,235.25,579900,234.743881
"2022-02-16",234.789993,237.720001,231.720001,237.570007,645000,237.058899
"2022-02-17",236.649994,236.830002,232.149994,234.240005,478000,233.736053
"2022-02-18",233.910004,235.800003,230.630005,231.729996,644400,231.231445
"2022-02-22",229.830002,234.479996,228.910004,233.270004,578500,232.768143
"2022-02-23",235.149994,236.539993,232.820007,233.229996,513100,232.72821
"2022-02-24",230.119995,238.029999,228.320007,237.779999,554800,237.268433
"2022-02-25",237.600006,246.139999,237.25,245.389999,538800,244.862061
"2022-02-28",243.080002,247.190002,241.449997,246.75,767800,246.219131
"2022-03-01",245,251.960007,244.300003,251.149994,685400,250.609665
"2022-03-02",250,251.699997,247.899994,249.619995,778300,249.082962
"2022-03-03",250.619995,251.940002,247.190002,249.910004,5e+05,249.372345
"2022-03-04",247.979996,254.669998,243.520004,254.600006,508000,254.052246
"2022-03-07",250.009995,251.869995,245.690002,247.279999,656000,246.747986
"2022-03-08",244.759995,245.25,237.729996,238.850006,515300,238.336136
"2022-03-09",241.699997,247.220001,241.669998,245.229996,386500,244.702408
"2022-03-10",241.289993,245.059998,238.679993,242.619995,506100,242.098022
"2022-03-11",244.110001,244.110001,237.770004,238.070007,406200,237.557816
"2022-03-14",239.259995,243.830002,235.690002,236.580002,345600,236.071014
"2022-03-15",238.070007,245.220001,237.889999,244.309998,464200,243.784378
"2022-03-16",246.479996,255.520004,246.479996,255.360001,505300,254.810608
"2022-03-17",254.009995,259.220001,253.899994,259.220001,364300,258.662292
"2022-03-18",259.350006,262.380005,258.609985,261.470001,753200,260.907471
"2022-03-21",259.609985,261.570007,254.350006,256.950012,387000,256.397217
"2022-03-22",256.73999,260.070007,254.520004,255.050003,589700,254.501282
"2022-03-23",251.979996,251.979996,229.110001,233,1300200,232.498718
"2022-03-24",238.009995,241.779999,236.580002,241.369995,1106900,240.850708
"2022-03-25",242.639999,243.5,237.410004,240.330002,496800,239.812943
"2022-03-28",239,242.570007,236.460007,242.479996,698100,241.958313
"2022-03-29",246.470001,248.979996,243.889999,247.220001,488100,246.688126
"2022-03-30",246.270004,249.710007,246.270004,249.009995,340900,248.474274
"2022-03-31",243.949997,245.960007,238.589996,242.509995,796000,241.988251
"2022-04-01",244.190002,247.479996,241.100006,246.440002,422800,245.909805
"2022-04-04",246.600006,248.820007,243.289993,245.710007,377300,245.181381
"2022-04-05",245.440002,250.360001,244.029999,245.479996,441000,244.951859
"2022-04-06",243.979996,247.880005,240.639999,247.289993,484400,246.757965
"2022-04-07",246.080002,253.669998,246,252.080002,444900,251.537674
"2022-04-08",251.199997,252.309998,247.320007,249.330002,401100,248.793579
"2022-04-11",247,247.990005,241.850006,242.149994,293100,241.629028
"2022-04-12",242.009995,243.759995,236.5,237.369995,406300,236.859314
"2022-04-13",236.419998,238.440002,235.020004,236.600006,413400,236.090973
"2022-04-14",237.009995,237.160004,233.539993,234.210007,424300,233.706116
"2022-04-18",233.289993,234.850006,231.029999,231.990005,345900,231.490891
"2022-04-19",232.970001,240.490005,232.970001,239.419998,517400,238.904907
"2022-04-20",240.860001,246.729996,240.460007,245.039993,361800,244.512802
"2022-04-21",246.759995,246.759995,238.449997,239,474900,238.485809
"2022-04-22",235.789993,236.729996,226.789993,227.410004,382400,226.920746
"2022-04-25",225.740005,228,223.149994,225.949997,571800,225.463882
"2022-04-26",223.490005,224.889999,216.509995,216.660004,531100,216.193878
"2022-04-27",217.139999,219.25,213.949997,214.720001,550900,214.258041
"2022-04-28",216.509995,216.509995,208.550003,213.509995,874000,213.050644
"2022-04-29",199,207.759995,197.160004,199.970001,1037400,199.53978
"2022-05-02",199.800003,202.839996,196.309998,199.770004,722700,199.34021
"2022-05-03",200,201.990005,195.229996,196.419998,890900,195.997421
"2022-05-04",196.509995,206.460007,195.479996,205.240005,767100,204.798447
"2022-05-05",203.990005,206.979996,201.449997,203.729996,807800,203.291687
"2022-05-06",202.050003,202.529999,195.440002,202.050003,692800,201.615311
"2022-05-09",198.820007,198.820007,191.119995,192.740005,766300,192.325333
"2022-05-10",195.009995,198.270004,191.289993,195.220001,657800,194.800003
"2022-05-11",194.009995,198.830002,191.240005,191.460007,645600,191.460007
"2022-05-12",190.25,195.429993,189.399994,192.309998,447800,192.309998
"2022-05-13",195.860001,200.270004,194.399994,196.860001,598300,196.860001
"2022-05-16",196.320007,198.789993,195.020004,196.910004,346400,196.910004
"2022-05-17",200,200.259995,194.770004,197.830002,545200,197.830002
"2022-05-18",195.130005,196.5,190.190002,191.410004,812100,191.410004
"2022-05-19",190.860001,199.600006,190.119995,197.589996,594000,197.589996
"2022-05-20",199.740005,202.419998,193.649994,197.660004,451300,197.660004
"2022-05-23",199.990005,201.330002,195.369995,198.460007,425900,198.460007
"2022-05-24",197.919998,197.919998,192.860001,195.520004,560300,195.520004
"2022-05-25",194.520004,196.529999,192.850006,195.399994,343600,195.399994
"2022-05-26",197.399994,202.809998,196.529999,202.059998,417300,202.059998
"2022-05-27",204.080002,208.589996,204.080002,208.300003,372200,208.300003
"2022-05-31",205.919998,207.199997,202.429993,203.460007,950900,203.460007
"2022-06-01",205.660004,207.330002,201.509995,202.710007,577300,202.710007
"2022-06-02",203,211.449997,202.059998,211.259995,462300,211.259995
"2022-06-03",209.440002,210.009995,206.070007,208.309998,462300,208.309998
"2022-06-06",212.960007,214.080002,209.179993,210.850006,486000,210.850006
"2022-06-07",208.009995,214.910004,207.320007,214.5,566000,214.5
"2022-06-08",212.529999,214.220001,211.580002,212.270004,339300,212.270004
"2022-06-09",210.940002,212.940002,208.369995,208.610001,368700,208.610001
"2022-06-10",205.039993,211.199997,205.039993,208.509995,579400,208.509995
"2022-06-13",202.339996,206.270004,201.570007,202.389999,588800,202.389999
"2022-06-14",203.110001,204.410004,199.809998,202.009995,641500,202.009995
"2022-06-15",202.889999,206.179993,199.130005,203.279999,703100,203.279999
"2022-06-16",196.889999,199.889999,194.300003,196.229996,843700,196.229996
"2022-06-17",199.660004,201.550003,196.229996,197.570007,1267600,197.570007
"2022-06-21",200.720001,202.130005,199.479996,201.509995,832000,201.509995
"2022-06-22",199.179993,203.770004,199.179993,202.970001,888700,202.970001
"2022-06-23",204.380005,207.940002,203,207.490005,865600,207.490005
"2022-06-24",210.850006,211.580002,208.199997,211.5,1264800,211.5
"2022-06-27",212.210007,213.179993,209.399994,212.619995,600400,212.619995
"2022-06-28",213.740005,215.619995,211.139999,211.270004,574900,211.270004
"2022-06-29",212.100006,214.059998,209.419998,212.910004,478700,212.910004
