"","CRL.Open","CRL.High","CRL.Low","CRL.Close","CRL.Volume","CRL.Adjusted"
"2020-10-13",242.229996,245.929993,241.800003,244.979996,295800,244.979996
"2020-10-14",246.210007,250.289993,244.289993,244.639999,330900,244.639999
"2020-10-15",241.789993,245.949997,240.899994,242.149994,281800,242.149994
"2020-10-16",244.389999,246.029999,239.929993,240.289993,541000,240.289993
"2020-10-19",241.199997,242.789993,232.559998,233.130005,534900,233.130005
"2020-10-20",234.419998,238.509995,233.410004,233.529999,313100,233.529999
"2020-10-21",234.899994,235.119995,228.940002,229.089996,286600,229.089996
"2020-10-22",229.490005,234.800003,229.490005,233.929993,316500,233.929993
"2020-10-23",234.279999,235.600006,230.199997,232.809998,245200,232.809998
"2020-10-26",229.979996,232.029999,227.399994,230.179993,142700,230.179993
"2020-10-27",231.039993,234.190002,228.75,229.259995,471700,229.259995
"2020-10-28",225,225.25,221.899994,222,338400,222
"2020-10-29",221.199997,234.710007,219.789993,228.940002,578500,228.940002
"2020-10-30",228.800003,229.740005,220.869995,227.699997,488700,227.699997
"2020-11-02",230.559998,234.979996,230.559998,232.820007,474800,232.820007
"2020-11-03",234.990005,238.419998,234,237.449997,351600,237.449997
"2020-11-04",240.5,252.119995,240.5,249.270004,680400,249.270004
"2020-11-05",253.789993,254.449997,249.800003,251.580002,370400,251.580002
"2020-11-06",252,252.699997,248.770004,250.660004,208400,250.660004
"2020-11-09",256.829987,257.880005,235.970001,237.259995,524000,237.259995
"2020-11-10",236,236,224.309998,228.740005,438000,228.740005
"2020-11-11",231.970001,235.860001,230.919998,235.660004,314900,235.660004
"2020-11-12",236.580002,238.139999,235.559998,237.460007,386700,237.460007
"2020-11-13",238.419998,240.169998,234.309998,239.009995,264500,239.009995
"2020-11-16",238.179993,242,236.729996,238,260600,238
"2020-11-17",237.389999,237.800003,233.199997,235.979996,209400,235.979996
"2020-11-18",236.5,237.289993,233.830002,234.110001,208300,234.110001
"2020-11-19",234.470001,235.880005,232.600006,233.460007,190300,233.460007
"2020-11-20",232.809998,235.740005,231.440002,232.539993,288000,232.539993
"2020-11-23",232.669998,233.949997,230.5,232.009995,220700,232.009995
"2020-11-24",232.089996,232.279999,224.059998,224.679993,265400,224.679993
"2020-11-25",225.25,226.850006,224.520004,226.350006,189000,226.350006
"2020-11-27",226.350006,230.160004,226.070007,230.160004,73000,230.160004
"2020-11-30",232.190002,236.169998,230.479996,234.520004,316400,234.520004
"2020-12-01",236.649994,238.169998,234.229996,237.259995,224900,237.259995
"2020-12-02",236.070007,236.860001,232.820007,235.460007,198700,235.460007
"2020-12-03",235.089996,238.779999,234.539993,234.990005,203800,234.990005
"2020-12-04",235.259995,238.449997,234.110001,237.419998,215200,237.419998
"2020-12-07",238.070007,240.289993,235.899994,236.369995,208300,236.369995
"2020-12-08",237.410004,242.800003,235.009995,242.089996,306700,242.089996
"2020-12-09",241.630005,242.570007,239,240.339996,342000,240.339996
"2020-12-10",239.5,243.100006,238.160004,239.770004,261000,239.770004
"2020-12-11",239.350006,239.529999,233.779999,236.270004,294900,236.270004
"2020-12-14",237.270004,242.339996,237.270004,240.070007,253700,240.070007
"2020-12-15",242.270004,243.119995,238.139999,243.080002,320800,243.080002
"2020-12-16",242.179993,242.429993,237.300003,240.160004,278700,240.160004
"2020-12-17",242.029999,247.229996,241.479996,247.059998,264000,247.059998
"2020-12-18",249.889999,250.580002,246.619995,248.970001,717900,248.970001
"2020-12-21",245.009995,250.740005,240.160004,250.720001,397300,250.720001
"2020-12-22",250.720001,254.279999,246.809998,252.619995,216000,252.619995
"2020-12-23",253.699997,254.25,249.300003,251.800003,277100,251.800003
"2020-12-24",251.789993,252.779999,250.070007,251.710007,150800,251.710007
"2020-12-28",254.940002,254.940002,246.449997,247.169998,249000,247.169998
"2020-12-29",249.100006,250.190002,243.869995,248.639999,160700,248.639999
"2020-12-30",250.470001,253.130005,246.830002,248.589996,198000,248.589996
"2020-12-31",248.580002,250.929993,245.509995,249.860001,184100,249.860001
"2021-01-04",251.809998,255.449997,243.369995,249.669998,351000,249.669998
"2021-01-05",249.690002,255.25,248.139999,252.589996,219800,252.589996
"2021-01-06",249.600006,256.679993,249.600006,254.759995,393400,254.759995
"2021-01-07",257.540009,263.369995,256.649994,263.160004,339400,263.160004
"2021-01-08",263.190002,271.730011,263.190002,271.01001,428000,271.01001
"2021-01-11",270.339996,276.869995,268.200012,276.309998,298600,276.309998
"2021-01-12",277.079987,278.079987,265.940002,268.23999,336400,268.23999
"2021-01-13",267.309998,268.549988,264.190002,267.48999,253100,267.48999
"2021-01-14",267.089996,273.029999,266.5,266.910004,369100,266.910004
"2021-01-15",266.269989,273.98999,265.01001,273.720001,330900,273.720001
"2021-01-19",275.720001,280.100006,274.140015,278.890015,376000,278.890015
"2021-01-20",279.630005,283.600006,278.380005,282.940002,413100,282.940002
"2021-01-21",284.600006,284.600006,279.970001,281.23999,275200,281.23999
"2021-01-22",280.209991,282.089996,277.359985,280.179993,169400,280.179993
"2021-01-25",281.519989,283.25,271.850006,273.540009,307100,273.540009
"2021-01-26",273.059998,273.910004,265.059998,265.480011,219200,265.480011
"2021-01-27",260.26001,261.970001,249.479996,252.869995,360200,252.869995
"2021-01-28",256.600006,265.049988,253.039993,260.880005,252600,260.880005
"2021-01-29",260.769989,262.540009,257.019989,259.049988,229300,259.049988
"2021-02-01",262.109985,267.619995,260.109985,266,510600,266
"2021-02-02",269.829987,274.76001,269.73999,272.399994,288100,272.399994
"2021-02-03",271.570007,272.410004,265.070007,267.850006,195800,267.850006
"2021-02-04",267.76001,271.980011,265.899994,269.959991,226700,269.959991
"2021-02-05",273.130005,275.959991,271.170013,275.76001,308000,275.76001
"2021-02-08",278.149994,278.779999,273.540009,276.649994,225900,276.649994
"2021-02-09",276.640015,280.480011,275.619995,277.850006,307700,277.850006
"2021-02-10",280.700012,286.869995,280.230011,280.549988,328900,280.549988
"2021-02-11",282.019989,289.589996,280.48999,289.25,461300,289.25
"2021-02-12",289.839996,294.25,287.980011,292.799988,328800,292.799988
"2021-02-16",293.410004,295.769989,285.549988,286.73999,465300,286.73999
"2021-02-17",285.959991,303.790009,284.970001,299.480011,747700,299.480011
"2021-02-18",297.670013,297.670013,287.309998,292.51001,512300,292.51001
"2021-02-19",293.25,295.399994,286.850006,289.549988,474300,289.549988
"2021-02-22",285.790009,286.089996,279.119995,283.589996,353200,283.589996
"2021-02-23",280.200012,284.829987,274.51001,282.980011,380400,282.980011
"2021-02-24",282.390015,289.179993,278.829987,288.220001,255300,288.220001
"2021-02-25",289,289.630005,278.230011,280.179993,295300,280.179993
"2021-02-26",282.049988,288.119995,277.339996,286.140015,336400,286.140015
"2021-03-01",290,290.899994,287.609985,289.609985,299400,289.609985
"2021-03-02",290,291.459991,286.809998,287.459991,215600,287.459991
"2021-03-03",285.880005,286.140015,276.709991,278.269989,286300,278.269989
"2021-03-04",276.25,279.100006,264.25,268.160004,302300,268.160004
"2021-03-05",269.589996,274.809998,259.019989,273.820007,354100,273.820007
"2021-03-08",273.709991,278.910004,270.049988,270.970001,257000,270.970001
"2021-03-09",276.589996,280,276.350006,278.440002,229400,278.440002
"2021-03-10",281.609985,284.529999,276.059998,276.589996,231000,276.589996
"2021-03-11",280.049988,287,279.609985,285,217700,285
"2021-03-12",282.350006,286.929993,279.660004,286.790009,157000,286.790009
"2021-03-15",285.880005,294.290009,285.880005,292.089996,211800,292.089996
"2021-03-16",293.75,294.690002,285.299988,288.529999,236100,288.529999
"2021-03-17",286.359985,294.059998,284.420013,292.700012,221900,292.700012
"2021-03-18",291.019989,293.029999,287.190002,288.279999,210500,288.279999
"2021-03-19",287.980011,292,286.029999,286.679993,480100,286.679993
"2021-03-22",285.970001,291.700012,285.230011,288.130005,345200,288.130005
"2021-03-23",288.179993,289.910004,279.929993,280.309998,294500,280.309998
"2021-03-24",279.829987,281.640015,275.76001,276.209991,284700,276.209991
"2021-03-25",274.829987,283.790009,273.519989,281.950012,263100,281.950012
"2021-03-26",284.540009,288.309998,277.609985,288.040009,301800,288.040009
"2021-03-29",285.950012,289.559998,282.540009,282.950012,235500,282.950012
"2021-03-30",281.640015,288.940002,279.579987,287.959991,323600,287.959991
"2021-03-31",291.019989,296.5,288.720001,289.829987,549900,289.829987
"2021-04-01",292.01001,295.690002,290.309998,294.170013,295700,294.170013
"2021-04-05",296.48999,298,293.459991,297.890015,276300,297.890015
"2021-04-06",298,307.440002,297.470001,302.190002,384400,302.190002
"2021-04-07",300.429993,302.950012,292.549988,296.529999,451500,296.529999
"2021-04-08",298.480011,307.01001,298.480011,305.200012,489300,305.200012
"2021-04-09",306.559998,306.559998,300.730011,306.399994,263200,306.399994
"2021-04-12",304.690002,306.820007,302.799988,305.230011,198600,305.230011
"2021-04-13",306.339996,309.98999,304.679993,309.820007,274000,309.820007
"2021-04-14",309.959991,313.880005,306.910004,309.170013,225600,309.170013
"2021-04-15",313.380005,320.950012,312.670013,320.369995,330700,320.369995
"2021-04-16",322.079987,323.890015,316.369995,323.380005,384400,323.380005
"2021-04-19",321.950012,324.959991,321.299988,324.589996,379200,324.589996
"2021-04-20",324.130005,327.720001,320.709991,322.369995,275500,322.369995
"2021-04-21",321.549988,325.609985,318.589996,324.019989,282400,324.019989
"2021-04-22",323.01001,331.160004,322.850006,327.700012,369400,327.700012
"2021-04-23",327.640015,336.559998,327.410004,334.339996,304800,334.339996
"2021-04-26",334.089996,337.480011,332.769989,336.440002,288900,336.440002
"2021-04-27",336.5,336.98999,332.359985,334.369995,291000,334.369995
"2021-04-28",332.410004,335.630005,328.799988,334.799988,288600,334.799988
"2021-04-29",337.070007,337.070007,331.649994,333.869995,205700,333.869995
"2021-04-30",331.649994,335.200012,330.410004,332.450012,242900,332.450012
"2021-05-03",337.119995,337.149994,330.859985,331.950012,418200,331.950012
"2021-05-04",330,343.470001,328.950012,338.959991,652900,338.959991
"2021-05-05",343.179993,349.130005,334,345.209991,669100,345.209991
"2021-05-06",342.399994,343.290009,333.309998,336.839996,531000,336.839996
"2021-05-07",337.470001,346.51001,335.429993,342.549988,320500,342.549988
"2021-05-10",342.109985,342.109985,331.140015,332.880005,587200,332.880005
"2021-05-11",323.290009,324.079987,316.170013,320.5,985200,320.5
"2021-05-12",318.119995,331.98999,315.420013,316.76001,745700,316.76001
"2021-05-13",318.98999,324.399994,315.51001,321.01001,10667700,321.01001
"2021-05-14",322.609985,332.149994,322.049988,329.070007,799300,329.070007
"2021-05-17",329.459991,330.700012,320.980011,322.709991,814500,322.709991
"2021-05-18",322.200012,323.130005,318.649994,319.700012,519700,319.700012
"2021-05-19",315.299988,319.540009,313.100006,319,420900,319
"2021-05-20",321.529999,329.850006,319.73999,326.700012,502900,326.700012
"2021-05-21",327.570007,333.290009,327.01001,327.230011,733000,327.230011
"2021-05-24",329.720001,334.350006,327.690002,331.170013,511900,331.170013
"2021-05-25",333.559998,335.809998,328.5,329.519989,577600,329.519989
"2021-05-26",331.149994,333.809998,323.070007,324.51001,547000,324.51001
"2021-05-27",326.190002,339.339996,325.269989,332.200012,2994400,332.200012
"2021-05-28",333.820007,339.76001,333.01001,337.98999,579300,337.98999
"2021-06-01",338.790009,338.790009,328.279999,332.899994,691000,332.899994
"2021-06-02",331.579987,333.209991,328.5,329.519989,487300,329.519989
"2021-06-03",327.920013,333.179993,324.940002,331.700012,520000,331.700012
"2021-06-04",334.279999,337.549988,333.950012,336.839996,367300,336.839996
"2021-06-07",337.170013,341.579987,337.130005,340.23999,358600,340.23999
"2021-06-08",342.220001,343.98999,339.910004,343.019989,293500,343.019989
"2021-06-09",345,347.089996,342.679993,345.910004,298000,345.910004
"2021-06-10",347.51001,354.890015,347.140015,354.779999,390900,354.779999
"2021-06-11",354.829987,354.920013,350.170013,352.089996,302200,352.089996
"2021-06-14",351.890015,355.690002,351.890015,355.329987,269600,355.329987
"2021-06-15",355.470001,356.350006,353.040009,354.359985,290200,354.359985
"2021-06-16",355,355.619995,350.209991,352.920013,327700,352.920013
"2021-06-17",351.369995,359.559998,350.390015,357.779999,403900,357.779999
"2021-06-18",354.429993,357.790009,353.140015,353.700012,1262600,353.700012
"2021-06-21",356.290009,361.679993,353.609985,360.589996,309700,360.589996
"2021-06-22",359.579987,364.649994,358.350006,364,286300,364
"2021-06-23",364,368.140015,363.279999,366.950012,368400,366.950012
"2021-06-24",369.470001,370.579987,366.220001,366.779999,308200,366.779999
"2021-06-25",366.779999,369.600006,366.779999,367.899994,355100,367.899994
"2021-06-28",369.459991,369.950012,364.820007,366.059998,283300,366.059998
"2021-06-29",367,371.809998,364.869995,371.649994,318000,371.649994
"2021-06-30",371.630005,372.51001,367.869995,369.920013,292000,369.920013
"2021-07-01",369.619995,373.279999,368.429993,372.640015,320400,372.640015
"2021-07-02",373.320007,374.790009,370.799988,374.220001,240100,374.220001
"2021-07-06",374.98999,378.98999,372.519989,377.450012,282800,377.450012
"2021-07-07",378.980011,384.299988,374.429993,383.179993,304500,383.179993
"2021-07-08",377.230011,382.920013,374.73999,379.200012,227600,379.200012
"2021-07-09",381.019989,384.920013,379.579987,384.890015,223900,384.890015
"2021-07-12",385,386.570007,382.470001,384.130005,210700,384.130005
"2021-07-13",382.929993,385.519989,380.269989,383.089996,205400,383.089996
"2021-07-14",383.119995,384.160004,380.329987,382.290009,203400,382.290009
"2021-07-15",381.209991,383.570007,378.890015,382.149994,214800,382.149994
"2021-07-16",382.880005,384.929993,378.519989,384.48999,238400,384.48999
"2021-07-19",380.5,384.880005,377.309998,378.299988,337200,378.299988
"2021-07-20",379.970001,386.450012,379.880005,385.480011,396100,385.480011
"2021-07-21",385.029999,386.079987,375.359985,385.769989,208400,385.769989
"2021-07-22",387.040009,393.779999,387.040009,393.25,218300,393.25
"2021-07-23",394.410004,397.609985,393.399994,396.320007,237800,396.320007
"2021-07-26",395.609985,397.51001,391.029999,393.269989,206800,393.269989
"2021-07-27",391.940002,393.869995,389.130005,392.75,316300,392.75
"2021-07-28",392.070007,401.899994,392,399.619995,234700,399.619995
"2021-07-29",400.589996,407.660004,400.589996,405.519989,225500,405.519989
"2021-07-30",405.179993,410.149994,405.140015,406.920013,405600,406.920013
"2021-08-02",408.709991,410.519989,401.630005,405.600006,408700,405.600006
"2021-08-03",406.399994,412.049988,404.309998,411.23999,352400,411.23999
"2021-08-04",410.23999,420.25,406.089996,416.309998,463200,416.309998
"2021-08-05",418.660004,418.660004,405.209991,409.970001,448000,409.970001
"2021-08-06",409.220001,411.089996,400.149994,408.410004,307200,408.410004
"2021-08-09",408.790009,411.600006,405.040009,409.410004,236700,409.410004
"2021-08-10",409.190002,411.029999,405.529999,407.290009,184800,407.290009
"2021-08-11",411.929993,411.929993,396.98999,399.26001,307400,399.26001
"2021-08-12",399.170013,408.279999,399.170013,407.779999,173500,407.779999
"2021-08-13",407.549988,411.529999,406.880005,411.220001,184600,411.220001
"2021-08-16",411.230011,416.73999,408.459991,416.029999,167300,416.029999
"2021-08-17",416.119995,417.959991,411.279999,417.450012,201900,417.450012
"2021-08-18",416.820007,423.630005,415.799988,416.079987,183300,416.079987
"2021-08-19",412.980011,424.23999,410.190002,420.329987,183200,420.329987
"2021-08-20",421.269989,425.51001,420.549988,424.75,210600,424.75
"2021-08-23",427.190002,431.290009,425.190002,425.809998,234100,425.809998
"2021-08-24",426,429.390015,423.339996,427.51001,217400,427.51001
"2021-08-25",427.679993,433.380005,424.630005,432.890015,182200,432.890015
"2021-08-26",432.890015,439.380005,431.200012,437.649994,218400,437.649994
"2021-08-27",440.220001,443.559998,436.049988,436.75,223600,436.75
"2021-08-30",436.75,445.200012,436.75,444.679993,185200,444.679993
"2021-08-31",445.869995,447.079987,441.230011,443.859985,348600,443.859985
"2021-09-01",442.980011,445.299988,440.890015,443.790009,269800,443.790009
"2021-09-02",445.339996,450.390015,444.73999,449.040009,251200,449.040009
"2021-09-03",449.01001,450.670013,444.790009,449.549988,223700,449.549988
"2021-09-07",447.519989,450.040009,441.910004,449.170013,256800,449.170013
"2021-09-08",448.549988,450.839996,444.209991,445.5,341700,445.5
"2021-09-09",446.23999,447.380005,441.290009,443,320500,443
"2021-09-10",444.660004,446.940002,440.859985,441,597700,441
"2021-09-13",442.730011,443.869995,423.970001,431.220001,409400,431.220001
"2021-09-14",433.850006,441.429993,433.850006,436.23999,459100,436.23999
"2021-09-15",435.420013,440.670013,432.320007,439.790009,550500,439.790009
"2021-09-16",439.820007,441.519989,435.48999,437.190002,434000,437.190002
"2021-09-17",435.589996,441.829987,432.559998,440.450012,1308100,440.450012
"2021-09-20",432.130005,440.779999,429.200012,433.049988,422300,433.049988
"2021-09-21",436.119995,442.5,434,439.950012,468100,439.950012
"2021-09-22",440,448.910004,436.839996,446.339996,292400,446.339996
"2021-09-23",448.899994,458.269989,448.209991,455.040009,277100,455.040009
"2021-09-24",453.230011,460.209991,453.040009,458.299988,307500,458.299988
"2021-09-27",455.200012,455.600006,426.579987,432.470001,646900,432.470001
"2021-09-28",426.279999,427.480011,412.660004,417.709991,442900,417.709991
"2021-09-29",422.369995,425.420013,418.640015,423.089996,276100,423.089996
"2021-09-30",423.079987,430.529999,412.26001,412.670013,392500,412.670013
"2021-10-01",412.609985,418.910004,401.01001,416.690002,390100,416.690002
"2021-10-04",412.980011,412.98999,397,398.459991,645400,398.459991
"2021-10-05",402.149994,405.880005,397.040009,401.359985,572200,401.359985
"2021-10-06",398.730011,408.869995,397.049988,407.820007,543800,407.820007
"2021-10-07",411.619995,423.609985,411.619995,416.570007,355100,416.570007
"2021-10-08",417.480011,417.48999,407.76001,409.160004,228800,409.160004
"2021-10-11",406.23999,411.079987,404.970001,407.76001,187100,407.76001
"2021-10-12",410.5,413.720001,405.380005,408.029999,207600,408.029999
"2021-10-13",411.769989,412.089996,401.820007,402.829987,295000,402.829987
"2021-10-14",405.25,410.309998,405.160004,405.839996,311600,405.839996
"2021-10-15",407.179993,409.529999,403.529999,403.540009,271400,403.540009
"2021-10-18",402.640015,414.559998,400.929993,414.01001,248200,414.01001
"2021-10-19",414.899994,420.029999,411.540009,412.519989,272800,412.519989
"2021-10-20",416.25,423.589996,413.920013,421.429993,188300,421.429993
"2021-10-21",421.429993,421.549988,415.559998,417.209991,278300,417.209991
"2021-10-22",415.519989,421.779999,415.029999,420.609985,228600,420.609985
"2021-10-25",421,424.690002,417.880005,423.820007,231300,423.820007
"2021-10-26",426.970001,431.450012,423.089996,429.829987,257600,429.829987
"2021-10-27",429.839996,435,426.399994,430.070007,380400,430.070007
"2021-10-28",433.160004,439.369995,430.890015,438.779999,191700,438.779999
"2021-10-29",437.730011,449.339996,435.980011,448.679993,289000,448.679993
"2021-11-01",447.630005,448.200012,440.160004,440.269989,245200,440.269989
"2021-11-02",440.279999,441.910004,430.559998,431.950012,429400,431.950012
"2021-11-03",409.790009,409.790009,376.26001,387.809998,1736400,387.809998
"2021-11-04",386.01001,387.839996,373.790009,379.23999,661000,379.23999
"2021-11-05",375.929993,377.859985,360.950012,375.230011,688900,375.230011
"2021-11-08",376.519989,378.540009,367.369995,373.859985,301000,373.859985
"2021-11-09",375.98999,384.329987,371.309998,383.450012,526900,383.450012
"2021-11-10",381.570007,389.140015,378.290009,387.600006,472300,387.600006
"2021-11-11",390.23999,392.709991,386.600006,390.059998,481600,390.059998
"2021-11-12",391.75,393.51001,382.329987,385.910004,242800,385.910004
"2021-11-15",384.450012,390.709991,383.420013,384.540009,335200,384.540009
"2021-11-16",385.660004,397.769989,383.929993,394.709991,301300,394.709991
"2021-11-17",395,395.480011,387.75,393.100006,380000,393.100006
"2021-11-18",394.339996,395.570007,386.890015,387.51001,339000,387.51001
"2021-11-19",389.980011,396.140015,378.140015,379.880005,519400,379.880005
"2021-11-22",379.410004,379.410004,370.01001,374.850006,383000,374.850006
"2021-11-23",370.829987,374.279999,365.570007,369.980011,394700,369.980011
"2021-11-24",367.329987,377.839996,362.790009,377.51001,383000,377.51001
"2021-11-26",379.429993,385.109985,374.130005,375.279999,192300,375.279999
"2021-11-29",378.350006,381.119995,374.339996,375.309998,211600,375.309998
"2021-11-30",375.970001,378.619995,365.059998,365.869995,411100,365.869995
"2021-12-01",365.709991,373.309998,359.309998,361.149994,485800,361.149994
"2021-12-02",360,370.799988,356.339996,365.959991,363600,365.959991
"2021-12-03",368.320007,368.649994,353.359985,357.380005,314900,357.380005
"2021-12-06",357.320007,358.089996,348,351.380005,381100,351.380005
"2021-12-07",357.529999,367.600006,356.98999,366.75,317300,366.75
"2021-12-08",367.149994,371.049988,363.179993,365.959991,297900,365.959991
"2021-12-09",366.049988,369.25,356.5,357.049988,420700,357.049988
"2021-12-10",356.709991,365.049988,356.459991,357.73999,251900,357.73999
"2021-12-13",358.429993,365.470001,357.130005,361.029999,321700,361.029999
"2021-12-14",357.220001,358.109985,347.73999,353.559998,402100,353.559998
"2021-12-15",354.75,362.929993,350.850006,362.920013,301200,362.920013
"2021-12-16",363.589996,368,358.839996,360.880005,328000,360.880005
"2021-12-17",359.51001,367.410004,355.769989,362.950012,600700,362.950012
"2021-12-20",360.850006,362.950012,352.269989,358.160004,360900,358.160004
"2021-12-21",360.160004,361.920013,352.929993,361.029999,217700,361.029999
"2021-12-22",362.670013,369.899994,359.899994,369.559998,247200,369.559998
"2021-12-23",369.73999,371.589996,366.170013,369.200012,227700,369.200012
"2021-12-27",371.179993,376.149994,369.309998,375.339996,184700,375.339996
"2021-12-28",377,377,367.059998,371.959991,224800,371.959991
"2021-12-29",372.619995,375.269989,371,373.420013,136800,373.420013
"2021-12-30",373.589996,379.079987,373.589996,375.880005,163200,375.880005
"2021-12-31",374.320007,379.649994,374.320007,376.779999,288500,376.779999
"2022-01-03",376.609985,376.779999,356.779999,362.109985,433700,362.109985
"2022-01-04",358.059998,360,340.98999,347.769989,601900,347.769989
"2022-01-05",347.589996,348.059998,333.769989,335.320007,544100,335.320007
"2022-01-06",334.01001,339.570007,330.170013,333.940002,585000,333.940002
"2022-01-07",333.630005,338.73999,328.519989,328.679993,549200,328.679993
"2022-01-10",323.850006,334.519989,319.200012,334.109985,489500,334.109985
"2022-01-11",338.679993,360.23999,338.679993,357.950012,1012400,357.950012
"2022-01-12",358,366.01001,355.850006,359.859985,516400,359.859985
"2022-01-13",356.649994,359.040009,346.709991,351.850006,448700,351.850006
"2022-01-14",349.700012,356.339996,347.140015,355.01001,464100,355.01001
"2022-01-18",349.059998,350.579987,337.26001,340.230011,437200,340.230011
"2022-01-19",343.059998,349,336.140015,336.679993,386800,336.679993
