"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2022-01-11",108.370003,109.540001,107.480003,109.389999,528200,108.410927
"2022-01-12",111.230003,112.010002,110.099998,111.239998,566300,110.24437
"2022-01-13",111.400002,114.510002,111.099998,113.489998,938500,112.474236
"2022-01-14",112.349998,114.220001,112.279999,114.099998,767100,113.078773
"2022-01-18",113.139999,113.32,110.089996,110.709999,892000,109.719116
"2022-01-19",111.309998,112.550003,110.519997,111.050003,492800,110.056076
"2022-01-20",111.480003,112.360001,109.059998,109.290001,619100,108.311829
"2022-01-21",109,111.400002,108.199997,108.849998,870100,107.875763
"2022-01-24",107,107.629997,104.150002,107.400002,922400,106.438744
"2022-01-25",105.559998,108.720001,103.57,107.620003,630400,106.656769
"2022-01-26",108.410004,110.099998,106.330002,107.349998,454600,106.389183
"2022-01-27",108.830002,110.629997,106.93,108.089996,705000,107.122566
"2022-01-28",107.839996,108.629997,105.900002,108.5,607200,107.5289
"2022-01-31",108.650002,110.559998,108.059998,110.370003,891900,109.382164
"2022-02-01",110.43,111.760002,108.900002,111.550003,847500,110.551605
"2022-02-02",111.5,113.050003,110.580002,112.650002,887500,111.641754
"2022-02-03",111.82,112.800003,110.510002,110.699997,687400,109.709198
"2022-02-04",110.139999,111.18,109.389999,110.230003,679700,109.243416
"2022-02-07",110.629997,110.889999,108.209999,108.220001,871500,107.251404
"2022-02-08",108.730003,111.260002,108.230003,111.18,1027000,110.184906
"2022-02-09",113.360001,119.610001,112.760002,117.379997,2105900,116.329414
"2022-02-10",117.639999,120.57,116.940002,117.300003,1164500,116.250137
"2022-02-11",117.440002,119.330002,116.800003,117.870003,913400,116.815033
"2022-02-14",117.510002,118,114.629997,115.75,610400,114.714005
"2022-02-15",116.75,118.160004,115.919998,117.779999,556900,116.725838
"2022-02-16",117.629997,119.709999,117.160004,119.589996,702500,118.51963
"2022-02-17",118.330002,119.910004,117.669998,118.110001,454300,117.052879
"2022-02-18",118.400002,119.879997,116.839996,116.889999,840800,115.843796
"2022-02-22",116.400002,117.709999,114.93,116.160004,562800,115.120346
"2022-02-23",116.120003,117.150002,114.389999,114.690002,792800,113.663498
"2022-02-24",112.440002,115.199997,111.419998,114.900002,942300,113.871613
"2022-02-25",115.889999,118.150002,114.790001,117.970001,721200,116.914139
"2022-02-28",115.760002,117.269997,114.599998,117.25,1213000,116.200584
"2022-03-01",117.199997,117.690002,114.809998,116.089996,1158700,115.050964
"2022-03-02",117.239998,120.449997,116.389999,119.559998,1079400,118.489899
"2022-03-03",120.349998,121.330002,119.010002,120.650002,723100,119.570152
"2022-03-04",119.360001,121.339996,118.889999,121.279999,1023100,120.194511
"2022-03-07",121.849998,122.830002,117.980003,118.910004,1347500,117.845726
"2022-03-08",118.370003,119.379997,115.75,117.459999,1015000,116.408699
"2022-03-09",118.620003,120.669998,118.400002,120,982000,118.925972
"2022-03-10",119.120003,124.940002,118.510002,124.419998,1305500,123.306404
"2022-03-11",123.650002,126.129997,123.220001,123.269997,893300,122.166695
"2022-03-14",124.82,126.709999,122.959999,126.010002,1640600,124.882179
"2022-03-15",126.169998,127.919998,125.610001,127.68,1746600,126.537231
"2022-03-16",128.089996,129.539993,123.690002,126.129997,1830800,125.001099
"2022-03-17",125.68,129.649994,125.199997,129.639999,1067300,128.479691
"2022-03-18",129.550003,129.720001,127.239998,129.440002,2027900,128.281479
"2022-03-21",130.940002,131.539993,129.570007,131.399994,1450400,130.223938
"2022-03-22",130.399994,132.789993,130.199997,130.529999,1210200,129.361725
"2022-03-23",131.210007,131.539993,129.199997,131.259995,1141700,130.08519
"2022-03-24",132,134.130005,131.369995,133.850006,1290400,132.652023
"2022-03-25",133.679993,136.630005,133.679993,136.550003,907600,135.32785
"2022-03-28",135.869995,136.550003,134.080002,135.949997,1074800,134.7332
"2022-03-29",134,135.350006,128.139999,130.699997,2136800,129.530197
"2022-03-30",131.009995,136.410004,130.699997,132.770004,1387700,132.117416
"2022-03-31",130.929993,133.479996,130.679993,131.570007,1793700,130.923325
"2022-04-01",132.740005,133.619995,130.119995,131.130005,1032000,130.485489
"2022-04-04",131.520004,132.660004,129.580002,132.210007,928400,131.560181
"2022-04-05",132.990005,135.5,132.520004,133.699997,1575900,133.042847
"2022-04-06",134.179993,135.080002,132.75,134,977100,133.34137
"2022-04-07",134.619995,136.429993,133.729996,135.830002,748200,135.162384
"2022-04-08",136.759995,138.75,135.610001,138.399994,960200,137.719742
"2022-04-11",138.460007,139.089996,135.949997,136.580002,829000,135.908691
"2022-04-12",137.020004,139.050003,136.639999,137.160004,761200,136.48584
"2022-04-13",137.979996,138.919998,137.389999,138.589996,534300,137.908813
"2022-04-14",137.610001,138.479996,136.699997,136.789993,819100,136.117661
"2022-04-18",137.330002,140.350006,136.940002,137.380005,964100,136.704773
"2022-04-19",137.649994,139.979996,137.259995,139.330002,664500,138.645172
"2022-04-20",139.470001,140.990005,137.75,139.490005,1036900,138.804398
"2022-04-21",140.429993,140.779999,136.929993,137.009995,783900,136.336578
"2022-04-22",136.350006,136.940002,132.009995,132.630005,1051400,131.978119
"2022-04-25",131.029999,132.089996,128.050003,131.649994,1143400,131.002914
"2022-04-26",132.020004,133.059998,130.639999,130.669998,902100,130.02774
"2022-04-27",131.589996,133.600006,129.639999,132.419998,735500,131.769135
"2022-04-28",133.75,135.059998,131.419998,134.699997,924300,134.037933
"2022-04-29",135,136.960007,132.25,132.539993,1012000,131.88855
"2022-05-02",133.169998,133.600006,129.130005,131.779999,1393700,131.132278
"2022-05-03",129.149994,130.190002,121.260002,123.5,2057600,122.892982
"2022-05-04",124.199997,124.68,119.900002,122.529999,1926700,121.92775
"2022-05-05",122.080002,123.550003,118.099998,118.540001,2250400,117.957359
"2022-05-06",118.019997,119.529999,115.769997,119,1133900,118.4151
"2022-05-09",117,117.809998,113.540001,113.910004,1125000,113.350121
"2022-05-10",115.230003,116,111.440002,112.669998,935000,112.116211
"2022-05-11",112.940002,117.779999,112.169998,115.510002,1126400,114.942253
"2022-05-12",114.279999,115.860001,112.410004,114.550003,712000,113.986977
"2022-05-13",115.449997,117.879997,114.760002,116.769997,664300,116.19606
"2022-05-16",116.769997,118.349998,115.919998,117.019997,672400,116.444832
"2022-05-17",118.910004,119.839996,116.68,119.309998,712200,118.723572
"2022-05-18",118.459999,120.239998,117.900002,118.690002,1027300,118.106628
"2022-05-19",117.599998,122.349998,117.220001,121.379997,852000,120.783401
"2022-05-20",122.599998,122.910004,116.279999,119.43,885900,118.842987
"2022-05-23",120.860001,124.089996,120.050003,123.510002,785500,122.902939
"2022-05-24",122.730003,124.120003,120.779999,123.559998,638400,122.952682
"2022-05-25",123.150002,125.370003,122.040001,122.279999,945100,121.678978
"2022-05-26",123.550003,124.699997,122.790001,123.139999,1224600,122.534752
"2022-05-27",124,126.019997,123.120003,126.010002,1216600,125.390648
"2022-05-31",124.190002,124.260002,121.599998,122.580002,2443100,121.977509
"2022-06-01",122.57,123.230003,120.190002,121.709999,1144700,121.111778
"2022-06-02",122.300003,125.599998,121.190002,125.550003,934500,124.932907
"2022-06-03",124.790001,125.150002,121.260002,121.32,668200,120.723694
"2022-06-06",122.110001,122.110001,119.510002,120.470001,1231100,119.877876
"2022-06-07",119.779999,121.230003,119.099998,121.230003,755900,120.63414
"2022-06-08",119.980003,120.129997,117.510002,117.830002,788500,117.250854
"2022-06-09",117.029999,117.790001,115.379997,115.470001,505000,114.902451
"2022-06-10",113.690002,114.129997,111.800003,112.699997,636100,112.146065
"2022-06-13",109.610001,110.080002,107.43,108.110001,902800,107.578629
"2022-06-14",108.160004,109.269997,107.290001,107.919998,612100,107.389557
"2022-06-15",109.57,109.870003,105.099998,107.160004,651900,106.633301
"2022-06-16",104.849998,105.389999,103.139999,103.910004,1033500,103.399277
"2022-06-17",104.32,105.849998,102.730003,103.980003,1548300,103.468933
"2022-06-21",108.139999,109.57,106.580002,108.830002,950200,108.29509
"2022-06-22",106.080002,108.949997,106.050003,107.620003,728400,107.091034
"2022-06-23",107.269997,107.970001,103.400002,103.690002,867100,103.180351
"2022-06-24",104.300003,108.720001,103.93,108.230003,1347400,107.698044
"2022-06-27",108.690002,109.239998,107.139999,108.919998,1117800,108.384644
"2022-06-28",109.989998,111.639999,107.739998,107.830002,787900,107.300003
"2022-06-29",107.879997,108.480003,106.239998,108.220001,473700,108.220001
