"","STE.Open","STE.High","STE.Low","STE.Close","STE.Volume","STE.Adjusted"
"2022-01-11",231.779999,234.929993,228.889999,234.75,465900,233.845154
"2022-01-12",235.789993,243.339996,235.490005,241.679993,718000,240.748444
"2022-01-13",240.529999,241.990005,234.589996,234.850006,387000,233.944778
"2022-01-14",233.139999,235.990005,232.429993,234.520004,425000,233.616043
"2022-01-18",231.429993,231.960007,227.740005,230.380005,398600,229.49202
"2022-01-19",231.070007,236.210007,231.070007,231.860001,470100,230.966309
"2022-01-20",232.910004,237.850006,226.509995,226.850006,660100,225.975616
"2022-01-21",226.369995,230.320007,224.380005,227.679993,511700,226.802399
"2022-01-24",224.490005,224.960007,217.119995,224.289993,554800,223.425476
"2022-01-25",220.960007,223.300003,217.139999,221.110001,379700,220.257736
"2022-01-26",222.229996,224.699997,216.399994,218.119995,438300,217.279266
"2022-01-27",219.660004,220.949997,211.990005,215.160004,604200,214.330673
"2022-01-28",215.360001,220.029999,212.279999,219.850006,371800,219.002594
"2022-01-31",220.259995,224.800003,219.729996,224.399994,376200,223.535034
"2022-02-01",224.770004,225.929993,222.720001,225.639999,434100,224.770264
"2022-02-02",225.5,228.820007,224.270004,228.649994,476700,227.768661
"2022-02-03",227.149994,228.600006,225.619995,228.300003,404200,227.420029
"2022-02-04",226.720001,229.279999,225.100006,225.940002,456400,225.069122
"2022-02-07",224.850006,228.399994,224.850006,226.869995,493900,225.995529
"2022-02-08",225.740005,231.529999,224.570007,230.690002,678100,229.800812
"2022-02-09",235.889999,244.720001,234.130005,237.350006,849700,236.435135
"2022-02-10",234.429993,238.589996,232.149994,233.210007,588300,232.311111
"2022-02-11",233.080002,234.639999,228.729996,229.789993,476100,228.904266
"2022-02-14",230.5,231.699997,224.539993,226.550003,459000,225.676773
"2022-02-15",228.839996,232.910004,227.770004,232.360001,528600,231.464371
"2022-02-16",230.899994,233.940002,227.119995,232.990005,538500,232.091949
"2022-02-17",230.869995,230.940002,225.559998,226.699997,625300,225.826187
"2022-02-18",226.119995,227.949997,224.240005,226.029999,432200,225.158783
"2022-02-22",225.539993,231,224.899994,229.369995,623500,228.485886
"2022-02-23",229.970001,231.009995,224.419998,224.949997,338700,224.082932
"2022-02-24",221.429993,229.75,219.580002,229.210007,470400,228.763809
"2022-02-25",229.5,237.759995,228.619995,237.320007,380300,236.858017
"2022-02-28",234.990005,240.589996,233.470001,240,826800,239.532791
"2022-03-01",237.399994,241.729996,235.589996,237.259995,544200,236.798126
"2022-03-02",239.309998,243.050003,236.820007,242.169998,359800,241.698563
"2022-03-03",243.589996,246.179993,241.850006,244.059998,368100,243.584885
"2022-03-04",241.139999,245.550003,236.889999,245.179993,441100,244.702698
"2022-03-07",244.410004,245.139999,237.419998,238.669998,657200,238.205383
"2022-03-08",237.800003,238.25,224.970001,225.100006,780500,224.661804
"2022-03-09",228.630005,231.029999,226.020004,228.649994,726000,228.20488
"2022-03-10",225.059998,226.669998,220.910004,222,833700,221.567841
"2022-03-11",223.919998,226.020004,218.580002,218.759995,501200,218.334137
"2022-03-14",221.470001,224.100006,216.949997,217.490005,679800,217.06662
"2022-03-15",220.589996,222.710007,217.970001,222.240005,480300,221.807373
"2022-03-16",223.970001,227.410004,222.490005,227.039993,518800,226.598022
"2022-03-17",225.360001,232.179993,225.360001,232.009995,357000,231.55835
"2022-03-18",231.350006,235.169998,229.710007,234.710007,741700,234.253098
"2022-03-21",234.009995,236.509995,232.059998,233.940002,351800,233.484589
"2022-03-22",234.220001,236.610001,232.830002,235.380005,327900,234.921799
"2022-03-23",234.789993,234.789993,229.830002,230.059998,395700,229.612137
"2022-03-24",231.139999,232.410004,229.690002,232.369995,216700,231.917648
"2022-03-25",233.820007,238.399994,232.850006,238.220001,311100,237.756256
"2022-03-28",238.580002,243.669998,238.580002,243.490005,446500,243.016006
"2022-03-29",246,247.270004,243.279999,247.179993,399800,246.698807
"2022-03-30",247.119995,248.089996,244.529999,245.889999,316500,245.411331
"2022-03-31",244.399994,247,241.619995,241.770004,579200,241.299347
"2022-04-01",242.300003,249.059998,240.910004,248,462500,247.517227
"2022-04-04",247.320007,247.839996,241.020004,246.25,470800,245.77063
"2022-04-05",245.25,249.470001,244.559998,245.699997,361800,245.221695
"2022-04-06",244.679993,249.639999,244.190002,248.850006,386100,248.36557
"2022-04-07",248.570007,250.339996,247.070007,248.440002,628700,247.95636
"2022-04-08",248.25,250.889999,245.940002,249.119995,480300,248.63504
"2022-04-11",248.130005,249.089996,244.339996,247.229996,417500,246.748718
"2022-04-12",247.220001,251.690002,245.720001,246.520004,386100,246.0401
"2022-04-13",246.279999,250.660004,245.600006,249.350006,285700,248.864594
"2022-04-14",250.429993,251.169998,243.990005,244.460007,533300,243.984116
"2022-04-18",244.580002,245.160004,240.990005,241.899994,320600,241.429092
"2022-04-19",243.460007,248.5,242.669998,247.350006,343200,246.8685
"2022-04-20",248.809998,255.929993,248.809998,252.919998,389400,252.427643
"2022-04-21",254.259995,255.470001,247.320007,247.910004,469900,247.427399
"2022-04-22",245,245.179993,233.089996,233.449997,509700,232.995544
"2022-04-25",232.110001,238.910004,229.330002,238.160004,483500,237.696381
"2022-04-26",235.839996,237.050003,233.300003,233.460007,243200,233.005539
"2022-04-27",233.839996,235.809998,230.679993,231.320007,385800,230.869705
"2022-04-28",232.470001,233.559998,229.710007,231.729996,324600,231.278885
"2022-04-29",229.639999,230.100006,223.25,224.050003,513300,223.613846
"2022-05-02",225.300003,226.559998,219.429993,224.059998,610600,223.623825
"2022-05-03",224.839996,227.339996,223.649994,226.080002,424800,225.639893
"2022-05-04",225.949997,233.380005,222.889999,232.339996,287200,231.887695
"2022-05-05",230.820007,231.570007,224.75,226.970001,428500,226.528168
"2022-05-06",225,226.539993,221.339996,224.710007,555200,224.272568
"2022-05-09",221.270004,222.5,212.330002,213.160004,803900,212.745041
"2022-05-10",215.119995,216.610001,210.149994,215.369995,637600,214.950729
"2022-05-11",214.720001,219.110001,211.869995,212.570007,672100,212.156204
"2022-05-12",213.160004,222.869995,209.059998,218.389999,655800,217.964859
"2022-05-13",220.240005,223.419998,215.5,216.179993,570300,215.759155
"2022-05-16",216.179993,218.449997,214.130005,217.940002,383000,217.515747
"2022-05-17",220.139999,221.639999,217.399994,221.630005,380500,221.198563
"2022-05-18",219.449997,220.619995,218.470001,219.110001,407500,218.683456
"2022-05-19",218.169998,223.919998,218.130005,223.399994,505800,222.965103
"2022-05-20",225.690002,226.660004,221.149994,225.940002,578700,225.500168
"2022-05-23",229.190002,229.600006,223.649994,227.539993,388900,227.097046
"2022-05-24",227.119995,228.830002,224,228.570007,333000,228.125046
"2022-05-25",228.240005,230.25,226.449997,228.419998,364900,227.975342
"2022-05-26",230.070007,231.169998,228.889999,230.710007,289300,230.26088
"2022-05-27",232.240005,236.100006,231.639999,235,253400,234.542526
"2022-05-31",232.509995,234.259995,228.029999,228.199997,864700,227.755768
"2022-06-01",228.190002,229.059998,218.690002,221.460007,664500,221.0289
"2022-06-02",221.899994,227.470001,217.669998,227.320007,342500,226.877487
"2022-06-03",225.339996,225.839996,219.779999,220.470001,503900,220.040817
"2022-06-06",221.649994,224.020004,219.020004,221.899994,324700,221.468018
"2022-06-07",220.529999,227.210007,220.110001,227.160004,522100,226.717789
"2022-06-08",225.979996,229.979996,225.869995,227.860001,869300,227.416428
"2022-06-09",225.300003,226.860001,221.449997,221.589996,496300,221.15863
"2022-06-10",218.089996,224.220001,216.089996,220.889999,470400,220.459991
"2022-06-13",215.259995,217,210.050003,211.229996,478700,211.229996
"2022-06-14",211.360001,211.449997,200.970001,203.669998,781800,203.669998
"2022-06-15",205.309998,206.529999,197.630005,202.279999,736100,202.279999
"2022-06-16",198.119995,198.779999,193.190002,195.070007,593000,195.070007
"2022-06-17",195.240005,198.119995,192.399994,192.779999,972100,192.779999
"2022-06-21",195.639999,197.990005,192.990005,195.179993,486700,195.179993
"2022-06-22",193.300003,201.860001,193.300003,200.839996,563700,200.839996
"2022-06-23",201.949997,205.279999,199.979996,202.440002,520600,202.440002
"2022-06-24",204.410004,207.990005,203.110001,207.889999,790400,207.889999
"2022-06-27",208.029999,209.380005,206.169998,207.800003,287000,207.800003
"2022-06-28",208.979996,209.619995,203.910004,204.550003,394500,204.550003
"2022-06-29",205.729996,208.630005,204.009995,208.330002,363100,208.330002
