"","MET.Open","MET.High","MET.Low","MET.Close","MET.Volume","MET.Adjusted"
"2022-01-06",65.75,66.5,65.230003,66.449997,9476200,65.499161
"2022-01-07",66.739998,67.879997,66.290001,67.260002,5002600,66.297577
"2022-01-10",68,68.150002,66.940002,67.5,4223400,66.534142
"2022-01-11",67.68,68.029999,67.209999,68,3037600,67.026985
"2022-01-12",67.830002,68.559998,67.129997,67.620003,3183600,66.65242
"2022-01-13",67.980003,68.580002,67.660004,67.889999,2743300,66.918556
"2022-01-14",67.129997,68.470001,66.669998,68.370003,3735100,67.391693
"2022-01-18",68.760002,69.160004,67.779999,68.190002,4306200,67.214264
"2022-01-19",68.43,68.639999,66.699997,66.760002,3566000,65.804733
"2022-01-20",66.779999,67.809998,66.099998,66.459999,3453400,65.509018
"2022-01-21",66.269997,66.739998,64.599998,65.610001,5224300,64.671188
"2022-01-24",64.489998,65.650002,62.73,65.410004,6795700,64.474052
"2022-01-25",64.639999,66.050003,62.709999,65.43,5714700,64.493759
"2022-01-26",66.800003,67.510002,65.110001,66.059998,4795100,65.114738
"2022-01-27",66.75,67.940002,64.839996,65.309998,3871800,64.375473
"2022-01-28",65.169998,66.080002,64.459999,66.059998,3851300,65.114738
"2022-01-31",65.559998,67.300003,65.440002,67.059998,7566400,66.100433
"2022-02-01",66.699997,68.339996,66.440002,68.089996,6150700,67.115692
"2022-02-02",67.879997,68.889999,67.470001,68.529999,6377400,67.5494
"2022-02-03",70,70.129997,67.5,67.730003,4340200,66.760857
"2022-02-04",67.839996,69.730003,67.650002,68.989998,4070900,68.002815
"2022-02-07",68.839996,69.580002,68.360001,68.870003,4269800,68.360153
"2022-02-08",69.699997,70.57,69.25,70.330002,5130600,69.809349
"2022-02-09",70.5,71.599998,70.309998,70.419998,4174000,69.898674
"2022-02-10",70.110001,71.849998,70.080002,70.5,4035900,69.978088
"2022-02-11",70.309998,72.550003,70.260002,71.029999,6416400,70.504166
"2022-02-14",71.389999,71.470001,69.57,70.129997,7401500,69.610825
"2022-02-15",70.900002,72.029999,70.760002,71.57,3297000,71.040169
"2022-02-16",70.970001,72.279999,70.769997,71.529999,3442300,71.000458
"2022-02-17",70.519997,70.870003,69.360001,69.809998,3768200,69.29319
"2022-02-18",69.529999,70.739998,69.519997,69.550003,5127000,69.035126
"2022-02-22",69.489998,69.970001,68.18,68.959999,3820600,68.449486
"2022-02-23",69.449997,69.739998,67.769997,68.050003,4470300,67.546227
"2022-02-24",65.849998,66.400002,64.260002,66.220001,7408400,65.729774
"2022-02-25",66.540001,68.779999,66.540001,68.559998,4808000,68.052444
"2022-02-28",66.25,67.660004,66.029999,67.550003,5564900,67.049927
"2022-03-01",66.690002,66.919998,63.759998,64.440002,7742500,63.962952
"2022-03-02",65.050003,66.940002,64.889999,66.410004,4586100,65.918373
"2022-03-03",66.580002,67.239998,65.720001,66.559998,4627300,66.067253
"2022-03-04",64.800003,65.139999,62.779999,63.98,7097500,63.506355
"2022-03-07",63.080002,63.310001,61.810001,61.970001,6469800,61.511238
"2022-03-08",62.509998,63.93,61.619999,61.959999,5846400,61.501308
"2022-03-09",64.690002,65.269997,64.050003,64.440002,5014000,63.962952
"2022-03-10",63.610001,64.739998,63.380001,64.279999,3677300,63.804134
"2022-03-11",64.849998,65.519997,64.059998,64.199997,4246800,63.724724
"2022-03-14",65.309998,65.760002,64.230003,64.690002,5042400,64.211098
"2022-03-15",65.220001,65.699997,64.540001,65.32,3780600,64.836433
"2022-03-16",66.190002,67.760002,66.059998,67.519997,6605400,67.020142
"2022-03-17",66.739998,68.199997,66.339996,68.169998,4799500,67.665337
"2022-03-18",67.980003,68.510002,67.129997,68.449997,11434300,67.94326
"2022-03-21",69.029999,69.32,68.059998,68.769997,5833300,68.260895
"2022-03-22",69.629997,71.160004,69.629997,70.32,5024700,69.799423
"2022-03-23",69.919998,70.75,69.379997,69.419998,3812400,68.906082
"2022-03-24",69.839996,70.660004,69.620003,70.190002,3022200,69.670387
"2022-03-25",69.959999,71.599998,69.959999,71.290001,3246500,70.762238
"2022-03-28",71.129997,71.290001,70.300003,71.279999,3681700,70.752312
"2022-03-29",72.050003,72.230003,70.830002,71.510002,3850000,70.980614
"2022-03-30",71.589996,72.209999,71.190002,71.629997,4486100,71.099716
"2022-03-31",71.5,71.93,70.269997,70.279999,4593900,69.759712
"2022-04-01",70.839996,71.480003,70.089996,70.5,4070100,69.978088
"2022-04-04",70.309998,70.410004,69.160004,69.639999,2805900,69.124451
"2022-04-05",69.57,70.75,69.43,70.010002,4360800,69.491714
"2022-04-06",70.059998,70.769997,69.779999,70.07,4109400,69.55127
"2022-04-07",69.900002,70.080002,68.169998,69.550003,3482400,69.035126
"2022-04-08",70.120003,71.150002,69.769997,70.610001,2954900,70.087273
"2022-04-11",70.68,71.790001,70.419998,70.580002,2650300,70.057495
"2022-04-12",70.790001,71.540001,69.709999,70.160004,2719400,69.64061
"2022-04-13",69.790001,70.529999,69.290001,70.449997,2146500,69.928452
"2022-04-14",70.43,71.120003,70.150002,70.639999,2847700,70.11705
"2022-04-18",70.330002,71.639999,70.150002,71.230003,3041100,70.70269
"2022-04-19",71.519997,72.089996,71.230003,71.839996,2662300,71.308167
"2022-04-20",72.150002,73.089996,72.080002,72.440002,2843400,71.903725
"2022-04-21",73,73.18,71.419998,71.580002,2226200,71.050095
"2022-04-22",71.43,71.510002,69.5,69.559998,3113900,69.045044
"2022-04-25",68.650002,69.239998,66.610001,69.080002,7028400,68.568604
"2022-04-26",67.919998,68.82,66.699997,66.720001,3484700,66.226074
"2022-04-27",66.830002,67.599998,66.260002,66.900002,3282900,66.404739
"2022-04-28",67.610001,67.93,66.160004,67.769997,3222500,67.268295
"2022-04-29",67.410004,68.07,65.43,65.68,3872900,65.193771
"2022-05-02",66.150002,66.5,64.879997,66.139999,3255000,65.65036
"2022-05-03",66.339996,67.379997,65.949997,66.639999,3623200,66.14666
"2022-05-04",66.559998,68.669998,66.370003,68.309998,3823300,67.804298
"2022-05-05",67.239998,69.5,66.57,67.5,4689200,67.000298
"2022-05-06",67.550003,67.730003,66.389999,67.540001,4833600,67.040001
"2022-05-09",66.589996,67.18,65.370003,65.639999,7275800,65.639999
"2022-05-10",66.099998,67.050003,64.269997,64.809998,5521400,64.809998
"2022-05-11",65.019997,66.309998,64.050003,64.120003,5219000,64.120003
"2022-05-12",64.050003,64.099998,61.419998,62.91,6862500,62.91
"2022-05-13",63.299999,64.029999,62.82,63.419998,4477700,63.419998
"2022-05-16",63.290001,64.010002,62.790001,63.619999,4237300,63.619999
"2022-05-17",64.800003,65.440002,64.550003,64.989998,4562500,64.989998
"2022-05-18",64.580002,64.599998,62.970001,63.32,5096500,63.32
"2022-05-19",62.41,63.599998,61.810001,62.389999,4455700,62.389999
"2022-05-20",62.599998,63.259998,60.84,62.049999,5405400,62.049999
"2022-05-23",63,64.400002,62.869999,63.950001,4983900,63.950001
"2022-05-24",63.810001,64.139999,62.369999,63.880001,3738800,63.880001
"2022-05-25",63.549999,65.07,63.549999,64.599998,5900800,64.599998
"2022-05-26",65.639999,67.040001,65.580002,66.910004,6343000,66.910004
"2022-05-27",66.910004,67.940002,66.730003,67.720001,4197500,67.720001
"2022-05-31",66.75,68.529999,66.690002,67.389999,10013500,67.389999
"2022-06-01",67.800003,67.82,65.980003,66.660004,3694200,66.660004
"2022-06-02",66.779999,67.050003,65.669998,67.029999,3102800,67.029999
"2022-06-03",66.639999,67.25,65.980003,66.190002,2452000,66.190002
"2022-06-06",66.720001,67.739998,66.239998,66.879997,3267100,66.879997
"2022-06-07",66.68,67.900002,66.400002,67.690002,3692800,67.690002
"2022-06-08",67.440002,67.760002,66.830002,67.239998,3099500,67.239998
"2022-06-09",67.150002,67.559998,65.989998,66.010002,3906500,66.010002
"2022-06-10",64.449997,64.830002,63.27,63.470001,5246300,63.470001
"2022-06-13",62.290001,62.360001,60.549999,61.040001,6042200,61.040001
"2022-06-14",61.41,62.439999,61.029999,61.860001,4773700,61.860001
"2022-06-15",62.599998,63.310001,61.330002,62.310001,4716900,62.310001
"2022-06-16",61.299999,61.380001,60.209999,61.290001,6145400,61.290001
"2022-06-17",60.700001,61.799999,60.389999,60.869999,9326700,60.869999
"2022-06-21",62.330002,63.049999,61.450001,62.529999,5463500,62.529999
"2022-06-22",61.389999,62.43,61.349998,61.75,4455300,61.75
"2022-06-23",62.200001,62.5,60.73,61.330002,4429600,61.330002
"2022-06-24",61.68,64.580002,61.529999,64.220001,6159400,64.220001
"2022-06-27",64.550003,64.760002,63.310001,63.580002,3166200,63.580002
"2022-06-28",64.519997,65.190002,63.709999,63.740002,2994500,63.740002
"2022-06-29",63.849998,63.950001,62.709999,62.93,2303500,62.93
