"","O.Open","O.High","O.Low","O.Close","O.Volume","O.Adjusted"
"2020-08-21",59.292637,59.544575,58.488373,59.224808,1896197,54.34108
"2020-08-24",59.108528,60.513565,58.565891,60.503876,1858838,55.514675
"2020-08-25",60.639534,60.978683,59.932171,60.629845,2085053,55.630253
"2020-08-26",60.368217,60.426357,59.360466,59.767441,1636339,54.838963
"2020-08-27",59.631783,60.736435,59.631783,60.562016,1731180,55.56802
"2020-08-28",60.707363,61.569767,60,61.47287,2119109,56.403763
"2020-08-31",61.075581,61.104652,59.864342,60.10659,2962459,55.354324
"2020-09-01",59.408916,60.852715,59.166668,60.513565,2353889,55.729111
"2020-09-02",60.397285,61.676357,59.961239,61.569767,3085783,56.701817
"2020-09-03",61.986435,62.887596,61.385658,62.248062,2996515,57.326488
"2020-09-04",62.422482,63.265503,61.279072,62.374031,2392589,57.442493
"2020-09-08",62.209301,62.829456,61.375969,62.015503,2060904,57.112305
"2020-09-09",62.480621,63.63372,62.228683,62.625969,2026745,57.674511
"2020-09-10",62.38372,62.965115,61.753876,61.782948,1523335,56.898136
"2020-09-11",61.928295,61.937984,60.571705,61.395348,2063071,56.541183
"2020-09-14",61.947674,63.556202,61.744186,63.46899,1992895,58.450874
"2020-09-15",63.730621,64.728683,63.478683,63.769379,2499298,58.727516
"2020-09-16",64.011627,64.496124,63.333332,63.381783,2143774,58.370575
"2020-09-17",62.868217,63.352715,61.686047,62.083332,2923450,57.174782
"2020-09-18",61.13372,61.918606,60.339146,60.416668,4064326,55.639874
"2020-09-21",59.641472,59.738373,57.703487,58.226746,3324898,53.623112
"2020-09-22",58.58527,59.728683,58.430233,58.75,2072566,54.104996
"2020-09-23",58.769379,58.943798,57.102715,57.199612,2425200,52.677185
"2020-09-24",57.151161,57.596897,56.550388,56.889534,2916019,52.391628
"2020-09-25",56.899223,58.178295,56.695736,58.071705,2373394,53.480328
"2020-09-28",59.563953,60.096897,58.97287,59.757751,2328605,55.033066
"2020-09-29",59.757751,59.825581,58.488373,59.205425,1836547,54.524406
"2020-09-30",59.447674,60.029072,58.158916,58.86628,3098683,54.420498
"2020-10-01",58.953487,60.387596,58.624031,60.348839,2187530,55.791088
"2020-10-02",59.244186,62.112404,58.982559,61.879845,2651414,57.20647
"2020-10-05",61.850777,62.33527,60.290699,61.288761,1878137,56.66003
"2020-10-06",61.647285,61.918606,60.697674,60.959301,2024474,56.355442
"2020-10-07",61.288761,61.424419,60.523254,60.765503,1728290,56.176281
"2020-10-08",61.114342,61.812016,60.998062,61.773254,1926228,57.107933
"2020-10-09",62.596897,62.60659,61.007751,61.230621,1890934,56.606277
"2020-10-12",61.075581,61.579456,60.639534,61.36628,1424470,56.731678
"2020-10-13",60.988373,60.998062,59.186047,59.757751,2306107,55.24464
"2020-10-14",59.709301,59.903103,58.817829,59.108528,1779581,54.644451
"2020-10-15",58.779072,59.689922,58.459301,58.536823,2566068,54.115917
"2020-10-16",58.740311,58.963177,58.052326,58.653103,2706833,54.223419
"2020-10-19",59.302326,59.389534,56.889534,56.928295,2814574,52.628868
"2020-10-20",57.315891,57.839146,57.131783,57.267441,1773492,52.942402
"2020-10-21",57.180233,58.003876,56.656979,57.829456,1945939,53.461975
"2020-10-22",57.703487,58.381783,57.674419,58.226746,1124674,53.829258
