"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2022-01-03",217.520004,222.059998,217.009995,221.429993,7694500,220.648911
"2022-01-04",222,226.789993,221.809998,222.460007,10629300,221.675278
"2022-01-05",222.639999,225.270004,219.919998,220,9594600,219.223953
"2022-01-06",217.800003,221.910004,217.550003,219.75,7877500,218.974838
"2022-01-07",217.309998,220.199997,215.639999,216.960007,10702100,216.194687
"2022-01-10",213.979996,214.199997,206.5,211.970001,11978600,211.22229
"2022-01-11",211.419998,214.949997,208.740005,214.380005,8803100,213.623795
"2022-01-12",214.479996,217.580002,213.809998,215.710007,6923300,214.949097
"2022-01-13",216.850006,220.479996,214.660004,215,8867700,214.241592
"2022-01-14",214.169998,218.25,213.710007,214.669998,8838100,213.91275
"2022-01-18",215.880005,216.910004,214.330002,215.710007,9099300,214.949097
"2022-01-19",213,218.229996,212.110001,214.679993,9399800,213.922714
"2022-01-20",214.720001,219.600006,213.940002,214.350006,8532700,213.593887
"2022-01-21",215.460007,215.600006,205.820007,205.929993,16200200,205.203583
"2022-01-24",202.179993,202.720001,195.649994,201.850006,16054000,201.137985
"2022-01-25",199.619995,205.380005,196.990005,202,12125500,201.287445
"2022-01-26",204.279999,210.860001,203.669998,205.869995,10817600,205.143799
"2022-01-27",209.5,210.960007,205.850006,206.149994,12009800,205.422806
"2022-01-28",220.639999,228.119995,216.100006,228,26425300,227.19574
"2022-01-31",225.550003,226.380005,222.050003,226.169998,12380600,225.372192
"2022-02-01",226.899994,234.610001,226.419998,232.360001,12247200,231.540359
"2022-02-02",231.300003,235.850006,230.009995,235.419998,10590500,234.589554
"2022-02-03",233.039993,233.490005,230.550003,231.539993,9968000,230.723251
"2022-02-04",228.5,230.220001,224.949997,228.389999,10848100,227.584351
"2022-02-07",228,229.919998,226.009995,227.160004,5984500,226.358704
"2022-02-08",226.259995,228.5,224.75,227.940002,7542000,227.135956
"2022-02-09",230.130005,233.149994,230.119995,230.869995,7772800,230.055603
"2022-02-10",228.029999,229.949997,224.869995,225.589996,6794600,225.159958
"2022-02-11",227.25,229.100006,223.539993,224.690002,7535200,224.261688
"2022-02-14",223.289993,227.259995,222.809998,225.339996,8280800,224.910431
"2022-02-15",227.270004,229.289993,224.910004,227.820007,9461700,227.385727
"2022-02-16",227.5,229.880005,225.600006,228.820007,9561300,228.38382
"2022-02-17",228.399994,228.809998,224.169998,224.610001,8131200,224.181839
"2022-02-18",224.600006,225.740005,221.839996,222.690002,8121200,222.265488
"2022-02-22",221.020004,224.339996,219.919998,221.320007,9928800,220.898117
"2022-02-23",222.839996,224.279999,215.419998,215.949997,8669900,215.53833
"2022-02-24",203.369995,217.860001,201.449997,217.300003,13463400,216.885773
"2022-02-25",217.289993,220.679993,214.25,219.270004,8463600,218.85202
"2022-02-28",216,218.649994,213.240005,216.119995,8409400,215.708008
"2022-03-01",214.479996,215.149994,207.279999,208.970001,9317800,208.57164
"2022-03-02",206.899994,210.539993,206.190002,208.479996,8865700,208.082581
"2022-03-03",210.550003,211.5,206.559998,207.229996,8610000,206.834961
"2022-03-04",205,206.369995,196.860001,200.289993,10912300,199.908188
"2022-03-07",199.839996,200.179993,190.050003,190.699997,13412400,190.336472
"2022-03-08",190.009995,196.419998,186.669998,191.710007,11070900,191.344559
"2022-03-09",196.5,200.5,195.240005,199.759995,8457600,199.379196
"2022-03-10",196.899994,199.940002,196.300003,197.970001,7061600,197.592621
"2022-03-11",200.75,200.839996,196.460007,196.710007,5432100,196.335022
"2022-03-14",198.419998,204.429993,198.160004,200.330002,7994700,199.94812
"2022-03-15",202.089996,206.410004,201.399994,206.139999,8277700,205.74704
"2022-03-16",210,213.669998,207,211.869995,9232300,211.46611
"2022-03-17",209.929993,213.539993,208.720001,213.449997,6668500,213.043106
"2022-03-18",211.699997,219.259995,210.289993,219.110001,14620800,218.692322
"2022-03-21",216.339996,218.059998,214.550003,217.039993,6101500,216.626251
"2022-03-22",217.839996,219.570007,217.179993,218.470001,6259900,218.053543
"2022-03-23",215.300003,217.289993,214.199997,214.679993,6008000,214.270752
"2022-03-24",214.990005,217.660004,214,217.309998,5487000,216.895752
"2022-03-25",218.419998,218.929993,215.690002,218.429993,5051400,218.013611
"2022-03-28",218.5,220.979996,217.509995,220.770004,4316800,220.349152
"2022-03-29",224.839996,228.809998,223.779999,228.119995,8032500,227.685135
"2022-03-30",225.839996,226.160004,222.729996,223.949997,7084000,223.523087
"2022-03-31",223.910004,225.919998,220.440002,221.770004,10759500,221.347244
"2022-04-01",223.080002,226.630005,222.229996,226.360001,6559600,225.928497
"2022-04-04",225.759995,229.240005,224.960007,227.740005,8521200,227.305878
"2022-04-05",226.830002,228.990005,225.309998,226.089996,4658000,225.659012
"2022-04-06",222.779999,222.869995,218.619995,219.009995,7430000,218.592499
"2022-04-07",218.309998,218.679993,213.679993,216.149994,6995100,215.737946
"2022-04-08",214.809998,219.410004,213.080002,216.979996,5438600,216.566376
"2022-04-11",215.25,217.300003,213.410004,214.75,6942700,214.340622
"2022-04-12",216.5,216.990005,210.699997,211.399994,7446600,210.997009
"2022-04-13",210.429993,213.850006,207.169998,213.270004,8052900,212.863449
"2022-04-14",214.270004,215.949997,212.529999,212.789993,8191600,212.384354
"2022-04-18",211.669998,215.830002,211.520004,213.169998,4744400,212.763641
"2022-04-19",213.100006,216.509995,212.440002,215.699997,5028800,215.288818
"2022-04-20",218.660004,220.820007,217.389999,217.789993,7178300,217.374832
"2022-04-21",219.509995,223.919998,215.350006,216.449997,8850300,216.037384
"2022-04-22",216.240005,216.559998,207.949997,208.169998,6201100,207.773163
"2022-04-25",206.350006,210.529999,205.330002,209.949997,6839400,209.549774
"2022-04-26",206.979996,208.559998,201.100006,201.100006,8155300,200.71666
"2022-04-27",217.369995,221.800003,213.050003,214.110001,15955800,213.701843
"2022-04-28",220.399994,224.929993,219.270004,220.660004,10799100,220.239365
"2022-04-29",218.619995,221.199997,212.350006,213.130005,7965000,212.723724
"2022-05-02",211.770004,212.139999,206.960007,211.529999,8803700,211.12677
"2022-05-03",213.610001,213.610001,206.270004,208.559998,6616900,208.16243
"2022-05-04",209.350006,214.800003,205.330002,214.520004,7191100,214.111069
"2022-05-05",212.270004,214.580002,203.070007,205.240005,7749600,204.848755
"2022-05-06",203.75,205.720001,200.220001,202.820007,8825300,202.43338
"2022-05-09",200.050003,200.75,192.080002,193,10314100,192.632095
"2022-05-10",196.710007,197.75,190.970001,193.580002,11016500,193.210983
"2022-05-11",193.490005,198.320007,191.399994,196.720001,9427300,196.345001
"2022-05-12",194.529999,196.059998,189.949997,193.970001,9308600,193.970001
"2022-05-13",197,200.539993,196.5,199.229996,6684500,199.229996
"2022-05-16",197.320007,199.940002,195.880005,197.809998,5161300,197.809998
"2022-05-17",202.850006,204.800003,200.149994,204,7265600,204
"2022-05-18",202.820007,205.460007,199.130005,199.990005,8748200,199.990005
"2022-05-19",196.350006,200.419998,193.309998,197.369995,9012400,197.369995
"2022-05-20",199.669998,201.660004,194.020004,199.029999,6966600,199.029999
"2022-05-23",200.880005,207.960007,200.770004,207.559998,12187400,207.559998
"2022-05-24",203.910004,204.669998,199.029999,202.630005,7458500,202.630005
"2022-05-25",200.589996,204.949997,200.470001,203.839996,5457200,203.839996
"2022-05-26",205.110001,209.740005,204.669998,208.550003,9212300,208.550003
"2022-05-27",210,213.229996,209.639999,212.880005,4897200,212.880005
"2022-05-31",210.380005,214.350006,209.110001,212.169998,9586400,212.169998
"2022-06-01",212.050003,214.110001,208.820007,209.929993,5246100,209.929993
"2022-06-02",211.889999,215.25,211.080002,215.050003,5337200,215.050003
"2022-06-03",212.949997,214.210007,211.270004,212.649994,4351600,212.649994
"2022-06-06",215.449997,217.580002,212.089996,212.940002,3965100,212.940002
"2022-06-07",211.119995,214.970001,210.720001,214.5,4493300,214.5
"2022-06-08",213.759995,215.570007,212.830002,213.5,3646300,213.5
"2022-06-09",212.589996,213.710007,206.020004,206.110001,5138600,206.110001
"2022-06-10",201.649994,203.419998,199.179993,199.509995,5162500,199.509995
"2022-06-13",192.990005,195.889999,191.080002,192.259995,7119200,192.259995
"2022-06-14",192.720001,194.339996,191.75,193.520004,6441200,193.520004
"2022-06-15",195.979996,198.830002,192.229996,196.160004,6490000,196.160004
"2022-06-16",191.410004,191.869995,187.529999,189.050003,9887200,189.050003
"2022-06-17",186.929993,191.309998,185.910004,190.009995,15087700,190.009995
"2022-06-21",195.710007,196.729996,193.729996,194.389999,6241600,194.389999
"2022-06-22",191.25,196.389999,191.029999,193.820007,5138500,193.820007
"2022-06-23",196.139999,197.460007,193.449997,196.639999,4752800,196.639999
"2022-06-24",197.729996,205.639999,197.509995,205.509995,7752900,205.509995
"2022-06-27",205.75,207.089996,202.610001,203.559998,6121200,203.559998
"2022-06-28",204,206.789993,197.5,198.119995,4354200,198.119995
"2022-06-29",197.320007,200.639999,197.320007,199.5,4324600,199.5
