"","GPC.Open","GPC.High","GPC.Low","GPC.Close","GPC.Volume","GPC.Adjusted"
"2022-01-10",138.649994,138.869995,136.509995,138.039993,597900,136.147888
"2022-01-11",137.899994,137.919998,135.529999,137.410004,563200,135.526535
"2022-01-12",138.520004,139.800003,137.649994,138.889999,608100,136.986237
"2022-01-13",138.710007,140.869995,138.369995,139,483900,137.094727
"2022-01-14",137.800003,138.710007,136.630005,138.110001,498600,136.216934
"2022-01-18",136.820007,137.690002,134.460007,136.570007,639500,134.698044
"2022-01-19",137.050003,137.949997,134.330002,134.350006,542500,132.508469
"2022-01-20",134.550003,135.279999,131.070007,131.5,567000,129.69754
"2022-01-21",131.449997,132.949997,130.190002,130.580002,555400,128.790146
"2022-01-24",128.639999,135.440002,128.119995,134.979996,915400,133.129837
"2022-01-25",132.470001,133.369995,129.75,131.660004,745000,129.855331
"2022-01-26",133,134.570007,131.179993,132.029999,956900,130.220276
"2022-01-27",133.789993,134.940002,129.350006,129.889999,587600,128.109604
"2022-01-28",129.589996,130.639999,126.779999,130.330002,625200,128.543579
"2022-01-31",129.330002,133.270004,129.050003,133.229996,1185100,131.403809
"2022-02-01",133.960007,134.539993,131.570007,134.279999,574200,132.439423
"2022-02-02",134.25,135.710007,133,135.240005,615000,133.386276
"2022-02-03",135.059998,135.199997,132.350006,132.759995,439500,130.940262
"2022-02-04",131.679993,132.270004,128.520004,129.820007,507800,128.040558
"2022-02-07",130,130.089996,128.130005,128.210007,558800,126.452637
"2022-02-08",128.990005,131.350006,128.479996,130.119995,477000,128.336456
"2022-02-09",131.050003,133.350006,131.050003,132.100006,425300,130.289322
"2022-02-10",129.649994,130.460007,126.589996,127.389999,743300,125.643867
"2022-02-11",127.790001,128.809998,126.099998,126.690002,503500,124.953461
"2022-02-14",126.440002,128.649994,125.980003,127.059998,795800,125.31839
"2022-02-15",128.830002,129.699997,127.580002,129.009995,619200,127.241661
"2022-02-16",128.289993,130.570007,127.580002,129.960007,698600,128.17865
"2022-02-17",130.380005,133.979996,127.57,127.610001,903000,125.860855
"2022-02-18",128.619995,128.880005,126.489998,126.860001,930500,125.12114
"2022-02-22",126.18,126.589996,122.730003,123.589996,915300,121.89595
"2022-02-23",123.5,124.769997,118.669998,118.839996,1178700,117.21106
"2022-02-24",116.279999,121.129997,115.629997,120.860001,962900,119.203377
"2022-02-25",120.980003,123.730003,120.790001,123.459999,618700,121.767731
"2022-02-28",121.639999,122.379997,120,122.160004,922700,120.485558
"2022-03-01",122.099998,123.760002,119.639999,120.269997,766900,118.62146
"2022-03-02",122.199997,125.419998,121.449997,124.919998,939900,123.207718
"2022-03-03",124.629997,125.389999,122.889999,123.830002,677000,123.014015
"2022-03-04",122.110001,122.669998,120.620003,122.589996,838500,121.782181
"2022-03-07",122.629997,122.879997,118.169998,118.589996,1245700,117.80854
"2022-03-08",119.290001,122.68,118.339996,119.760002,895900,118.970833
"2022-03-09",121.860001,123.099998,121.150002,121.510002,666000,120.709297
"2022-03-10",119.940002,123.019997,119,122.760002,959100,121.951065
"2022-03-11",123.300003,124,121.550003,121.690002,626200,120.888115
"2022-03-14",123.059998,124.900002,121.610001,122.099998,761600,121.29541
"2022-03-15",123.129997,124.860001,122.900002,124.529999,727900,123.709396
"2022-03-16",125.529999,128.119995,125.529999,128.070007,1097300,127.226082
"2022-03-17",126.93,128.289993,126.93,128.050003,1083200,127.206207
"2022-03-18",128.25,129.550003,125.339996,129,1806600,128.149948
"2022-03-21",129,130,126.629997,128.279999,1124300,127.434685
"2022-03-22",129.240005,129.360001,127.5,128.160004,546900,127.315483
"2022-03-23",127.720001,127.980003,126.580002,127.489998,663100,126.649887
"2022-03-24",128.220001,128.869995,127.449997,128.089996,524300,127.245934
"2022-03-25",128.5,128.770004,127.290001,128.539993,433800,127.69297
"2022-03-28",128.300003,128.690002,126.639999,127.639999,540000,126.798904
"2022-03-29",128.5,130.449997,128.139999,130.279999,542800,129.421509
"2022-03-30",129.589996,130.279999,128.210007,128.830002,586500,127.981064
"2022-03-31",128.419998,129.039993,126.010002,126.019997,911800,125.189575
"2022-04-01",127.209999,127.970001,125.449997,125.93,687900,125.100174
"2022-04-04",125.879997,129.770004,124.849998,129.279999,1435200,128.428101
"2022-04-05",128.539993,129.639999,126.690002,126.900002,854900,126.063782
"2022-04-06",126.029999,127.959999,125.32,127.610001,718200,126.769104
"2022-04-07",127.489998,129.710007,125.989998,129.199997,595200,128.348618
"2022-04-08",129.25,132.279999,128.259995,132.020004,992200,131.15004
"2022-04-11",132,133.449997,130.5,130.660004,460700,129.799011
"2022-04-12",131.600006,133.179993,131.110001,131.690002,567400,130.82222
"2022-04-13",131.669998,132.429993,130.449997,131.520004,568600,130.653336
"2022-04-14",131.820007,133.130005,130.869995,130.940002,444400,130.077164
"2022-04-18",130.309998,132.339996,130.309998,131.139999,481300,130.275833
"2022-04-19",131.330002,133.979996,131.320007,133.820007,558700,132.938187
"2022-04-20",135.330002,138.080002,135.330002,137.669998,779200,136.762802
"2022-04-21",138.990005,141.110001,137.690002,138.130005,994500,137.219788
"2022-04-22",137.880005,138.139999,133.449997,133.639999,890500,132.759369
"2022-04-25",133.580002,134.419998,130.470001,134.160004,790800,133.27594
"2022-04-26",132.880005,135.570007,132.729996,133.940002,677500,133.057388
"2022-04-27",134.169998,136.070007,133.630005,133.929993,696200,133.047455
"2022-04-28",134,134.570007,130.369995,133.190002,816100,132.312332
"2022-04-29",132.639999,134.179993,129.789993,130.050003,1261500,129.193024
"2022-05-02",130.869995,132.589996,128.259995,130.490005,744500,129.630127
"2022-05-03",130.899994,132.350006,129.850006,131.770004,749100,130.901688
"2022-05-04",131.800003,135.369995,130.350006,135.179993,779900,134.289215
"2022-05-05",133.729996,134.559998,128.809998,130.300003,775100,129.441376
"2022-05-06",129.5,131.649994,127.769997,130.789993,747500,129.928146
"2022-05-09",129.199997,133.339996,128.949997,131.940002,714200,131.070572
"2022-05-10",133.509995,133.929993,129.380005,130.949997,823600,130.087097
"2022-05-11",130.910004,132.470001,129.100006,129.259995,648100,128.408218
"2022-05-12",129.550003,132.759995,128.919998,132.699997,832600,131.825562
"2022-05-13",133.570007,135.399994,132.809998,134.779999,628000,133.891861
"2022-05-16",134.429993,136.929993,132.660004,136.270004,627100,135.37204
"2022-05-17",137,138.520004,136.509995,137.610001,709000,136.703201
"2022-05-18",135.919998,135.919998,130.259995,131.479996,912300,130.613602
"2022-05-19",130.179993,133.880005,129.940002,132,956600,131.130173
"2022-05-20",132.75,132.75,125.550003,128.539993,999000,127.69297
"2022-05-23",129.440002,130.649994,127.959999,129.639999,1055600,128.785721
"2022-05-24",129.259995,131.559998,127.93,130.929993,788600,130.067215
"2022-05-25",130.020004,133.309998,129.509995,133.169998,1083500,132.292465
"2022-05-26",135,136.509995,134.179993,136.039993,635700,135.143539
"2022-05-27",136.759995,139.210007,136.410004,139.179993,630800,138.262848
"2022-05-31",137.520004,138.240005,136.25,136.729996,1326900,135.828995
"2022-06-01",137.520004,137.809998,135.240005,135.820007,621300,134.925003
"2022-06-02",135.350006,136.860001,134.190002,136.779999,562900,136.779999
"2022-06-03",136.380005,137.110001,135.460007,135.949997,494400,135.949997
"2022-06-06",136.770004,139.779999,135.740005,139.660004,721100,139.660004
"2022-06-07",138.119995,140.889999,137.380005,140.809998,660500,140.809998
"2022-06-08",140.169998,140.880005,139.300003,139.460007,457900,139.460007
"2022-06-09",139.5,142,139.119995,139.589996,809300,139.589996
"2022-06-10",137.220001,137.699997,135.860001,135.929993,838000,135.929993
"2022-06-13",133.160004,133.710007,130.610001,131.610001,919900,131.610001
"2022-06-14",132.220001,133.570007,131.039993,132.440002,881900,132.440002
"2022-06-15",133.080002,133.839996,130.770004,132.419998,772400,132.419998
"2022-06-16",130.130005,130.259995,127.709999,128.309998,832300,128.309998
"2022-06-17",128.110001,129.389999,126.949997,127.220001,1724900,127.220001
"2022-06-21",128.550003,131.039993,127.089996,130.809998,818100,130.809998
"2022-06-22",129.75,131.919998,129.25,131.619995,741000,131.619995
"2022-06-23",132.220001,133.399994,131.210007,133.289993,627600,133.289993
"2022-06-24",134.470001,136.880005,133.600006,136.75,1195500,136.75
"2022-06-27",137.220001,138.339996,136.259995,137.139999,571300,137.139999
"2022-06-28",137.470001,138.779999,135.149994,135.449997,649900,135.449997
"2022-06-29",135.809998,135.809998,133.059998,133.509995,681800,133.509995
