"","XYL.Open","XYL.High","XYL.Low","XYL.Close","XYL.Volume","XYL.Adjusted"
"2022-01-06",116.970001,117.690002,115.940002,116.360001,703400,115.551956
"2022-01-07",115.980003,116.709999,115.290001,115.43,765000,114.62841
"2022-01-10",114.559998,114.919998,111.720001,114.260002,1062700,113.466545
"2022-01-11",114.639999,116.239998,112.690002,116.190002,976300,115.383141
"2022-01-12",117.050003,117.599998,115.269997,116.18,771800,115.373207
"2022-01-13",116.339996,117,113.93,114.419998,1168400,113.625427
"2022-01-14",113.199997,113.43,109.550003,111.540001,1725200,110.765427
"2022-01-18",110.230003,111.169998,109.400002,109.980003,1516400,109.21627
"2022-01-19",110.650002,111.419998,108.370003,108.510002,1529200,107.756477
"2022-01-20",109.080002,109.949997,106.199997,106.519997,1268600,105.780289
"2022-01-21",105.970001,108.410004,104.739998,107.089996,4093100,106.346329
"2022-01-24",104.959999,107.849998,101.940002,107.589996,1501200,106.84285
"2022-01-25",105.330002,105.559998,101.709999,103.870003,1636300,103.148689
"2022-01-26",105.220001,106.589996,101.550003,102.540001,1233300,101.827927
"2022-01-27",103.529999,104.510002,99.739998,100.43,1096900,99.732582
"2022-01-28",100.199997,101.730003,98.699997,101.709999,1122300,101.003693
"2022-01-31",101.150002,105.190002,100.330002,105.019997,1507600,104.290703
"2022-02-01",105.470001,106.169998,103.510002,104.919998,1380000,104.191399
"2022-02-02",104.919998,105.519997,103.150002,104.18,1326600,103.456543
"2022-02-03",96.18,96.919998,90.669998,91.650002,3649700,91.013557
"2022-02-04",91,92.18,87.440002,90.510002,2564500,89.88147
"2022-02-07",90.519997,91.330002,89.279999,89.459999,1330000,88.83876
"2022-02-08",89.32,92.510002,89.32,91.370003,1750800,90.735497
"2022-02-09",93.190002,95.290001,92.879997,95.169998,1920400,94.509109
"2022-02-10",93,95.400002,91.300003,91.839996,1505500,91.202232
"2022-02-11",91.690002,92.629997,88.120003,89.239998,1364400,88.620285
"2022-02-14",89.970001,91.339996,88.160004,89.260002,1469400,88.640152
"2022-02-15",91.050003,91.989998,90.540001,91.029999,1173600,90.397858
"2022-02-16",90.18,91,88.900002,90.669998,778700,90.338074
"2022-02-17",89.989998,90.970001,89.5,89.809998,939100,89.481224
"2022-02-18",89.809998,91.029999,89.459999,90.660004,1361500,90.328117
"2022-02-22",90.040001,91.360001,89.470001,90.010002,1686000,89.680496
"2022-02-23",90.440002,90.940002,87.830002,88.150002,1120800,87.827301
"2022-02-24",86.040001,87.93,84.739998,87.699997,3113500,87.378944
"2022-02-25",88,91.029999,86.720001,90.93,1535500,90.597122
"2022-02-28",89.059998,89.989998,87.699997,88.949997,2033200,88.624367
"2022-03-01",88.959999,89.5,86.029999,86.760002,1197900,86.44239
"2022-03-02",87.440002,88.510002,86.43,88.129997,1305600,87.807373
"2022-03-03",89.019997,89.300003,86.800003,88.919998,1313400,88.594482
"2022-03-04",86.779999,87.589996,84.879997,85.25,1756300,84.93792
"2022-03-07",85.669998,85.830002,82.529999,83.379997,1360200,83.07476
"2022-03-08",83.910004,84.769997,82.029999,82.370003,1594200,82.068466
"2022-03-09",83.959999,86.419998,83.910004,85.589996,1317500,85.276672
"2022-03-10",84.309998,84.309998,82.449997,83.230003,1759100,82.925316
"2022-03-11",84.839996,85.940002,83.529999,83.620003,1389800,83.313889
"2022-03-14",85.029999,86.370003,83.599998,83.989998,1173600,83.682526
"2022-03-15",84.489998,85.980003,83.989998,85.510002,1094300,85.196968
"2022-03-16",86.110001,88.660004,85.07,87.099998,1568100,86.781143
"2022-03-17",86.300003,88.519997,86.129997,88.099998,1648100,87.777481
"2022-03-18",88.489998,88.919998,86.800003,88.07,4329800,87.747597
"2022-03-21",87.709999,88.650002,86.690002,87.660004,1643700,87.339096
"2022-03-22",88.599998,89.309998,87.699997,88.690002,1678300,88.365326
"2022-03-23",87.949997,88.309998,86.470001,86.540001,1819800,86.223198
"2022-03-24",86.739998,87.220001,85.769997,86.339996,1075600,86.023926
"2022-03-25",86.669998,87.150002,85.940002,86.690002,811200,86.37265
"2022-03-28",86.139999,86.879997,85.349998,86.849998,860000,86.532059
"2022-03-29",89.110001,90.279999,87.959999,89.269997,1023000,88.943199
"2022-03-30",88.809998,89.349998,87.720001,88.099998,720500,87.777481
"2022-03-31",87.739998,88.040001,85.199997,85.260002,1415500,84.947884
"2022-04-01",86.43,86.730003,85.040001,86.230003,913200,85.91433
"2022-04-04",86.080002,87.260002,85.669998,86.760002,850700,86.44239
"2022-04-05",87.190002,88.160004,86.440002,86.889999,1346100,86.571915
"2022-04-06",85.470001,86.720001,84.18,86.709999,1271300,86.39257
"2022-04-07",86.389999,87.220001,85.129997,86.720001,1153100,86.402534
"2022-04-08",86.940002,88.790001,86.459999,86.669998,1363500,86.352715
"2022-04-11",86.529999,86.940002,85.510002,85.730003,1076700,85.416161
"2022-04-12",86.080002,86.980003,84.529999,84.849998,1172900,84.539383
"2022-04-13",84.57,86.669998,84.370003,86.540001,1061500,86.223198
"2022-04-14",86.919998,87.75,84.050003,84.139999,3518600,83.831978
"2022-04-18",83.449997,84.32,82.230003,82.650002,1337300,82.347435
"2022-04-19",82.970001,86.040001,82.949997,85.339996,1123400,85.02758
"2022-04-20",86.339996,87.480003,85.970001,86.800003,905200,86.482246
"2022-04-21",87.730003,87.940002,85.589996,86.480003,1089300,86.163414
"2022-04-22",85.779999,86.870003,84.510002,84.669998,1087700,84.360039
"2022-04-25",84.410004,84.410004,82.099998,84.050003,932500,83.74231
"2022-04-26",83.050003,83.959999,80.800003,80.809998,1151600,80.514168
"2022-04-27",80.879997,83.339996,80.870003,82.110001,1550400,81.80941
"2022-04-28",82.089996,83.68,80.739998,83.410004,1090700,83.10466
"2022-04-29",83.029999,83.989998,80.300003,80.5,1056100,80.205307
"2022-05-02",80.290001,82.379997,80,81.830002,1273000,81.530441
"2022-05-03",81.650002,82.949997,80.669998,82.370003,1695300,82.068466
"2022-05-04",85.629997,90.580002,85,90.300003,2218500,89.969437
"2022-05-05",89.260002,89.870003,85.440002,86.279999,1555700,85.964142
"2022-05-06",85.470001,85.860001,82.900002,85.209999,1153100,84.898064
"2022-05-09",83.980003,86.32,83.440002,84.980003,1400600,84.668907
"2022-05-10",85.940002,86.5,82.110001,82.629997,1619500,82.327507
"2022-05-11",82.379997,82.910004,80.720001,80.889999,981100,80.59388
"2022-05-12",80.160004,82.849998,80,82.790001,1024500,82.486923
"2022-05-13",83.669998,85.080002,82.650002,83.910004,911800,83.602829
"2022-05-16",82.349998,83.370003,81.18,81.800003,1079200,81.500549
"2022-05-17",83.470001,84.199997,82.690002,84.040001,688400,83.732346
"2022-05-18",82.519997,83.260002,80.650002,80.959999,849500,80.66362
"2022-05-19",80.089996,82.690002,79.620003,81.949997,1055200,81.649994
"2022-05-20",82.480003,82.760002,79.620003,81.690002,856200,81.390953
"2022-05-23",82.480003,82.949997,80.860001,81.239998,816700,80.942596
"2022-05-24",80.970001,82.540001,79.279999,81.949997,1006600,81.649994
"2022-05-25",80.809998,81.330002,78.919998,81.029999,2503300,81.029999
"2022-05-26",82.449997,84.190002,82.449997,83.93,870900,83.93
"2022-05-27",84.970001,85.949997,84.779999,85.910004,921000,85.910004
"2022-05-31",84.93,85.910004,83.309998,84.25,1704800,84.25
"2022-06-01",84.949997,85.599998,83.059998,83.75,800500,83.75
"2022-06-02",84.400002,86.57,83.839996,86.510002,702700,86.510002
"2022-06-03",85.389999,85.830002,84.699997,85.480003,671400,85.480003
"2022-06-06",86.110001,87.230003,85.550003,85.669998,719000,85.669998
"2022-06-07",84.720001,86.18,84.440002,86.010002,578900,86.010002
"2022-06-08",85.110001,85.900002,84.400002,84.629997,496600,84.629997
"2022-06-09",84.279999,84.669998,82.699997,82.720001,614200,82.720001
"2022-06-10",80.699997,81.07,79.260002,80.139999,912700,80.139999
"2022-06-13",78.169998,79.059998,76.529999,76.959999,938900,76.959999
"2022-06-14",76.849998,77.279999,75.099998,76.5,1082100,76.5
"2022-06-15",77.360001,77.889999,75.489998,76.449997,815100,76.449997
"2022-06-16",74.400002,74.800003,72.080002,73.07,1438200,73.07
"2022-06-17",73.220001,74.470001,72.889999,72.910004,1494500,72.910004
"2022-06-21",73.779999,75.32,73.089996,74.809998,1299900,74.809998
"2022-06-22",74.059998,76.050003,73.940002,75.519997,1195700,75.519997
"2022-06-23",75.32,77.059998,74.379997,76.830002,2347900,76.830002
"2022-06-24",77.610001,79.629997,77.5,79.610001,2671000,79.610001
"2022-06-27",80.099998,80.699997,78.75,79.550003,853200,79.550003
"2022-06-28",79.529999,80.470001,77.769997,77.900002,788400,77.900002
"2022-06-29",77.660004,78.099998,76.419998,78.029999,765800,78.029999
