"","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
"2021-11-10",1863.209961,1897.52002,1863.209961,1881.420044,195600,1881.420044
"2021-11-11",1878.589966,1904,1876.109985,1886.890015,129500,1886.890015
"2021-11-12",1896.449951,1904.839966,1880.180054,1886.22998,120500,1886.22998
"2021-11-15",1895.23999,1921.369995,1886.089966,1911.839966,153200,1911.839966
"2021-11-16",1907.160034,1941.359985,1905.079956,1911.280029,140300,1911.280029
"2021-11-17",1920,1922.349976,1892.5,1893.839966,122300,1893.839966
"2021-11-18",1893.839966,1893.839966,1873.23999,1875.849976,138500,1875.849976
"2021-11-19",1886.900024,1886.900024,1856.98999,1859.680054,202700,1859.680054
"2021-11-22",1860.280029,1875.890015,1851.380005,1864.880005,114400,1864.880005
"2021-11-23",1874.150024,1883.780029,1849.569946,1880.099976,119300,1880.099976
"2021-11-24",1866.319946,1870.439941,1852,1855.050049,122900,1855.050049
"2021-11-26",1836.51001,1843.140015,1806.890015,1814.180054,90600,1814.180054
"2021-11-29",1828.099976,1855.430054,1815.819946,1838.689941,137300,1838.689941
"2021-11-30",1835,1852.800049,1812.969971,1817.069946,218400,1817.069946
"2021-12-01",1835.569946,1861.150024,1806.829956,1806.829956,139000,1806.829956
"2021-12-02",1817.589966,1873.859985,1816.02002,1868.290039,146900,1868.290039
"2021-12-03",1875.459961,1897.880005,1855.140015,1863,175500,1863
"2021-12-06",1877.810059,1886.01001,1858.22998,1879.98999,178700,1879.98999
"2021-12-07",1914.369995,2028.660034,1890.709961,2023.569946,280400,2023.569946
"2021-12-08",2013.76001,2019.969971,1940.599976,1988.859985,251100,1988.859985
"2021-12-09",1978.22998,2008.23999,1951.859985,1965.829956,268800,1965.829956
"2021-12-10",1975.790039,2006.670044,1958.949951,2003.02002,161300,2003.02002
"2021-12-13",2001.380005,2001.390015,1963.630005,1986.099976,169800,1986.099976
"2021-12-14",1982.97998,2011.209961,1971.079956,1999.540039,158200,1999.540039
"2021-12-15",1991.469971,2053,1983.800049,2048.590088,166800,2048.590088
"2021-12-16",2057.01001,2065.719971,2008.48999,2011.219971,170000,2011.219971
"2021-12-17",2016.339966,2016.339966,1972.869995,1996.369995,342000,1996.369995
"2021-12-20",1985.930054,1997.839966,1941.050049,1994.300049,170500,1994.300049
"2021-12-21",2012.099976,2012.099976,1975,1990.369995,124600,1990.369995
"2021-12-22",1989.630005,2028,1989.420044,2024.160034,92800,2024.160034
"2021-12-23",2027.040039,2039.51001,2007.599976,2014.5,103100,2014.5
"2021-12-27",2014.97998,2047.890015,2004.73999,2047.060059,72500,2047.060059
"2021-12-28",2048.389893,2064.169922,2037.400024,2059.939941,83900,2059.939941
"2021-12-29",2067.649902,2110,2058.280029,2104.040039,100800,2104.040039
"2021-12-30",2103,2107.209961,2076.879883,2084.52002,76200,2084.52002
"2021-12-31",2083.689941,2107.899902,2069.370117,2096.389893,105700,2096.389893
"2022-01-03",2077.48999,2089.189941,2024.5,2045.109985,150300,2045.109985
"2022-01-04",2058.189941,2098.389893,2046.869995,2080.25,148100,2080.25
"2022-01-05",2075,2096.899902,2031.920044,2034.030029,196800,2034.030029
"2022-01-06",2046.839966,2075.800049,2040.349976,2062.48999,135500,2062.48999
"2022-01-07",2044.339966,2049.209961,2006.300049,2014.77002,130500,2014.77002
"2022-01-10",1997.670044,2015.01001,1960.030029,2012.660034,147000,2012.660034
"2022-01-11",2012.660034,2025.23999,1975.02002,2000.97998,139000,2000.97998
"2022-01-12",2010.219971,2055.090088,2002.76001,2052.879883,195900,2052.879883
"2022-01-13",2058.040039,2077.070068,2042.599976,2048.399902,115000,2048.399902
"2022-01-14",2030,2057.709961,2020.119995,2033.47998,123200,2033.47998
"2022-01-18",2008.449951,2012.76001,1953.599976,1967.560059,178900,1967.560059
"2022-01-19",1981.089966,1991.969971,1945.189941,1945.890015,120500,1945.890015
"2022-01-20",1957.400024,1988.680054,1930.219971,1932.709961,151400,1932.709961
"2022-01-21",1939.26001,1964.5,1932.72998,1942.170044,171800,1942.170044
"2022-01-24",1920.660034,1979.829956,1891.280029,1972.130005,285200,1972.130005
"2022-01-25",1960.569946,1964.089966,1915.150024,1930.939941,202500,1930.939941
"2022-01-26",1952.439941,1952.439941,1876.569946,1881.699951,243000,1881.699951
"2022-01-27",1904.689941,1927.5,1891.290039,1907.72998,185400,1907.72998
"2022-01-28",1912.920044,1952.540039,1893.02002,1951.160034,166100,1951.160034
"2022-01-31",1944.300049,1996.369995,1944.300049,1986.349976,243700,1986.349976
"2022-02-01",1983.060059,2014.880005,1974.51001,2011.569946,192600,2011.569946
"2022-02-02",2032.459961,2071.070068,2024.589966,2064.179932,198000,2064.179932
"2022-02-03",2040.939941,2078.72998,2025.52002,2030.170044,223800,2030.170044
"2022-02-04",2024.209961,2041.099976,1975.359985,2018.699951,175800,2018.699951
"2022-02-07",2023.890015,2045.530029,1989.77002,1996.5,182700,1996.5
"2022-02-08",1991.880005,2047.599976,1980.030029,2017.01001,157100,2017.01001
"2022-02-09",2035.880005,2047.439941,1995,2005.310059,142200,2005.310059
"2022-02-10",1944.829956,1952.369995,1904.839966,1939.540039,355500,1939.540039
"2022-02-11",1947.800049,1991.579956,1940,1949.109985,182800,1949.109985
"2022-02-14",1942.849976,1947.160034,1906.76001,1924.599976,190200,1924.599976
"2022-02-15",1936.77002,1938.579956,1913.810059,1933.900024,152300,1933.900024
"2022-02-16",1929.98999,1947.670044,1901.540039,1927.469971,137400,1927.469971
"2022-02-17",1919.810059,1933.109985,1885,1893.109985,133400,1893.109985
"2022-02-18",1886.640015,1931.969971,1886.640015,1920.01001,122000,1920.01001
"2022-02-22",1914.079956,1927.660034,1842.130005,1850.900024,182700,1850.900024
"2022-02-23",1860.98999,1863.829956,1781.800049,1794.280029,221600,1794.280029
"2022-02-24",1759.02002,1799.72998,1759.02002,1794.77002,215200,1794.77002
"2022-02-25",1811.97998,1869.930054,1795.52002,1864.630005,187200,1864.630005
"2022-02-28",1829.689941,1875,1825.060059,1863.390015,294600,1863.390015
"2022-03-01",1880,1953.959961,1760,1817.060059,394300,1817.060059
"2022-03-02",1819.98999,1891.52002,1818.47998,1878.77002,243600,1878.77002
"2022-03-03",1879.530029,1895.680054,1837.969971,1885.349976,162900,1885.349976
"2022-03-04",1870.630005,1897.209961,1856.72998,1891.359985,167200,1891.359985
"2022-03-07",1878.709961,1903.040039,1848.849976,1860.300049,234300,1860.300049
"2022-03-08",1860.390015,1907.119995,1836.609985,1849.119995,186900,1849.119995
"2022-03-09",1896.040039,1903.51001,1867.380005,1884.560059,172000,1884.560059
"2022-03-10",1865.829956,1870.910034,1844.369995,1867.900024,122600,1867.900024
"2022-03-11",1870.719971,1894.680054,1860.439941,1864.589966,98000,1864.589966
"2022-03-14",1879.560059,1905,1860.079956,1869.22998,164000,1869.22998
"2022-03-15",1894.670044,1928.380005,1891.699951,1923.939941,181200,1923.939941
"2022-03-16",1927.040039,1975.599976,1927.040039,1970.73999,393400,1970.73999
"2022-03-17",1962.449951,1970.5,1910.339966,1945.300049,208000,1945.300049
"2022-03-18",1937.810059,1954.369995,1881.910034,1952.75,307900,1952.75
"2022-03-21",1936.140015,1960.319946,1924.180054,1938.689941,169100,1938.689941
"2022-03-22",1958.170044,1965.199951,1938.75,1946.819946,193000,1946.819946
"2022-03-23",1950,1977.410034,1928.709961,1972.280029,186700,1972.280029
"2022-03-24",1969.380005,2014.410034,1945.459961,2013.609985,161900,2013.609985
"2022-03-25",2025.359985,2043.47998,1990.050049,2027.290039,185700,2027.290039
"2022-03-28",2025,2034.859985,2000.75,2019.540039,165600,2019.540039
"2022-03-29",2050,2082.199951,2030.530029,2077.72998,254100,2077.72998
"2022-03-30",2067.870117,2078,2052.610107,2064.080078,168700,2064.080078
"2022-03-31",2066.860107,2072.360107,2043.98999,2044.579956,166100,2044.579956
"2022-04-01",2066.129883,2067.300049,1971.640015,1974.51001,214000,1974.51001
"2022-04-04",1964.099976,2017.98999,1958.400024,2016.380005,168300,2016.380005
"2022-04-05",1992.27002,2046.23999,1992.27002,2041.530029,162100,2041.530029
"2022-04-06",2020.170044,2074.98999,2019.959961,2072.75,168900,2072.75
"2022-04-07",2063.51001,2160.48999,2063.51001,2155.590088,246800,2155.590088
"2022-04-08",2162.97998,2221.570068,2150.909912,2190.560059,205000,2190.560059
"2022-04-11",2199.639893,2204.219971,2151.620117,2158.47998,194100,2158.47998
"2022-04-12",2163.47998,2186.389893,2152.959961,2168.439941,143500,2168.439941
"2022-04-13",2160.050049,2172.179932,2136.830078,2171.429932,132200,2171.429932
"2022-04-14",2179.439941,2193.709961,2164.600098,2164.600098,91100,2164.600098
"2022-04-18",2152.199951,2190.879883,2145.080078,2174.649902,139500,2174.649902
"2022-04-19",2178.399902,2202.030029,2169.040039,2196.790039,121900,2196.790039
"2022-04-20",2212.76001,2267.22998,2211.110107,2254.030029,158700,2254.030029
"2022-04-21",2261.27002,2267.399902,2227.100098,2233.310059,122600,2233.310059
"2022-04-22",2212.280029,2212.590088,2155.02002,2160.27002,149400,2160.27002
"2022-04-25",2154.879883,2204.659912,2120.800049,2195.679932,165900,2195.679932
"2022-04-26",2180,2229.47998,2165.310059,2195.939941,224800,2195.939941
"2022-04-27",2193.23999,2225,2174,2181.340088,152600,2181.340088
"2022-04-28",2085.879883,2085.879883,2010.48999,2014.439941,333700,2014.439941
"2022-04-29",2006.170044,2006.170044,1950.140015,1955.469971,275400,1955.469971
"2022-05-02",1964.599976,2009.98999,1963.77002,2006.689941,188400,2006.689941
"2022-05-03",2002.47998,2014,1962.26001,1976.290039,141800,1976.290039
"2022-05-04",1986.060059,2054.580078,1976.310059,2054.580078,165000,2054.580078
"2022-05-05",2039.869995,2043.109985,1954.400024,1973.089966,138900,1973.089966
"2022-05-06",1959,2002.030029,1918.420044,2000,170600,2000
"2022-05-09",1971.73999,1992.420044,1939.839966,1951.660034,172700,1951.660034
"2022-05-10",1975.589966,1984.410034,1921.969971,1950.890015,162400,1950.890015
"2022-05-11",1964.339966,1974.959961,1927.630005,1930.97998,174800,1930.97998
"2022-05-12",1940.709961,1981.189941,1916.400024,1954.76001,190000,1954.76001
"2022-05-13",1969.98999,2022.599976,1960.069946,2001.109985,186400,2001.109985
"2022-05-16",1988.339966,2034.099976,1970.369995,2023.48999,133600,2023.48999
"2022-05-17",2056.149902,2056.149902,2008.819946,2031.869995,196900,2031.869995
"2022-05-18",2002.609985,2002.609985,1807.910034,1839.619995,382500,1839.619995
"2022-05-19",1830,1919.569946,1817.72998,1889.390015,304300,1889.390015
"2022-05-20",1882.660034,1886.530029,1703.319946,1771.680054,443100,1771.680054
"2022-05-23",1773.839966,1821.130005,1759.099976,1805.219971,314100,1805.219971
"2022-05-24",1884.829956,1916.76001,1780.400024,1910.219971,403200,1910.219971
"2022-05-25",1901.949951,1978.079956,1882.180054,1964.660034,293200,1964.660034
"2022-05-26",1986.689941,2039.910034,1980.880005,2028.959961,235600,2028.959961
"2022-05-27",2034,2069.340088,2010.01001,2055.389893,226700,2055.389893
"2022-05-31",2056.080078,2082.070068,2033.709961,2059.649902,244800,2059.649902
"2022-06-01",2046,2060.399902,2035.109985,2035.109985,153600,2035.109985
"2022-06-02",2046.589966,2062.909912,1996.939941,2061.300049,136900,2061.300049
"2022-06-03",2044.73999,2070.300049,2040.719971,2058.040039,94900,2058.040039
"2022-06-06",2070.959961,2107.429932,2051.600098,2099.060059,149500,2099.060059
"2022-06-07",2080,2121.719971,2065.22998,2119.97998,120500,2119.97998
"2022-06-08",2096.209961,2120.629883,2089.389893,2092.350098,104600,2092.350098
"2022-06-09",2082.300049,2130.5,2082.300049,2101.149902,133400,2101.149902
"2022-06-10",2066.169922,2084.790039,2050.709961,2064.459961,112900,2064.459961
"2022-06-13",2031.560059,2056.110107,2012.079956,2026.660034,160100,2026.660034
"2022-06-14",2024.5,2068.550049,2008.050049,2033.579956,166700,2033.579956
"2022-06-15",2028,2054.340088,1991.060059,2013.810059,173100,2013.810059
"2022-06-16",2017.969971,2024.180054,1968.109985,2001.160034,201200,2001.160034
"2022-06-17",1983.98999,2005,1959.579956,1992.550049,412000,1992.550049
"2022-06-21",2026.23999,2037.76001,1980.73999,2032.119995,151400,2032.119995
"2022-06-22",2043.550049,2090.909912,2013.280029,2071.620117,144600,2071.620117
"2022-06-23",2100,2119.280029,2067,2108.639893,154100,2108.639893
"2022-06-24",2127.639893,2175.27002,2106.97998,2158.909912,442200,2158.909912
"2022-06-27",2190,2200.219971,2159.449951,2169.27002,166200,2169.27002
"2022-06-28",2168,2195.570068,2116.51001,2125.330078,194200,2125.330078
"2022-06-29",2127.5,2165.040039,2106.27002,2140,137900,2140
