"","DUK.Open","DUK.High","DUK.Low","DUK.Close","DUK.Volume","DUK.Adjusted"
"2021-11-30",99.650002,99.720001,96.75,97.010002,3873200,95.188965
"2021-12-01",97.440002,99,96.580002,96.620003,2825600,94.806282
"2021-12-02",97.099998,98.68,96.93,97.650002,2956200,95.816956
"2021-12-03",98.099998,99.949997,97.309998,99.879997,3106800,98.005089
"2021-12-06",100.519997,102.699997,100.260002,101.209999,2972500,99.310127
"2021-12-07",100.879997,101.550003,100.5,101.169998,4402500,99.270874
"2021-12-08",100.989998,101.639999,100.199997,100.849998,4819400,98.956879
"2021-12-09",101.040001,101.120003,99.260002,100.279999,4020800,98.397575
"2021-12-10",100.809998,102.050003,100.360001,101.510002,3039900,99.604492
"2021-12-13",101.5,103.629997,101.449997,103.040001,3932500,101.105774
"2021-12-14",103.050003,103.5,102.32,102.769997,2825100,100.840836
"2021-12-15",102.809998,104.110001,102.809998,103.82,3378800,101.871132
"2021-12-16",104,105.110001,103.639999,104.540001,3066600,102.577614
"2021-12-17",104.449997,105.169998,102.32,103.040001,7150200,101.105774
"2021-12-20",102.519997,103.830002,101.879997,103.669998,3678600,101.723938
"2021-12-21",104,104.489998,102.68,103.019997,2054600,101.086143
"2021-12-22",102.910004,103.529999,102.669998,103.160004,1588700,101.223518
"2021-12-23",103.279999,103.889999,102.93,102.970001,1435100,101.037086
"2021-12-27",102.970001,103.440002,102.68,103.290001,1269600,101.351082
"2021-12-28",103.459999,104.599998,103.459999,104.57,1197400,102.607048
"2021-12-29",104.760002,105.029999,104.230003,104.760002,1176300,102.793488
