"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2020-08-26",126.18,126.9925,125.082497,126.522499,163022400,125.187057
"2020-08-27",127.142502,127.485001,123.832497,125.010002,155552400,123.690521
"2020-08-28",126.012497,126.442497,124.577499,124.807503,187630000,123.490173
"2020-08-31",127.580002,131,126,129.039993,225702700,127.677986
"2020-09-01",132.759995,134.800003,130.529999,134.179993,151948100,132.763718
"2020-09-02",137.589996,137.979996,127,131.399994,200119000,130.013077
"2020-09-03",126.910004,128.839996,120.5,120.879997,257599600,119.604111
"2020-09-04",120.07,123.699997,110.889999,120.959999,332607200,119.683258
"2020-09-08",113.949997,118.989998,112.68,112.82,231366600,111.629189
"2020-09-09",117.260002,119.139999,115.260002,117.32,176940500,116.08168
"2020-09-10",120.360001,120.5,112.5,113.489998,182274400,112.292107
"2020-09-11",114.57,115.230003,110,112,180860300,110.817841
"2020-09-14",114.720001,115.93,112.800003,115.360001,140150100,114.142387
"2020-09-15",118.330002,118.830002,113.610001,115.540001,184642000,114.320473
"2020-09-16",115.230003,116,112.040001,112.129997,154679000,110.946465
"2020-09-17",109.720001,112.199997,108.709999,110.339996,178011000,109.175362
"2020-09-18",110.400002,110.879997,106.089996,106.839996,287104900,105.712311
"2020-09-21",104.540001,110.190002,103.099998,110.080002,195713800,108.918114
"2020-09-22",112.68,112.860001,109.160004,111.809998,183055400,110.629852
"2020-09-23",111.620003,112.110001,106.769997,107.120003,150718700,105.989357
"2020-09-24",105.169998,110.25,105,108.220001,167743300,107.077744
"2020-09-25",108.43,112.440002,107.669998,112.279999,149981400,111.094887
"2020-09-28",115.010002,115.32,112.779999,114.959999,137672400,113.746605
"2020-09-29",114.550003,115.309998,113.57,114.089996,99382200,112.88578
"2020-09-30",113.790001,117.260002,113.620003,115.809998,142675200,114.587631
"2020-10-01",117.639999,117.720001,115.830002,116.790001,116120400,115.557289
"2020-10-02",112.889999,115.370003,112.220001,113.019997,144712000,111.82708
"2020-10-05",113.910004,116.650002,113.550003,116.5,106243800,115.27034
"2020-10-06",115.699997,116.120003,112.25,113.160004,161498200,111.965599
"2020-10-07",114.620003,115.550003,114.129997,115.080002,96849000,113.865341
"2020-10-08",116.25,116.400002,114.589996,114.970001,83477200,113.7565
"2020-10-09",115.279999,117,114.919998,116.970001,100506900,115.73539
"2020-10-12",120.059998,125.18,119.279999,124.400002,240226800,123.08696
"2020-10-13",125.269997,125.389999,119.650002,121.099998,262330500,119.821793
"2020-10-14",121,123.029999,119.620003,121.190002,150712000,119.910851
"2020-10-15",118.720001,121.199997,118.150002,120.709999,112559200,119.435905
"2020-10-16",121.279999,121.550003,118.809998,119.019997,115393800,117.763733
"2020-10-19",119.959999,120.419998,115.660004,115.980003,120639300,114.755844
"2020-10-20",116.199997,118.980003,115.629997,117.510002,124423700,116.269699
"2020-10-21",116.669998,118.709999,116.449997,116.870003,89946000,115.636429
"2020-10-22",117.449997,118.040001,114.589996,115.75,101988000,114.528259
"2020-10-23",116.389999,116.550003,114.279999,115.040001,82572600,113.825752
"2020-10-26",114.010002,116.550003,112.879997,115.050003,111850700,113.835655
"2020-10-27",115.489998,117.279999,114.540001,116.599998,92276800,115.369278
"2020-10-28",115.050003,115.43,111.099998,111.199997,143937800,110.026291
"2020-10-29",112.370003,116.93,112.199997,115.32,146129200,114.102806
"2020-10-30",111.059998,111.989998,107.720001,108.860001,190272600,107.710976
"2020-11-02",109.110001,110.68,107.32,108.769997,122866900,107.621941
"2020-11-03",109.660004,111.489998,108.730003,110.440002,107624400,109.2743
"2020-11-04",114.139999,115.589996,112.349998,114.949997,138235500,113.736702
"2020-11-05",117.949997,119.620003,116.870003,119.029999,126387100,117.773651
