"","TECH.Open","TECH.High","TECH.Low","TECH.Close","TECH.Volume","TECH.Adjusted"
"2022-01-03",516.630005,519.049988,485.320007,487.790009,250300,486.974915
"2022-01-04",485.200012,485.200012,463.890015,468.019989,340300,467.237885
"2022-01-05",466.51001,469.880005,433.320007,434.730011,456100,434.00354
"2022-01-06",429.160004,434.959991,419.329987,426.540009,305800,425.82724
"2022-01-07",424.880005,426.369995,411.73999,415.279999,250100,414.586029
"2022-01-10",407.040009,429.950012,401.059998,427.769989,330800,427.055176
"2022-01-11",427.559998,433.869995,419.209991,432.309998,217100,431.587585
"2022-01-12",432.390015,437.959991,421.100006,428.369995,197700,427.654175
"2022-01-13",427.549988,427.890015,396.549988,397.679993,304400,397.015472
"2022-01-14",396,401.98999,383.100006,390.109985,375000,389.458099
"2022-01-18",382.850006,384.359985,375.549988,379,254900,378.366669
"2022-01-19",380.51001,390.959991,378.029999,379.829987,188800,379.195282
"2022-01-20",383.130005,389.779999,377.109985,377.220001,244000,376.58963
"2022-01-21",377.329987,379.679993,366.559998,367.100006,399500,366.486572
"2022-01-24",364.880005,382.559998,347.880005,381.890015,455200,381.251862
"2022-01-25",373.299988,376.769989,359.109985,368,252300,367.38504
"2022-01-26",372.700012,377.170013,360.329987,363.809998,261300,363.202057
"2022-01-27",369.320007,374.959991,353.290009,353.850006,406400,353.258698
"2022-01-28",355.200012,367.089996,349.119995,367.089996,461700,366.476593
"2022-01-31",368.559998,376.51001,367.329987,376.410004,395400,375.781006
"2022-02-01",407.609985,422.48999,394.290009,401.570007,564200,400.898956
"2022-02-02",404.589996,421.609985,404.589996,417.859985,474600,417.161743
"2022-02-03",399.700012,415,396.549988,409.600006,271100,408.915558
"2022-02-04",401,412.950012,397.040009,410.070007,326500,409.384766
"2022-02-07",410.359985,421.519989,409.98999,412.679993,266100,411.990387
"2022-02-08",411.600006,417.329987,405.480011,413.350006,305100,412.659271
"2022-02-09",419.790009,429.070007,412.820007,424.089996,303700,423.381348
"2022-02-10",413.130005,431.790009,413.130005,422.869995,293100,422.482147
"2022-02-11",424.480011,434.950012,414.880005,418.579987,363700,418.196075
"2022-02-14",418.929993,426.850006,413.109985,413.640015,280900,413.26062
"2022-02-15",419.609985,425.75,409.339996,412.75,352000,412.371429
"2022-02-16",409.73999,414.809998,403.059998,412.029999,357100,411.6521
"2022-02-17",410,415.619995,395.839996,398.190002,293500,397.824799
"2022-02-18",397.790009,404.170013,390,401.01001,251200,400.642212
"2022-02-22",401.290009,405.799988,393.589996,400.109985,197400,399.743011
"2022-02-23",402.619995,405.480011,391.549988,392.359985,206900,392.000122
"2022-02-24",387.549988,414.829987,386.100006,412.899994,352100,412.521271
"2022-02-25",413.119995,424.380005,412.380005,422.690002,262300,422.302307
"2022-02-28",417.940002,421.790009,412.100006,419.410004,385300,419.02533
"2022-03-01",419.589996,426.920013,416.209991,420.179993,230200,419.794617
"2022-03-02",422.420013,427.179993,417.959991,423.679993,188900,423.291382
"2022-03-03",426.26001,426.880005,415.26001,419.820007,141800,419.434937
"2022-03-04",417.779999,422.619995,409.079987,417.589996,306300,417.20697
"2022-03-07",416.309998,417.01001,400.040009,401.320007,228400,400.951904
"2022-03-08",396.809998,404.019989,387.100006,393.720001,205100,393.358887
"2022-03-09",405.570007,420.529999,399.059998,418.299988,211700,417.916321
"2022-03-10",409.929993,415.75,405.559998,415.089996,150100,414.70929
"2022-03-11",420.100006,420.100006,400.359985,400.839996,146200,400.472351
"2022-03-14",403.73999,412.519989,390.5,392.209991,147900,391.85025
"2022-03-15",397.440002,406.029999,393.670013,405.600006,224800,405.227997
"2022-03-16",411.299988,426.920013,411.299988,423.420013,146400,423.031647
"2022-03-17",420.450012,432.220001,417.880005,431.730011,174600,431.334015
"2022-03-18",430.980011,447.01001,430.980011,445.600006,333100,445.191315
"2022-03-21",439.339996,446.75,429.880005,438.23999,206200,437.838043
"2022-03-22",437.450012,446.820007,434.25,442.140015,195600,441.734497
"2022-03-23",440.029999,440.029999,427.140015,429.019989,117300,428.626495
"2022-03-24",429.679993,435.619995,424.540009,435.059998,109000,434.66095
"2022-03-25",438.829987,438.829987,426.26001,435.450012,106300,435.050629
"2022-03-28",436.779999,442.130005,429.570007,437.320007,113300,436.918884
"2022-03-29",444.399994,449.359985,442.980011,446.019989,163100,445.610901
"2022-03-30",444.410004,444.690002,436.600006,442.380005,143500,441.974243
"2022-03-31",443.170013,446.730011,430.980011,433.040009,295600,432.642822
"2022-04-01",437.350006,437.350006,427.609985,433.269989,289600,432.872589
"2022-04-04",435.320007,435.320007,429.76001,432.040009,389900,431.643738
"2022-04-05",433.290009,435.170013,427.769989,433.049988,260200,432.652802
"2022-04-06",429.730011,436.73999,419.809998,434.200012,225300,433.801758
"2022-04-07",433.779999,455.220001,433.779999,449.649994,258100,449.237579
"2022-04-08",445.579987,446.019989,432.179993,433.170013,365500,432.772705
"2022-04-11",430.290009,430.98999,415.980011,422.51001,254800,422.122498
"2022-04-12",425.880005,432.76001,409.630005,412.75,128200,412.371429
"2022-04-13",411.48999,423.829987,409.630005,419.399994,145900,419.01532
"2022-04-14",421.329987,425.170013,413.679993,418.079987,199200,417.696533
"2022-04-18",416.23999,416.519989,406.51001,412.059998,125900,411.682068
"2022-04-19",410.369995,419.26001,407.910004,413.25,216800,412.870972
"2022-04-20",417.809998,427.869995,413.290009,424.609985,149000,424.22052
"2022-04-21",426.160004,428.26001,411.320007,412.089996,147200,411.712036
"2022-04-22",410.470001,411.350006,402.670013,402.98999,200500,402.620361
"2022-04-25",394.230011,401.179993,389.179993,400.910004,332100,400.542297
"2022-04-26",398.75,398.75,381,382.130005,263300,381.77951
"2022-04-27",382.089996,391.279999,380.299988,380.929993,149700,380.580597
"2022-04-28",386,393.660004,380.859985,386.890015,360000,386.535156
"2022-04-29",385.279999,397.75,378.950012,379.690002,237500,379.341766
"2022-05-02",377.390015,384.690002,370.920013,382.579987,259800,382.229095
"2022-05-03",380.929993,391.390015,379.790009,383.429993,256800,383.078308
"2022-05-04",385.850006,398.309998,374.899994,395.839996,356700,395.476929
"2022-05-05",390.799988,392.220001,379.970001,386.149994,357300,385.795807
"2022-05-06",381.380005,381.380005,368.589996,372.929993,267000,372.587952
"2022-05-09",368.829987,368.829987,346.850006,347.059998,552500,346.741669
"2022-05-10",356.98999,362.040009,342.630005,351.540009,342200,351.21759
"2022-05-11",347.579987,355.570007,337.899994,338.670013,248300,338.359375
"2022-05-12",337.440002,353.190002,335.019989,348.880005,378700,348.560028
"2022-05-13",355.160004,371.910004,354.440002,367.769989,314600,367.769989
"2022-05-16",364.429993,370.480011,360.799988,362.130005,198200,362.130005
"2022-05-17",370.290009,376.279999,362.339996,371.049988,191000,371.049988
"2022-05-18",366.950012,369.149994,356.910004,359.089996,241600,359.089996
"2022-05-19",357.970001,370.73999,357.970001,366.440002,208700,366.440002
"2022-05-20",372.480011,372.480011,358.429993,366.350006,197500,366.350006
"2022-05-23",370.959991,370.959991,357.980011,364.51001,269800,364.51001
"2022-05-24",363.130005,363.130005,354.859985,357.170013,225800,357.170013
"2022-05-25",355.350006,359.519989,349.549988,352.809998,264900,352.809998
"2022-05-26",356.200012,366.559998,353.359985,365.320007,172600,365.320007
"2022-05-27",369.140015,386.570007,368.630005,386.559998,253400,386.559998
"2022-05-31",382.130005,384.149994,366.600006,369.730011,403800,369.730011
"2022-06-01",369.309998,374.850006,355.829987,359.950012,180300,359.950012
"2022-06-02",362.070007,375.329987,353.519989,374.01001,185500,374.01001
"2022-06-03",368.649994,369.809998,361.51001,363.100006,197800,363.100006
"2022-06-06",369.559998,371.149994,361.48999,363.399994,149900,363.399994
"2022-06-07",360.350006,367.600006,360.25,366,215800,366
"2022-06-08",365.130005,368.299988,361.200012,364.450012,134800,364.450012
"2022-06-09",362.23999,364.109985,355.040009,355.440002,190500,355.440002
"2022-06-10",349.679993,349.679993,334.440002,334.549988,242200,334.549988
"2022-06-13",323.929993,327.76001,321.029999,324.980011,307600,324.980011
"2022-06-14",324.48999,326.980011,318.070007,324.179993,255700,324.179993
"2022-06-15",328.230011,333.75,323.950012,330.660004,298700,330.660004
"2022-06-16",323.899994,325.279999,319.350006,322.670013,421600,322.670013
"2022-06-17",323.980011,333.299988,323.779999,327.149994,584400,327.149994
"2022-06-21",331.130005,333.209991,328.649994,329.299988,356300,329.299988
"2022-06-22",326.839996,332.839996,324.5,329.700012,321100,329.700012
"2022-06-23",332.579987,345.459991,330.709991,345.299988,255400,345.299988
"2022-06-24",348.690002,352.799988,345.950012,352.76001,341300,352.76001
"2022-06-27",352.220001,355.040009,346.429993,353.339996,236500,353.339996
"2022-06-28",353.070007,356.290009,345.76001,346.01001,179200,346.01001
"2022-06-29",345.269989,349.48999,341.549988,348.5,222800,348.5
