"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2021-12-28",229.429993,230.949997,229.429993,230.119995,531500,227.938919
"2021-12-29",230.339996,230.860001,228.009995,229.110001,595100,226.938492
"2021-12-30",229.210007,231.330002,228.289993,228.660004,450900,226.492767
"2021-12-31",227.759995,229.5,227.759995,228.460007,600200,226.294662
"2022-01-03",229.130005,229.5,223.899994,225.460007,1317500,223.32309
"2022-01-04",226.729996,228.529999,225.279999,227.270004,1154000,225.115952
"2022-01-05",228.729996,228.729996,225.619995,226.429993,1027500,224.283875
"2022-01-06",227.610001,227.779999,224.899994,225.710007,943300,223.570724
"2022-01-07",225.110001,225.740005,222.210007,225.039993,928900,222.907059
"2022-01-10",224.929993,225.410004,220.860001,222.800003,855500,220.688293
"2022-01-11",223.220001,223.550003,219.630005,223.440002,1259300,221.322235
"2022-01-12",223.029999,226.600006,223,226.179993,1649400,224.036255
"2022-01-13",227,229,223.130005,223.729996,2029500,221.609482
"2022-01-14",222.179993,223.399994,219.289993,223.190002,1596900,221.0746
"2022-01-18",222.309998,224.050003,220.320007,223.5,1709000,221.381668
"2022-01-19",224.229996,230.660004,224.229996,229.619995,3196100,227.443665
"2022-01-20",231.039993,234.039993,230.690002,231.199997,2370800,229.008682
"2022-01-21",231,231,225.899994,225.910004,2261500,223.768829
"2022-01-24",219.699997,224.740005,219.190002,224.25,2354700,222.124557
"2022-01-25",220.649994,224.300003,218.119995,221.789993,1645200,219.687866
"2022-01-26",222.960007,223.600006,217.960007,220.130005,2865000,218.04361
"2022-01-27",221.360001,228.449997,219.979996,223.240005,1935000,221.12413
"2022-01-28",223.960007,225.800003,219.100006,225.75,1840000,223.610352
"2022-01-31",225.279999,230.110001,223.639999,229.5,1754300,227.324799
"2022-02-01",229.330002,232.929993,228.119995,232.020004,1541400,229.820923
"2022-02-02",232.190002,240.039993,231.740005,239.369995,2092800,237.101242
"2022-02-03",239.009995,242.300003,237.580002,241.070007,2981100,238.785141
"2022-02-04",238.979996,248.199997,238.979996,246.169998,2007900,243.836792
"2022-02-07",246.169998,246.679993,242.050003,242.669998,1192600,240.369965
"2022-02-08",240.860001,242.639999,237.130005,241.410004,1938900,239.121918
"2022-02-09",247.119995,256.940002,244.25,249.509995,2685400,247.145126
"2022-02-10",246.520004,246.970001,242.839996,244.050003,2366700,241.736893
"2022-02-11",244.050003,244.050003,238.059998,241.029999,2591600,238.745514
"2022-02-14",241.630005,241.740005,236.320007,239.169998,2065700,236.903152
"2022-02-15",241.059998,243.149994,237.720001,238.839996,1755400,236.576263
"2022-02-16",238.259995,239.759995,237.860001,238.919998,1762100,236.655518
"2022-02-17",238.089996,241.199997,235.979996,238.850006,1217700,236.586182
"2022-02-18",239.279999,239.75,235.839996,236.619995,2356600,234.377304
"2022-02-22",236.699997,239.979996,235.929993,238.369995,1444500,236.110718
"2022-02-23",239.850006,240.979996,235.360001,235.559998,1060600,233.327362
"2022-02-24",229.589996,238.139999,229.169998,237.259995,2332900,235.011246
"2022-02-25",239.149994,240.839996,236.690002,239.410004,2016700,237.140869
"2022-02-28",235.75,238.190002,234.759995,236.529999,1754500,234.288177
"2022-03-01",236.339996,238.339996,232.410004,233.449997,1834700,231.23735
"2022-03-02",236.080002,238.610001,235.210007,236.740005,1427000,234.496185
"2022-03-03",238.380005,244.089996,237.720001,240.820007,2164800,238.537521
"2022-03-04",239.139999,244.639999,236.529999,243.770004,1472900,241.459549
"2022-03-07",243.770004,244.369995,235.639999,235.729996,2013500,233.495743
"2022-03-08",235.270004,235.270004,222.179993,222.729996,2695600,220.618958
"2022-03-09",225.25,231.580002,224.610001,230.089996,1642500,228.937073
"2022-03-10",227.220001,229.330002,225.229996,227.960007,1487100,226.817749
"2022-03-11",229.399994,231.710007,225.679993,225.960007,1295100,224.827774
"2022-03-14",227.690002,232.300003,225.960007,229.570007,1538700,228.419678
"2022-03-15",231.169998,232.550003,229.380005,232,1188700,230.837494
"2022-03-16",232.759995,242.169998,232.759995,242.009995,2025300,240.797333
"2022-03-17",241.190002,246.289993,241.130005,246.279999,1350400,245.045944
"2022-03-18",249.089996,251.240005,246.520004,249.600006,2863000,248.349319
"2022-03-21",248.5,251.460007,248.240005,250.759995,1442900,249.503494
"2022-03-22",250.759995,251.990005,245.720001,247.990005,1873300,246.747375
"2022-03-23",248,249.880005,246.460007,246.789993,976800,245.553375
"2022-03-24",247.309998,248.490005,243.770004,244.929993,1793000,243.702698
"2022-03-25",245.539993,249.330002,245.539993,247.720001,1601800,246.478729
"2022-03-28",248.110001,248.75,244.050003,244.580002,1795500,243.354462
"2022-03-29",245,245.490005,238.75,240.889999,2182100,239.682953
"2022-03-30",242.309998,243.690002,240.600006,241.800003,1586700,240.588394
"2022-03-31",242.580002,244.800003,237.830002,237.860001,2555900,236.668137
"2022-04-01",238.649994,240.869995,236.410004,239.820007,1906100,238.618317
"2022-04-04",240.070007,240.639999,233.169998,234.589996,1321500,233.41452
"2022-04-05",233.240005,240.619995,233.240005,237.460007,1227100,236.270142
"2022-04-06",236.559998,243.720001,235.990005,243.449997,1795900,242.230118
"2022-04-07",244.600006,245.770004,238.770004,244.300003,1212000,243.075867
"2022-04-08",245.940002,247.020004,242,242.5,1258900,241.284882
"2022-04-11",242.220001,242.369995,237.429993,239.839996,1302100,238.638214
"2022-04-12",240.020004,242.660004,235,236.029999,1467800,234.847305
"2022-04-13",236.809998,239.639999,235.800003,239.360001,1085100,238.160614
"2022-04-14",239.679993,240.539993,237.559998,237.660004,834100,236.469147
"2022-04-18",237.279999,238.820007,235.089996,236.240005,773400,235.056259
"2022-04-19",237.119995,237.770004,231.699997,234.100006,1356600,232.926987
"2022-04-20",235,237.610001,233.919998,236.199997,1591800,235.016449
"2022-04-21",236.610001,237.460007,228.149994,228.369995,1633500,227.225677
"2022-04-22",228.419998,229.300003,222.399994,222.919998,1570100,221.802994
"2022-04-25",221.399994,222.350006,217.520004,221.559998,2040300,220.449814
"2022-04-26",221.699997,221.759995,213.139999,213.270004,2122200,212.201355
"2022-04-27",217.490005,228.449997,214.779999,225.929993,2256500,224.797913
"2022-04-28",226.110001,228.119995,222.710007,225.720001,1473100,224.588974
"2022-04-29",224.529999,225.949997,218.889999,219.339996,1295000,218.240936
"2022-05-02",219.389999,220.990005,213.490005,216.779999,1463200,215.693756
"2022-05-03",217.559998,220.490005,216.830002,219.160004,1125300,218.061844
"2022-05-04",218.5,220.960007,213.75,220.660004,1623300,219.554321
"2022-05-05",219.990005,219.990005,211.130005,213.270004,1427300,212.201355
"2022-05-06",212.199997,212.850006,208.149994,210.369995,1296100,209.315872
"2022-05-09",208.830002,209.240005,200.660004,201.600006,1821200,200.589828
"2022-05-10",203.490005,205.649994,198.089996,200.270004,1574900,199.266495
"2022-05-11",200.110001,202.350006,197.979996,198.619995,1498300,197.624756
"2022-05-12",198.020004,199.169998,191.940002,196.009995,2572500,195.027832
"2022-05-13",198.199997,202.320007,196.089996,200.100006,1888600,199.097351
"2022-05-16",200.490005,200.660004,195.039993,196.169998,2064800,195.187027
"2022-05-17",198.699997,199.309998,194.029999,196.029999,1664300,195.047729
"2022-05-18",194.960007,195.130005,187.100006,188.479996,1832400,187.535568
"2022-05-19",186.710007,191.360001,186.190002,190.149994,1611300,189.197189
"2022-05-20",192.089996,193,188.729996,192.110001,2601900,191.147385
"2022-05-23",194.270004,194.559998,191.259995,191.600006,1879100,190.639938
"2022-05-24",191.580002,192.630005,187.899994,191.669998,1226700,190.709579
"2022-05-25",192.929993,196.759995,191.089996,195.429993,1897900,194.450729
"2022-05-26",195.740005,198.589996,195.179993,196.910004,1029200,195.923325
"2022-05-27",198.830002,199.940002,197.509995,199.929993,1123900,198.928192
"2022-05-31",199.839996,200.360001,197.449997,198.830002,2286600,197.83371
"2022-06-01",199.199997,201,197.740005,199.369995,1617600,198.371002
"2022-06-02",200,204.740005,199.369995,204.679993,1308200,203.654388
"2022-06-03",201.619995,203.940002,199.220001,200,1061400,198.997849
"2022-06-06",202.970001,203.369995,198.979996,199.360001,1228800,198.361053
"2022-06-07",198.720001,203.080002,198.669998,202.759995,1145100,201.744003
"2022-06-08",201.649994,203.470001,199.110001,199.570007,1094700,198.570007
"2022-06-09",199.139999,201.169998,197.889999,197.929993,1319900,197.929993
"2022-06-10",196.580002,201.470001,195.320007,199.899994,2471100,199.899994
"2022-06-13",195.960007,206.110001,195.270004,202.990005,2937900,202.990005
"2022-06-14",202.759995,202.940002,195.179993,196.110001,2345400,196.110001
"2022-06-15",197.5,203.130005,196.839996,200.880005,1434600,200.880005
"2022-06-16",197.330002,204.970001,196.729996,203.279999,2167900,203.279999
"2022-06-17",202.720001,203.25,197.119995,200.529999,3571600,200.529999
"2022-06-21",202.470001,209.300003,201.779999,208.5,1936000,208.5
"2022-06-22",206.600006,210.600006,205.389999,208.460007,1581200,208.460007
"2022-06-23",209.309998,211.289993,206.410004,208.460007,1217700,208.460007
"2022-06-24",209.119995,210.380005,207.009995,210,1556100,210
"2022-06-27",211.080002,211.289993,208.649994,209.440002,1050800,209.440002
"2022-06-28",209.550003,212.089996,205.419998,206.119995,1223300,206.119995
"2022-06-29",206.309998,208.889999,204.710007,206.149994,853500,206.149994
