"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"2022-01-13",116.089996,118.690002,115.800003,117.370003,707200,115.739304
"2022-01-14",115.75,116,113.290001,114.839996,524300,113.244446
"2022-01-18",113.220001,113.830002,112.099998,112.309998,612700,110.749596
"2022-01-19",113.040001,115.760002,112.970001,113.089996,728500,111.518761
"2022-01-20",112.769997,114.379997,109.769997,109.940002,655900,108.412537
"2022-01-21",109.099998,111,107.620003,108.5,692000,106.992538
"2022-01-24",105.419998,110.400002,103.949997,110.330002,1032700,108.797119
"2022-01-25",107.82,109.550003,105.660004,108.139999,806600,106.637543
"2022-01-26",109.419998,110.010002,104.650002,105.800003,907700,104.330055
"2022-01-27",107.519997,110.959999,106.150002,107.190002,787400,105.700737
"2022-01-28",106.440002,109.769997,105.400002,109.290001,1139600,107.771568
"2022-01-31",108.120003,112.099998,108.120003,110.839996,1272000,109.300026
"2022-02-01",111.059998,113.940002,110.589996,113.510002,1158200,111.93293
"2022-02-02",114.519997,116.309998,111.900002,113.669998,1497500,112.090706
"2022-02-03",121.919998,122.800003,117.110001,117.68,2428400,116.044998
"2022-02-04",118.720001,120.230003,117.269997,118.629997,1448000,116.981789
"2022-02-07",120.150002,120.150002,118.190002,119.339996,1246900,117.681931
"2022-02-08",119.559998,125.019997,119.349998,124.669998,1813000,122.937874
"2022-02-09",125.900002,128.710007,124.400002,127.150002,1271100,125.383423
"2022-02-10",125.389999,128.169998,125.010002,125.589996,981900,123.845085
"2022-02-11",125.5,126.709999,121.550003,121.739998,932200,120.048584
"2022-02-14",122.230003,124.650002,121.900002,122.540001,987700,120.837471
"2022-02-15",125.269997,128.970001,124.809998,128.759995,1094600,126.971046
"2022-02-16",128.350006,131.289993,127.839996,130.039993,926700,128.233261
"2022-02-17",128.889999,131.009995,126.470001,126.699997,1418600,124.939667
"2022-02-18",127.080002,129.399994,125.720001,126.580002,923600,124.821342
"2022-02-22",126.110001,135.990005,125.400002,129.630005,4037800,127.828964
"2022-02-23",130.699997,132.139999,128.199997,129.100006,1396600,127.306335
"2022-02-24",125.160004,129.330002,124.82,128.929993,1397200,127.13868
"2022-02-25",129.529999,134.669998,128.899994,134.110001,1097300,132.246719
"2022-02-28",131.330002,132.970001,129.380005,132.039993,1109000,130.205475
"2022-03-01",131.229996,132.399994,123.519997,124.699997,1261000,122.967453
"2022-03-02",124.860001,129.830002,124.510002,128.470001,903000,126.685081
"2022-03-03",128.610001,128.880005,123.260002,124.57,1197100,122.839264
"2022-03-04",122.419998,122.82,114.510002,116.050003,1562100,114.437637
"2022-03-07",114.300003,114.68,101.5,101.860001,2636800,100.444794
"2022-03-08",102.589996,106.870003,100.440002,101.010002,1985500,99.606598
"2022-03-09",106.470001,109.470001,105.400002,108.639999,1481900,107.130592
"2022-03-10",105.739998,112.209999,105.739998,109.120003,1288400,107.603928
"2022-03-11",110,110.459999,107.25,107.540001,835400,106.045876
"2022-03-14",108.559998,110.330002,106.559998,107.589996,1193700,106.095184
"2022-03-15",108.559998,110.199997,105.040001,108.019997,1142700,106.519203
"2022-03-16",110.940002,117.5,110,114,1055100,112.416122
"2022-03-17",116.099998,119.330002,114.720001,119.220001,1184400,117.563599
"2022-03-18",117.980003,121.720001,116.830002,121.400002,1298200,119.71331
"2022-03-21",121.529999,122.019997,117.519997,118.5,707600,116.8536
"2022-03-22",120.18,120.970001,115.910004,117.279999,716500,115.650551
"2022-03-23",116.400002,117.160004,115.370003,116.370003,518700,114.753197
"2022-03-24",117.239998,117.910004,116.269997,117.580002,532600,115.946381
"2022-03-25",118.370003,118.529999,116.220001,117.440002,508200,115.808334
"2022-03-28",116.980003,119.459999,114.849998,119.110001,1065800,117.455124
"2022-03-29",122.07,125.260002,121.889999,122.629997,965200,120.926216
"2022-03-30",122.089996,122.410004,118.769997,119.720001,754200,118.056656
"2022-03-31",117.980003,118.889999,113.18,113.440002,883900,112.510475
"2022-04-01",114.620003,114.620003,110.800003,112,706600,111.082268
"2022-04-04",111.580002,115.629997,110.709999,115.07,740900,114.127113
"2022-04-05",111.160004,113.330002,110.239998,110.629997,920400,109.723495
"2022-04-06",109.470001,109.529999,104.720001,105.910004,960500,105.042175
"2022-04-07",105.93,106.32,101.050003,104.809998,1312100,103.95118
"2022-04-08",104.349998,107.32,101.940002,105.610001,938400,104.744629
"2022-04-11",104.82,109.989998,104.349998,105.040001,1451300,104.179298
"2022-04-12",106.25,108.519997,105.5,105.82,619100,104.952904
"2022-04-13",105.959999,108.660004,105.959999,107.660004,557500,106.777832
"2022-04-14",108.139999,110.010002,107.669998,108.519997,597900,107.630783
"2022-04-18",108.410004,109.290001,106.339996,108.699997,555400,107.809303
"2022-04-19",109.379997,113.339996,109.379997,112.809998,718300,111.885628
"2022-04-20",114,116.199997,113.089996,115.379997,768700,114.43457
"2022-04-21",117.610001,118.540001,113.510002,114.239998,704900,113.303909
"2022-04-22",112.910004,113.400002,108.769997,109.25,909500,108.354805
"2022-04-25",108.139999,108.739998,104.379997,108.43,1542100,107.541519
"2022-04-26",107.269997,107.839996,102.900002,104.32,1002600,103.465202
"2022-04-27",103.800003,105.599998,103.32,103.389999,1103700,102.542816
"2022-04-28",104.739998,107.099998,103.209999,106.760002,951600,105.885208
"2022-04-29",106.190002,108.040001,104.019997,104.339996,801800,103.485031
"2022-05-02",105,106.910004,103.629997,106.699997,930300,105.825691
"2022-05-03",107.129997,107.889999,104.07,105.809998,870600,104.942986
"2022-05-04",106.239998,107.639999,103.089996,107.580002,847500,106.698486
"2022-05-05",105.809998,105.809998,98.879997,100.209999,1085200,99.388878
"2022-05-06",98.739998,101.160004,95.779999,98.540001,1439600,97.732559
"2022-05-09",96.540001,99.639999,94.089996,94.879997,1031200,94.102547
"2022-05-10",96.300003,96.489998,92.75,95.050003,1571100,94.271164
"2022-05-11",95.610001,96.050003,92.120003,92.370003,1286800,91.613121
"2022-05-12",91.800003,96.419998,91.540001,95.459999,1359000,94.677795
"2022-05-13",96.839996,100.889999,96.290001,99.93,705900,99.111168
"2022-05-16",99.32,100.550003,97.57,98.300003,687700,97.49453
"2022-05-17",101.82,103.239998,98.629997,102,723500,101.164207
"2022-05-18",97.57,97.949997,94.43,95.290001,1184300,94.509193
"2022-05-19",93.709999,94.620003,91.419998,92.089996,1286600,91.335411
"2022-05-20",93.690002,93.75,90.169998,93.239998,1387200,92.47599
"2022-05-23",92.660004,94.410004,88.059998,90.949997,2187600,90.20475
"2022-05-24",90.059998,93.910004,86.550003,91.139999,2881300,90.393196
"2022-05-25",89.839996,97.029999,89.57,93.690002,1777400,92.922302
"2022-05-26",95.949997,100.25,95.349998,98.410004,1103500,97.60363
"2022-05-27",98.059998,100.150002,97.699997,98.870003,1193600,98.05986
"2022-05-31",98.790001,101.870003,97.059998,101.089996,1608200,100.261665
"2022-06-01",102.220001,103.349998,99.849998,101.190002,1178100,100.360847
"2022-06-02",102.290001,104.150002,101.120003,104.099998,1005000,103.247002
"2022-06-03",102.75,106.07,102.019997,105.190002,1054700,104.328072
"2022-06-06",105.839996,105.949997,104.370003,105.830002,835700,104.96283
"2022-06-07",104,107.110001,104,106.529999,974200,105.657089
"2022-06-08",105.18,106.220001,104.139999,104.440002,1083200,103.584221
"2022-06-09",103.809998,104.43,102.660004,103.18,1339100,102.334541
"2022-06-10",100.519997,102.389999,99.68,99.790001,1763500,98.972321
"2022-06-13",95.93,96.809998,93.150002,94.389999,1169100,93.616562
"2022-06-14",95.07,96.169998,94.040001,94.57,654700,93.79509
"2022-06-15",95.650002,97.040001,94,95.870003,627500,95.084442
"2022-06-16",92.230003,92.360001,86.540001,87.139999,1158900,86.425972
"2022-06-17",87.029999,90.470001,86.720001,89.709999,1807800,88.974915
"2022-06-21",92.410004,93.029999,89.730003,92.160004,1457900,91.404839
"2022-06-22",90.339996,93.529999,90.339996,92.269997,1176500,91.513931
"2022-06-23",93.040001,94.040001,92.099998,93.330002,798200,92.565254
"2022-06-24",94.360001,96.57,93.529999,96.349998,943300,95.560501
"2022-06-27",96.940002,96.940002,93.82,94.190002,749200,93.418205
"2022-06-28",95.769997,97.389999,92.940002,93.07,672100,92.307381
"2022-06-29",92.699997,92.699997,90.190002,91.529999,914100,90.779999
