"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"2022-01-03",72.889999,75.849998,72.889999,75.739998,3710300,74.17691
"2022-01-04",76.529999,78.75,76.459999,78.57,4484400,76.948517
"2022-01-05",79.25,80.260002,77.860001,78.32,4196400,76.703667
"2022-01-06",80.25,80.709999,78.400002,80.480003,3631300,78.819092
"2022-01-07",80.480003,82.089996,79.889999,81.959999,3771000,80.268555
"2022-01-10",82.330002,84.300003,81.970001,83.860001,5816300,82.129341
"2022-01-11",84.629997,86.730003,84.019997,86.150002,4409600,84.372078
"2022-01-12",86.5,86.989998,85.510002,86.300003,4263400,84.518982
"2022-01-13",85.809998,87.989998,85.809998,86.779999,3706600,84.989075
"2022-01-14",86.5,88.639999,86.5,88.580002,3389700,86.751938
"2022-01-18",89.57,89.900002,87.169998,88.660004,3862500,86.830284
"2022-01-19",89.519997,89.550003,86.5,87.239998,3086500,85.439583
"2022-01-20",86.449997,88.279999,85.470001,85.5,2943500,83.735489
"2022-01-21",85.150002,85.150002,82.239998,83.440002,3592700,81.71801
"2022-01-24",81.220001,83.110001,79.529999,82.830002,3803800,81.120598
"2022-01-25",82.239998,86.25,81.239998,85.959999,3122800,84.186005
"2022-01-26",86.919998,87.959999,84.410004,85.050003,3907700,83.294785
"2022-01-27",87.230003,87.849998,84,85.82,3917900,84.048897
"2022-01-28",86.160004,89.199997,81.980003,84.25,6742900,82.511292
"2022-01-31",84.419998,85.790001,83.209999,84.790001,3778700,83.040146
"2022-02-01",84.080002,87.800003,83.449997,87.660004,3360100,85.850922
"2022-02-02",87.019997,87.949997,84.760002,87.699997,4159500,85.890083
"2022-02-03",87.75,88,86.269997,87.220001,2829400,85.419998
"2022-02-04",88.050003,89.5,87.900002,88.839996,3256300,87.006561
"2022-02-07",88.379997,91.199997,88,90.290001,4104900,88.426643
"2022-02-08",89.449997,90.239998,87.860001,88.82,3048400,86.986984
"2022-02-09",89.010002,90.099998,88.800003,89.449997,2605900,87.603973
"2022-02-10",89,91.199997,88.870003,89.459999,2660100,87.61377
"2022-02-11",90,93.550003,89.879997,93.199997,4821300,91.276581
"2022-02-14",92.440002,92.519997,89.349998,90.519997,3951800,88.651886
"2022-02-15",88.650002,89.559998,87.75,88.419998,3397400,86.59523
"2022-02-16",89.540001,90.730003,87.75,88.300003,3426300,86.477715
"2022-02-17",87.959999,88.480003,86.57,87.040001,2670700,85.243721
"2022-02-18",85.190002,86.68,84.550003,85.07,2488000,84.204399
"2022-02-22",86.940002,87.330002,83.019997,84.099998,3562000,83.24427
"2022-02-23",84.849998,84.889999,83.370003,83.980003,3261800,83.125496
"2022-02-24",85,85.040001,81.68,83.480003,3775000,82.630577
"2022-02-25",84.029999,85.400002,83.589996,84.690002,2999700,83.82827
"2022-02-28",83.510002,84.739998,82.940002,84.239998,4639400,83.382843
"2022-03-01",85.080002,86.209999,81.089996,82.169998,5324500,81.333908
"2022-03-02",83.040001,85.160004,82.599998,84.309998,3644200,83.452126
"2022-03-03",84,85.389999,82.410004,83,3894300,82.155464
"2022-03-04",82.459999,84.489998,82.300003,84.300003,4030100,83.442238
"2022-03-07",85.220001,85.959999,82.370003,82.599998,6183500,81.759529
"2022-03-08",84.559998,88.300003,83.790001,84.309998,16579800,83.452126
"2022-03-09",79.5,80.349998,78.120003,79.349998,14161400,78.542603
"2022-03-10",80.199997,81.330002,78.290001,81.209999,10788600,80.383675
"2022-03-11",80.559998,82.099998,79.800003,80.769997,7198200,79.948151
"2022-03-14",80.040001,80.970001,77.25,78.269997,5807200,77.473587
"2022-03-15",76.910004,77.580002,73.849998,75.339996,5925300,74.573402
"2022-03-16",75.75,76.839996,75.459999,76.5,4031800,75.721603
"2022-03-17",77.269997,77.980003,76.080002,77.550003,4840500,76.760918
"2022-03-18",77.739998,78.839996,76.5,78.760002,8269500,77.958603
"2022-03-21",80,81.400002,79.779999,80.629997,4278900,79.80957
"2022-03-22",80.199997,80.580002,78.309998,79.790001,3541700,78.978127
"2022-03-23",80.5,80.980003,79.860001,80.269997,3446700,79.453239
"2022-03-24",80.629997,81.330002,79.800003,81.120003,3946900,80.294594
"2022-03-25",80.790001,83.849998,80.580002,83.849998,4290900,82.996811
"2022-03-28",82.5,83.220001,81.449997,82.290001,4214600,81.452682
"2022-03-29",81,83.550003,80.610001,83.470001,3546000,82.620682
"2022-03-30",84.639999,87.5,84.639999,87.440002,4512500,86.550285
"2022-03-31",87,88.720001,86.309998,86.389999,4830800,85.510963
"2022-04-01",86.43,87.489998,84.529999,85.959999,3204400,85.085342
"2022-04-04",86.68,87,85.540001,86.669998,2410900,85.788116
"2022-04-05",86.980003,88.160004,85.889999,85.910004,3003100,85.035858
"2022-04-06",86.550003,86.989998,85.220001,85.68,2563300,84.808189
"2022-04-07",86.160004,86.650002,80.169998,83.080002,7514600,82.23465
"2022-04-08",83.669998,84.93,83.150002,84.25,4686200,83.392738
"2022-04-11",83.589996,84.199997,82.169998,82.489998,3973800,81.65065
"2022-04-12",83.5,84.730003,81.709999,81.970001,2943900,81.135941
"2022-04-13",82.43,83.389999,81.639999,83.139999,2659600,82.294037
"2022-04-14",83.32,84.089996,82.790001,82.849998,3014900,82.006989
"2022-04-18",83.68,87.18,82.610001,87.160004,3679600,86.273132
"2022-04-19",86.959999,90.510002,86.790001,89.550003,5120900,88.638817
"2022-04-20",89.769997,90.639999,88.529999,88.870003,2816600,87.965736
"2022-04-21",89.760002,90.510002,85.540001,85.949997,4574000,85.075439
"2022-04-22",85.989998,86.720001,83.5,83.620003,3458600,82.769157
"2022-04-25",81.279999,82.010002,78.089996,81.019997,5577500,80.195602
"2022-04-26",81.419998,83.440002,81.050003,81.879997,4847000,81.046852
"2022-04-27",81.889999,84.120003,80.68,83.010002,4482600,82.165359
"2022-04-28",83.639999,87.760002,83.050003,87.209999,4228700,86.322624
"2022-04-29",88.629997,90.330002,86.470001,86.760002,6279900,85.877205
"2022-05-02",86.68,89.459999,86.089996,89.18,4280400,88.272575
"2022-05-03",89.389999,91.25,89.370003,90.790001,4292000,89.866196
"2022-05-04",91.739998,96.449997,90.949997,96.169998,5874800,95.191452
"2022-05-05",96.610001,96.760002,92.459999,94.519997,5448500,93.558243
"2022-05-06",95.93,96.540001,93.089996,96.360001,4093600,95.379524
"2022-05-09",94.269997,94.699997,89.160004,89.480003,5173000,88.569527
"2022-05-10",90.410004,92.540001,87.830002,89.57,4186100,88.658607
"2022-05-11",91.360001,92.980003,90.099998,91.199997,2981700,90.272018
"2022-05-12",91.419998,91.68,88.75,91.190002,3910600,90.262131
"2022-05-13",92.690002,94.889999,92.690002,94.599998,3329000,93.637428
"2022-05-16",94.720001,97.980003,94.720001,97.080002,4561900,96.092194
"2022-05-17",98.360001,98.660004,96.43,97.720001,3747200,96.725685
"2022-05-18",98.199997,98.580002,94.309998,95.519997,4002600,94.548065
"2022-05-19",93.199997,96.410004,92.550003,95.330002,4660600,94.360001
"2022-05-20",95.43,95.910004,91.480003,93.790001,3838800,93.790001
"2022-05-23",95.160004,95.919998,94.18,95.080002,4220300,95.080002
"2022-05-24",94.040001,97.050003,93.699997,96.769997,3076300,96.769997
"2022-05-25",96.989998,99.629997,96.75,99.080002,3422100,99.080002
"2022-05-26",99.889999,100.629997,98.480003,98.68,3262700,98.68
"2022-05-27",98.699997,102.269997,98.610001,101.730003,3621300,101.730003
"2022-05-31",102.309998,103.669998,100.559998,100.809998,5541800,100.809998
"2022-06-01",101.839996,104.010002,101.209999,103.18,4086100,103.18
"2022-06-02",102.550003,104.050003,101.650002,103,3031400,103
"2022-06-03",103.199997,104.839996,102.769997,104.459999,2938900,104.459999
"2022-06-06",104.879997,106.959999,104.709999,106.019997,3046000,106.019997
"2022-06-07",105.529999,109.980003,105.529999,109.919998,3477600,109.919998
"2022-06-08",109.75,111.279999,108.839996,110.25,3611100,110.25
"2022-06-09",109.730003,110.400002,108.190002,108.269997,2946100,108.269997
"2022-06-10",106.910004,107.769997,104.839996,106.309998,3015000,106.309998
"2022-06-13",103.309998,104.190002,100.059998,101.440002,4227500,101.440002
"2022-06-14",104.93,107.709999,102.349998,104.129997,4522800,104.129997
"2022-06-15",104.199997,105.059998,100.120003,102.379997,4747200,102.379997
"2022-06-16",99.370003,101.080002,95.940002,96.5,6847800,96.5
"2022-06-17",96.940002,97.370003,90.230003,90.510002,14915800,90.510002
"2022-06-21",93.709999,96.699997,93.550003,95.980003,5764900,95.980003
"2022-06-22",92,94.029999,90.480003,90.510002,5178900,90.510002
"2022-06-23",91.629997,92.050003,83.160004,84.389999,6160600,84.389999
"2022-06-24",86.230003,86.599998,83.910004,84.199997,5267500,84.199997
"2022-06-27",85.449997,88.099998,85.07,87.199997,3796200,87.199997
"2022-06-28",89.07,91.300003,87.419998,88.849998,3791400,88.849998
"2022-06-29",90.279999,90.769997,84.220001,84.580002,4246300,84.580002
