"","ADP.Open","ADP.High","ADP.Low","ADP.Close","ADP.Volume","ADP.Adjusted"
"2021-12-30",248.25,248.330002,245.360001,245.559998,753300,243.187042
"2021-12-31",245.449997,247.75,244.589996,246.580002,884200,244.197189
"2022-01-03",245.059998,247.470001,241.429993,244.009995,1397000,241.652008
"2022-01-04",243.179993,247.039993,243.179993,245.149994,2124400,242.780991
"2022-01-05",244.580002,246.490005,242.830002,243.059998,2181200,240.711182
"2022-01-06",242.460007,244.690002,240.630005,241.389999,1946500,239.057327
"2022-01-07",240.779999,241.240005,238.729996,238.839996,1462000,236.531967
"2022-01-10",236.339996,237.919998,231.929993,232.889999,1929300,230.639465
"2022-01-11",233.660004,235.419998,230.100006,235.279999,1293000,233.006363
"2022-01-12",235.130005,236.130005,233.210007,234.630005,1202500,232.362656
"2022-01-13",234.860001,236.050003,231.309998,231.929993,1110600,229.688736
"2022-01-14",229.940002,231.339996,226.929993,228.75,1562900,226.539474
"2022-01-18",226,227.820007,222.759995,226.440002,1939500,224.251801
"2022-01-19",227.639999,229.449997,224.729996,224.830002,1613900,222.657349
"2022-01-20",226.600006,228.380005,219.729996,220.309998,2051800,218.18103
"2022-01-21",220.570007,221.729996,216.830002,217.130005,2164400,215.031769
"2022-01-24",215.880005,219.369995,211.029999,218.240005,2981600,216.131042
"2022-01-25",213.089996,218.690002,212.740005,216.880005,2487300,214.78418
"2022-01-26",205.490005,208.270004,196.539993,197.460007,5686900,195.551849
"2022-01-27",198.25,200.580002,194.559998,196.419998,3526600,194.521896
"2022-01-28",196.940002,199.289993,192.690002,199.270004,2261800,197.34436
"2022-01-31",199.339996,207.360001,198.089996,206.169998,3113300,204.177673
"2022-02-01",206.479996,207.259995,202.580002,205.559998,2122700,203.573563
"2022-02-02",205.559998,208.320007,205.220001,207.899994,2149900,205.890945
"2022-02-03",204.330002,207.649994,203.860001,205.130005,1938000,203.147736
"2022-02-04",203.889999,207.330002,201.229996,206.25,2016400,204.256912
"2022-02-07",206.889999,207.979996,205.240005,205.979996,1581900,203.989502
"2022-02-08",204.710007,208.899994,204,208.410004,1503800,206.396027
"2022-02-09",210.470001,211.389999,209.270004,211.160004,2078700,209.119461
"2022-02-10",207.25,208.309998,204.179993,205.539993,2270600,203.553772
"2022-02-11",206.399994,207.399994,203.690002,203.789993,2678700,201.820679
"2022-02-14",204.380005,204.699997,199.690002,201.979996,1899600,200.028152
"2022-02-15",204.479996,204.809998,202.550003,204.020004,1412000,202.048447
"2022-02-16",203.410004,205.229996,201.339996,204.240005,1833900,202.266327
"2022-02-17",202.910004,203.729996,199.990005,200.460007,1600700,198.522858
"2022-02-18",200.050003,202.080002,199.199997,200.449997,2744400,198.512955
"2022-02-22",200.449997,202.449997,198.449997,199.899994,1690200,197.968262
"2022-02-23",200.990005,202.080002,195.880005,196.289993,1646700,194.393143
"2022-02-24",193.5,200.710007,192.259995,200.220001,1965400,198.285172
"2022-02-25",201.029999,204.539993,199.820007,204.360001,1336400,202.385162
"2022-02-28",203.429993,204.869995,201.190002,204.440002,2234600,202.464386
"2022-03-01",203.539993,204.550003,201.149994,202.309998,1503200,200.354965
"2022-03-02",202.949997,207.330002,202.220001,206.289993,1674600,204.296509
"2022-03-03",208.860001,209.610001,203.970001,204.699997,2192200,202.721878
"2022-03-04",203.570007,208.610001,202.619995,208.460007,1492300,206.445557
"2022-03-07",207.720001,211.800003,206.470001,208.389999,2535500,206.376236
"2022-03-08",207.839996,213.059998,204.940002,205.380005,2326300,203.395309
"2022-03-09",210.330002,211.139999,206.070007,209.699997,1791600,207.673569
"2022-03-10",206.509995,210.119995,205.009995,209.429993,2399300,208.439911
"2022-03-11",210.630005,212.350006,206.699997,207.270004,1664800,206.290146
"2022-03-14",207.570007,209.720001,206.210007,207,2064100,206.021408
"2022-03-15",210,212.880005,208.619995,212.309998,2220200,211.306305
"2022-03-16",212.990005,214.559998,207.860001,212.460007,2086300,211.455612
"2022-03-17",211.720001,214,211.350006,213.919998,1453700,212.908691
"2022-03-18",213.919998,217.470001,212.229996,214.690002,6168400,213.675064
"2022-03-21",214.25,215.279999,210.360001,212.529999,2064500,211.525269
"2022-03-22",212.660004,215.550003,211.369995,215.210007,1893900,214.192612
"2022-03-23",215.779999,215.789993,212.470001,212.570007,1120200,211.565079
"2022-03-24",213.839996,217.089996,212.710007,216.949997,1153300,215.924362
"2022-03-25",217.710007,219.070007,216.529999,219.039993,1249800,218.004486
"2022-03-28",219.089996,220.669998,218.119995,220.649994,1202800,219.606873
"2022-03-29",222.860001,225.440002,222,224.949997,1560800,223.886551
"2022-03-30",223.679993,228.520004,222.639999,227.759995,1628800,226.683258
"2022-03-31",229.179993,232.070007,227.529999,227.539993,3306800,226.464294
"2022-04-01",228.270004,233.899994,227.089996,233.5,1934800,232.396133
"2022-04-04",233.759995,236.130005,233.369995,235.179993,1962700,234.068176
"2022-04-05",234.929993,240.630005,234.550003,238,2519300,236.874863
"2022-04-06",235.690002,239.050003,235.380005,237.789993,2308600,236.665848
"2022-04-07",236.580002,239.559998,236.550003,238.5,2141700,237.372498
"2022-04-08",238.380005,239.679993,236.770004,237.710007,1469300,236.586243
"2022-04-11",237.729996,238.720001,230.580002,230.960007,2087400,229.868149
"2022-04-12",234.259995,234.929993,230.600006,231.059998,1703600,229.967667
"2022-04-13",231.850006,234.169998,231.779999,233.740005,1566200,232.63501
"2022-04-14",233.740005,234.669998,228.619995,229.199997,2213600,228.116455
"2022-04-18",228,229.779999,225.300003,227.199997,2253000,226.125916
"2022-04-19",227.199997,230.460007,225.389999,229.600006,2263300,228.514572
"2022-04-20",231.770004,233.119995,231.089996,232.619995,1545700,231.520294
"2022-04-21",233.369995,235.25,229.570007,230.179993,1343100,229.091827
"2022-04-22",230.589996,232.199997,223.300003,223.520004,1622300,222.463318
"2022-04-25",223.169998,227.410004,221.710007,227.059998,1810300,225.986572
"2022-04-26",224.639999,227.220001,222.169998,222.279999,2175600,221.229172
"2022-04-27",225,232.779999,223.479996,228,2292300,226.922134
"2022-04-28",229.220001,231.690002,227.580002,229.679993,2248200,228.594177
"2022-04-29",228.679993,229.160004,217.479996,218.179993,2621400,217.148544
"2022-05-02",219.789993,222.039993,215.130005,219.320007,2283200,218.283173
"2022-05-03",219.970001,222.949997,219.130005,221.539993,1957300,220.492661
"2022-05-04",221.820007,229.419998,220.309998,228.880005,1631500,227.797974
"2022-05-05",228.289993,228.289993,216.149994,218.559998,2103500,217.526764
"2022-05-06",217.169998,218.199997,213.910004,216.940002,1581600,215.914429
"2022-05-09",214.039993,215.229996,209.139999,209.789993,2602600,208.798218
"2022-05-10",212.669998,214.869995,209.350006,212.339996,2527400,211.336166
"2022-05-11",210.639999,214.029999,207.770004,208.529999,2111100,207.544174
"2022-05-12",207.339996,208.869995,204.320007,207.479996,1912600,206.49913
"2022-05-13",209.270004,209.979996,206.869995,208.789993,2390800,207.802948
"2022-05-16",208.619995,209.919998,205.759995,208.600006,1941200,207.613846
"2022-05-17",211.800003,215.580002,210.860001,214.960007,1836500,213.943787
"2022-05-18",213.479996,213.580002,207.800003,208.5,1628800,207.514313
"2022-05-19",208.080002,209.550003,205.539993,206.850006,1617900,205.872131
"2022-05-20",208.860001,209.869995,203.630005,208.639999,2651300,207.653656
"2022-05-23",211.289993,213.089996,209.729996,212.960007,1488200,211.953247
"2022-05-24",212.009995,213.600006,209.779999,212.729996,1863700,211.724319
"2022-05-25",212.179993,214.699997,211.339996,213.899994,1339500,212.888779
"2022-05-26",215,219.910004,214.570007,218.279999,1348300,217.248077
"2022-05-27",220,224.710007,219.639999,224.660004,1464600,223.597931
"2022-05-31",224.160004,225.229996,221.320007,222.940002,3007200,221.886063
"2022-06-01",224.029999,224.699997,218.929993,219.320007,1398700,218.283173
"2022-06-02",219.630005,223.869995,217.570007,223.710007,1412200,222.65242
"2022-06-03",222.669998,222.889999,219.5,220.679993,1445000,219.636734
"2022-06-06",222.490005,224.220001,219.100006,219.509995,1408700,218.47226
"2022-06-07",217.820007,222.740005,217.820007,222.279999,1081000,221.229172
"2022-06-08",220.880005,221.809998,218.580002,219.990005,1030700,218.950012
"2022-06-09",218.479996,221.009995,215.559998,215.699997,1080400,215.699997
"2022-06-10",212.949997,214.220001,210.460007,211.619995,1839000,211.619995
"2022-06-13",206.880005,208.940002,204.100006,204.759995,1796100,204.759995
"2022-06-14",205.520004,205.520004,201.990005,204.130005,1780400,204.130005
"2022-06-15",205.979996,210.139999,203.660004,207.149994,1784500,207.149994
"2022-06-16",203.580002,205.179993,198.550003,199.940002,1796000,199.940002
"2022-06-17",199.440002,201.479996,196.610001,200.279999,3328300,200.279999
"2022-06-21",203.429993,207.429993,202.910004,206.839996,1769300,206.839996
"2022-06-22",204.509995,209.779999,203.979996,207.399994,1505600,207.399994
"2022-06-23",209.509995,211.169998,208.190002,210.580002,1357600,210.580002
"2022-06-24",212.089996,218.850006,211.970001,218.789993,1912000,218.789993
"2022-06-27",218.270004,220.5,215.979996,218.309998,1619000,218.309998
"2022-06-28",218.720001,220.399994,213.910004,214.059998,1412800,214.059998
"2022-06-29",214.119995,215.729996,210.169998,212.190002,1534700,212.190002
