"","PEP.Open","PEP.High","PEP.Low","PEP.Close","PEP.Volume","PEP.Adjusted"
"2021-12-27",169.990005,171.559998,169.770004,171.470001,2868800,169.172928
"2021-12-28",171.460007,172.789993,171.199997,172.360001,2332100,170.05101
"2021-12-29",172.789993,173.460007,171.929993,172.970001,2299500,170.652832
"2021-12-30",173.539993,173.619995,172.229996,172.669998,1988900,170.356857
"2021-12-31",172.460007,174.020004,172.110001,173.710007,2914900,171.382919
"2022-01-03",172.199997,173.190002,170.570007,172.979996,5488900,170.662689
"2022-01-04",172.660004,174.449997,172.199997,173.229996,4717600,170.909348
"2022-01-05",173.360001,175.360001,173.229996,173.820007,6564600,171.49144
"2022-01-06",173.910004,175.600006,173.229996,173.860001,4288700,171.530899
"2022-01-07",174.089996,174.690002,172.610001,174.080002,4916000,171.747955
"2022-01-10",174.440002,175.839996,173.619995,174.169998,5055900,171.836746
"2022-01-11",173.679993,174.229996,171.619995,174.089996,6452300,171.757828
"2022-01-12",173.899994,174.330002,172.949997,173.899994,5268000,171.570358
"2022-01-13",173.710007,174.690002,173.240005,174.179993,4310300,171.846603
"2022-01-14",174.570007,175.940002,173.399994,175.639999,4474500,173.287064
"2022-01-18",173.619995,174.759995,173.149994,173.960007,5789500,171.629562
"2022-01-19",173.960007,175.960007,173.570007,175.210007,6424500,172.862823
"2022-01-20",175.410004,176.880005,173.839996,173.940002,6284200,171.609833
"2022-01-21",175.330002,177.240005,174.110001,174.220001,6753200,171.886078
"2022-01-24",175.490005,176.5,168.960007,173.330002,9263900,171.008011
"2022-01-25",172.080002,172.479996,169.740005,171.339996,6536900,169.044662
"2022-01-26",169.360001,171.809998,166.449997,169.529999,6841800,167.258911
"2022-01-27",170.779999,173.279999,168.779999,169.369995,6543500,167.101059
"2022-01-28",168.509995,172.729996,167.210007,172.669998,5796000,170.356857
"2022-01-31",170.770004,174.110001,170.589996,173.520004,5908000,171.195465
"2022-02-01",173.149994,173.429993,169.559998,172.339996,5952700,170.031265
"2022-02-02",172.759995,175.639999,172.570007,175.470001,5767000,173.119339
"2022-02-03",175.270004,176.660004,173.830002,175.369995,4632700,173.020676
"2022-02-04",173.100006,174.889999,171.190002,172.490005,4592400,170.17926
"2022-02-07",172.740005,172.990005,171.210007,171.809998,4813300,169.508362
"2022-02-08",172.630005,172.639999,170.309998,172.020004,3957700,169.715561
"2022-02-09",172.5,172.779999,171.009995,171.940002,6780200,169.636627
"2022-02-10",168.660004,171.449997,167.300003,168.369995,7899800,166.114441
"2022-02-11",168.059998,170.309998,167.690002,168.580002,7299600,166.32164
"2022-02-14",169.419998,169.679993,165.100006,166.699997,6822500,164.466812
"2022-02-15",167.220001,168.25,165.259995,165.960007,4943800,163.73674
"2022-02-16",165.630005,167.199997,164.539993,166.300003,4161700,164.072189
"2022-02-17",166.009995,167.949997,165,166.75,5156800,164.516159
"2022-02-18",167.110001,168.240005,166.220001,167.710007,5181600,165.463303
"2022-02-22",168.570007,168.940002,166.229996,168.350006,7733900,166.094727
"2022-02-23",169.119995,169.119995,166.520004,166.690002,5812800,164.45697
"2022-02-24",165.710007,166.339996,160.289993,163.789993,8888800,161.595795
"2022-02-25",164.419998,168.460007,164.259995,168.380005,6535600,166.124329
"2022-02-28",164.039993,165.210007,161.410004,163.740005,7677000,161.546494
"2022-03-01",163.070007,164.399994,161.300003,162.270004,5107900,160.096176
"2022-03-02",162.979996,165.820007,162.490005,164.520004,5452100,162.31604
"2022-03-03",163.970001,165.190002,162.800003,163.270004,5352200,162.142242
"2022-03-04",162,166.5,160.919998,165.75,6340300,164.605103
"2022-03-07",164.070007,165.149994,162.130005,162.449997,6319500,161.327896
"2022-03-08",162.380005,163.970001,157.690002,157.869995,6163700,156.779526
"2022-03-09",159.809998,160.059998,156.399994,157.399994,5764900,156.312775
"2022-03-10",155.789993,156.25,153.369995,154.509995,6103700,153.442734
"2022-03-11",155.449997,156.889999,153.479996,153.729996,4762600,152.668137
"2022-03-14",155.149994,157.800003,154.5,155.889999,6075600,154.813217
"2022-03-15",157.320007,159.5,156.830002,159,6203400,157.901733
"2022-03-16",158.410004,159.990005,157.039993,159.699997,6299000,158.596893
"2022-03-17",159.830002,161.630005,159.300003,160.940002,3587600,159.828339
"2022-03-18",161.380005,162.929993,160.059998,162.789993,12123000,161.665543
"2022-03-21",162.270004,163.809998,161.070007,162.559998,5122600,161.437134
"2022-03-22",162.839996,164.770004,162.229996,164.339996,5779200,163.204849
"2022-03-23",164.25,165.279999,162.630005,163.479996,4533700,162.350784
"2022-03-24",164.059998,164.729996,163.270004,164.470001,3160300,163.333954
"2022-03-25",164.429993,165.899994,164.429993,165.240005,4146800,164.098633
"2022-03-28",165.100006,165.770004,163.710007,165.729996,4308000,164.585236
"2022-03-29",167.289993,168.580002,166.369995,168.190002,4440400,167.028259
"2022-03-30",168.100006,168.240005,166.119995,167.960007,3871500,166.79985
"2022-03-31",168.369995,169.300003,167.270004,167.380005,6076200,166.223846
"2022-04-01",167.889999,169.929993,167.369995,169.759995,3239600,168.587402
"2022-04-04",169.110001,169.389999,167.449997,169.320007,3759900,168.150452
"2022-04-05",168.320007,171.380005,168.320007,169.5,4480700,168.329208
"2022-04-06",169.919998,172.699997,169.490005,172.389999,4294800,171.199249
"2022-04-07",172.029999,173.279999,170.779999,172.550003,5041600,171.358139
"2022-04-08",172.990005,173.690002,171.589996,173.130005,3883100,171.934143
"2022-04-11",173.610001,174.970001,172.320007,172.600006,3825100,171.407791
"2022-04-12",173.779999,174.649994,172.630005,173.300003,3924300,172.102966
"2022-04-13",173.580002,173.820007,171.729996,173,4394000,171.805023
"2022-04-14",173.479996,174.259995,171.759995,171.899994,4834300,170.712616
"2022-04-18",171.220001,172.309998,169.960007,170.419998,3086000,169.242844
"2022-04-19",169.839996,173.169998,169.839996,172.899994,3642000,171.705719
"2022-04-20",173.720001,175.970001,173.720001,175.470001,4197600,174.257965
"2022-04-21",175.759995,177.240005,174.649994,174.839996,3701300,173.632309
"2022-04-22",174.990005,175.270004,171.940002,172.149994,5864000,170.960892
"2022-04-25",173.210007,173.919998,171,173.740005,7369900,172.539917
"2022-04-26",173.970001,175.350006,172.729996,173.300003,7386600,172.102966
"2022-04-27",173.419998,176.690002,173.190002,174.850006,5180300,173.642258
"2022-04-28",174.529999,177.619995,173.820007,177.5,5235800,176.273941
"2022-04-29",177.410004,177.410004,171.410004,171.710007,6505600,170.523941
"2022-05-02",173,173.460007,165.270004,167.759995,7692100,166.601212
"2022-05-03",169.139999,169.309998,166.580002,167.990005,5564900,166.829636
"2022-05-04",167.610001,174.119995,167.610001,173.860001,6231500,172.659088
"2022-05-05",173.100006,173.320007,169.080002,170.389999,6534300,169.213058
"2022-05-06",169.240005,170.800003,168.720001,170.410004,5824600,169.232925
"2022-05-09",169.660004,172.889999,168.759995,171.699997,7269100,170.514008
"2022-05-10",173.119995,174.539993,170.75,171.490005,5936700,170.305466
"2022-05-11",170.820007,172.410004,169.919998,170.660004,5376900,169.481201
"2022-05-12",171.25,171.990005,168.160004,170.399994,6473500,169.222977
"2022-05-13",170.699997,174.160004,169.460007,173.720001,4714600,172.52005
"2022-05-16",173.710007,176.300003,173.419998,175.470001,5317200,174.257965
"2022-05-17",175.309998,175.679993,172.580002,174.460007,5012200,173.254944
"2022-05-18",173.690002,173.869995,162.919998,163.649994,8875400,162.519608
"2022-05-19",162.5,162.779999,159.669998,161.199997,6423800,160.086533
"2022-05-20",162.240005,163.059998,159.619995,162.210007,5768800,161.089569
"2022-05-23",164.210007,166.949997,163.570007,165.600006,4657800,164.456146
"2022-05-24",166.020004,168.259995,165.160004,167.820007,6327600,166.660812
"2022-05-25",167.850006,169.490005,166.960007,168.970001,5781000,167.802872
"2022-05-26",168.960007,171.089996,168.960007,170.110001,5193800,168.934998
"2022-05-27",171.259995,171.809998,170.199997,171.770004,6713500,170.583527
"2022-05-31",170.979996,170.979996,165.369995,167.75,13610000,166.591293
"2022-06-01",168.179993,168.380005,163.820007,166.490005,5613900,165.339996
"2022-06-02",165.619995,166.75,162.649994,166.679993,4677300,166.679993
"2022-06-03",165.860001,166.589996,164.360001,164.850006,4222000,164.850006
"2022-06-06",166.460007,167.619995,164.729996,165.539993,3447800,165.539993
"2022-06-07",165.679993,166.860001,164.220001,166.559998,4168300,166.559998
"2022-06-08",165.740005,166.809998,165.110001,165.729996,2646800,165.729996
"2022-06-09",165.190002,166.929993,162.669998,162.779999,3522900,162.779999
"2022-06-10",160.970001,163.919998,159.449997,162.520004,5203300,162.520004
"2022-06-13",160.529999,162.869995,159.059998,159.740005,6300700,159.740005
"2022-06-14",160,160.050003,154.860001,156.119995,6159200,156.119995
"2022-06-15",157.919998,159.839996,155.929993,157.789993,5940100,157.789993
"2022-06-16",156.630005,158.460007,155.110001,157.029999,7207900,157.029999
"2022-06-17",157.029999,158.990005,156.169998,157.059998,9881800,157.059998
"2022-06-21",158.169998,160.960007,157.350006,160.710007,4449600,160.710007
"2022-06-22",160.330002,162.990005,159.559998,162.029999,4706500,162.029999
"2022-06-23",163.779999,165.139999,163.149994,164.100006,5810700,164.100006
"2022-06-24",165.639999,166.190002,163.940002,166.130005,5951500,166.130005
"2022-06-27",165.869995,167.130005,165.339996,166.350006,4595800,166.350006
"2022-06-28",167.149994,168.449997,163.850006,164.009995,4372900,164.009995
"2022-06-29",166.059998,167.559998,165.350006,166.729996,3653600,166.729996
