"","BBWI.Open","BBWI.High","BBWI.Low","BBWI.Close","BBWI.Volume","BBWI.Adjusted"
"2021-12-22",68.419998,69,67.150002,68.580002,4096000,67.987267
"2021-12-23",69,70.470001,68,69.5,2888600,68.899307
"2021-12-27",70.019997,70.220001,68.650002,69.800003,1836500,69.196724
"2021-12-28",69.550003,69.809998,68.57,68.660004,1629200,68.066574
"2021-12-29",68.800003,69.620003,68.730003,69.5,2310100,68.899307
"2021-12-30",69.660004,70.559998,69.400002,69.699997,2560900,69.09758
"2021-12-31",69.489998,70.080002,68.809998,69.790001,2706700,69.186806
"2022-01-03",69.900002,70.720001,68.800003,69.620003,2732800,69.01828
"2022-01-04",69.68,71.510002,69.68,70.449997,2945100,69.841095
"2022-01-05",71.139999,71.489998,66.550003,66.599998,5749100,66.024376
"2022-01-06",65,65.019997,62.139999,62.34,5377000,61.801197
"2022-01-07",61.970001,61.970001,58.810001,59.900002,5200000,59.38229
"2022-01-10",59,59,55.43,58.419998,6863900,57.915077
"2022-01-11",58.490002,59.23,56.779999,58.830002,4046000,58.321533
"2022-01-12",59.349998,60.279999,58.139999,58.669998,2754100,58.162914
"2022-01-13",59.09,59.5,57.040001,57.360001,2970400,56.864239
"2022-01-14",56.23,56.5,54.73,55.830002,4348100,55.347466
"2022-01-18",55.119999,56.130001,54.939999,55.529999,3745800,55.050056
"2022-01-19",56.779999,57.470001,55.52,55.57,3780700,55.08971
"2022-01-20",55.889999,56.610001,52.990002,53.110001,3018600,52.650974
"2022-01-21",52.970001,54.889999,51.93,53.049999,4572300,52.591488
"2022-01-24",51.549999,56.529999,50.939999,56.18,5668600,55.694439
"2022-01-25",55.279999,55.43,53.669998,54.799999,4479700,54.326366
"2022-01-26",55.290001,56.57,52.41,52.939999,3723300,52.482437
"2022-01-27",53.84,55.259998,52.32,52.900002,4556800,52.442787
"2022-01-28",52.709999,54.66,51.07,54.650002,3500900,54.177666
"2022-01-31",54.060001,56.119999,54.029999,56.07,2915500,55.585388
"2022-02-01",56.130001,56.759998,54.900002,56.290001,3740100,55.80349
"2022-02-02",58.259998,59.240002,57.259998,58.720001,11349100,58.212482
"2022-02-03",57.790001,58.310001,55.599998,55.66,4167700,55.178932
"2022-02-04",55.959999,56.950001,54.580002,56.130001,4332900,55.644871
"2022-02-07",56.529999,56.919998,55.029999,55.93,4429500,55.446598
"2022-02-08",55.669998,58.619999,55.110001,58.349998,4040400,57.84568
"2022-02-09",59.279999,61.330002,59.240002,61,4070100,60.472778
"2022-02-10",59.27,62.27,59.060001,60.75,4364400,60.224937
"2022-02-11",60.299999,60.619999,57.18,57.349998,3846100,56.854324
"2022-02-14",56.900002,57.77,54.32,55.029999,6392500,54.554375
"2022-02-15",55.560001,56.52,55.32,55.369999,3196900,54.891438
"2022-02-16",54.939999,55.869999,54.639999,55.450001,3162800,54.970745
"2022-02-17",54.400002,55.150002,52.080002,52.16,3628000,51.896366
"2022-02-18",51.950001,53.66,51.93,52.279999,4132100,52.015759
"2022-02-22",52.369999,53.669998,51.099998,51.43,4083200,51.170055
"2022-02-23",51.400002,52.16,49.91,50.32,6233700,50.065666
"2022-02-24",46.119999,53.68,45.880001,53.139999,10078000,52.87141
"2022-02-25",52.610001,54.669998,52.369999,54.450001,5059500,54.174789
"2022-02-28",53.459999,53.98,52.34,53.369999,4721500,53.100246
"2022-03-01",53.369999,53.599998,50.580002,50.939999,3735500,50.682529
"2022-03-02",51.709999,53.689999,51.200001,53.349998,5009100,53.080349
"2022-03-03",53.330002,53.549999,51.790001,52.139999,4092800,51.876465
"2022-03-04",51.77,51.919998,48.880001,49.82,5085200,49.568192
"2022-03-07",49.98,50.169998,45.48,45.5,6912400,45.270027
"2022-03-08",46.130001,47.43,45.459999,45.59,5814800,45.359573
"2022-03-09",47.48,48.860001,47.459999,47.689999,6288600,47.448956
"2022-03-10",46.509998,48.209999,46.439999,48.080002,3536800,47.83699
"2022-03-11",48.73,48.73,46.759998,46.810001,3361100,46.573406
"2022-03-14",47.389999,47.66,46.279999,46.419998,3476700,46.185375
"2022-03-15",46.459999,47.860001,46.099998,47.119999,4364500,46.881836
"2022-03-16",47.75,48.950001,47.279999,48.75,4249700,48.503601
"2022-03-17",48.139999,49.189999,47.950001,48.73,2944000,48.4837
"2022-03-18",48.509998,50.549999,48.189999,50.389999,6518700,50.135311
"2022-03-21",50.139999,50.650002,48.580002,49.310001,3801000,49.060772
"2022-03-22",49.740002,50.77,49.509998,49.939999,4565600,49.687584
"2022-03-23",49.490002,49.529999,48.5,48.830002,3361500,48.583199
"2022-03-24",48.77,50,48.639999,49.779999,3414600,49.528393
"2022-03-25",50,51.16,50,50.919998,3759100,50.662632
"2022-03-28",50.650002,50.75,48.75,49.869999,4402200,49.617939
"2022-03-29",51.130001,51.990002,50.759998,51.77,3806100,51.508335
"2022-03-30",51.439999,52.220001,49.810001,49.900002,4772600,49.647789
"2022-03-31",49.150002,49.790001,47.700001,47.799999,6075000,47.558399
"2022-04-01",48.07,49,46.98,47.459999,4592900,47.220119
"2022-04-04",47.16,48.619999,47.110001,47.82,3634700,47.5783
"2022-04-05",47.48,47.77,45.919998,46.91,5033500,46.672901
"2022-04-06",46,46.099998,44.77,45.52,4705700,45.289925
"2022-04-07",45.200001,45.720001,44.169998,45.419998,4272900,45.19043
"2022-04-08",45.330002,46.759998,44.91,46.130001,3156900,45.896843
"2022-04-11",46.09,47.919998,46,47.689999,4404700,47.448956
"2022-04-12",48.439999,49.630001,48.290001,48.889999,3809800,48.642891
"2022-04-13",49,51.200001,48.950001,51.130001,4559900,50.871571
"2022-04-14",51.209999,53.299999,51.209999,52.189999,4172400,51.926212
"2022-04-18",52.169998,53.209999,52.049999,52.91,2805000,52.642574
"2022-04-19",53.369999,55.759998,53.32,55.57,5167400,55.289127
"2022-04-20",55.709999,57.450001,55.709999,56.830002,6144900,56.542763
"2022-04-21",57.48,58.169998,54.759998,55.43,4664300,55.149837
"2022-04-22",54.509998,54.639999,53.189999,53.41,3995500,53.140045
"2022-04-25",52.939999,54.220001,52.23,54.099998,2297700,53.826557
"2022-04-26",53.200001,53.91,52.189999,52.91,3053100,52.642574
"2022-04-27",52.669998,53.549999,51.950001,52.790001,3561800,52.523182
"2022-04-28",53.950001,55.029999,53.029999,54.360001,3605700,54.085247
"2022-04-29",53.43,54.389999,52.720001,52.889999,3249300,52.622673
"2022-05-02",53.560001,54.360001,52.509998,54.299999,3814200,54.025547
"2022-05-03",54.139999,54.77,52.84,53.25,3050400,52.980854
"2022-05-04",53,54.450001,50.630001,54.389999,6270000,54.115093
"2022-05-05",53.32,54.93,52.849998,54.060001,4791000,53.786762
"2022-05-06",54.060001,54.060001,51.299999,52.82,4596200,52.553028
"2022-05-09",52.09,52.580002,49.990002,50.34,7371500,50.085564
"2022-05-10",51.740002,52.16,47.799999,49.880001,5185300,49.627892
"2022-05-11",50.18,50.18,47.529999,47.77,5874200,47.528553
"2022-05-12",47.630001,49.389999,47.169998,48.540001,6277600,48.294662
"2022-05-13",49.27,51.580002,49.200001,51.009998,3707300,50.752174
"2022-05-16",50.080002,50.779999,48.07,48.41,8584400,48.165318
"2022-05-17",49.18,49.349998,46.599998,47,15505200,46.762444
"2022-05-18",45.049999,45.139999,42.459999,42.939999,10788600,42.722965
"2022-05-19",40.5,41.009998,38.349998,40.029999,19036800,39.827675
"2022-05-20",40.029999,40.98,36.5,38.689999,12573500,38.494446
"2022-05-23",38.970001,39.360001,37.369999,38.529999,5676700,38.335255
"2022-05-24",37.68,37.779999,35.459999,36.150002,5742400,35.967285
"2022-05-25",35.880001,39.73,35.779999,39.299999,5418900,39.101364
"2022-05-26",40.040001,43.09,39.82,42.529999,5802200,42.315037
"2022-05-27",42.529999,43.34,41.900002,42.450001,3557200,42.235443
"2022-05-31",42.029999,42.200001,40.82,41.02,5610700,40.812672
"2022-06-01",41.150002,41.439999,39.369999,39.57,4373700,39.369999
"2022-06-02",39.240002,39.919998,38.689999,39.209999,4491400,39.209999
"2022-06-03",38.73,39.32,37.849998,38.099998,4222100,38.099998
"2022-06-06",37.799999,37.950001,36.560001,37.220001,5396100,37.220001
"2022-06-07",36.52,37.830002,36.060001,37.669998,6719500,37.669998
"2022-06-08",37.580002,37.959999,36.779999,37.27,3348700,37.27
"2022-06-09",37.23,37.23,35.299999,35.349998,6093700,35.349998
"2022-06-10",34.380001,35.389999,33.849998,33.880001,4249200,33.880001
"2022-06-13",32.849998,33.73,32.09,32.849998,6171100,32.849998
"2022-06-14",33.099998,33.689999,32.549999,32.799999,4917700,32.799999
"2022-06-15",33.080002,34.529999,32.900002,34,5991600,34
"2022-06-16",33.200001,33.240002,31.68,32.099998,5421800,32.099998
"2022-06-17",32.189999,33.720001,32.169998,33.529999,10922600,33.529999
"2022-06-21",34.060001,34.580002,30.08,30.360001,8664800,30.360001
"2022-06-22",29.959999,30.959999,29.700001,29.91,5321700,29.91
"2022-06-23",30,30.190001,28.889999,29.540001,5214400,29.540001
"2022-06-24",29.809999,31.42,29.73,30.950001,8287000,30.950001
"2022-06-27",30.950001,31.23,30.15,30.780001,3274100,30.780001
"2022-06-28",31.01,31.49,28.92,29,4144900,29
"2022-06-29",27.58,27.889999,26.23,26.4,7871600,26.4
