"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2020-08-18",290.559998,291.480011,285.940002,286.350006,763900,274.051636
"2020-08-19",289.209991,289.209991,286.420013,286.950012,482800,274.625885
"2020-08-20",284.079987,286.390015,283.48999,286.070007,430400,273.783691
"2020-08-21",285.440002,286.98999,282.850006,286.440002,583500,274.137787
"2020-08-24",289.589996,289.75,287.190002,287.649994,466100,275.295807
"2020-08-25",289.179993,291.140015,287.850006,289.420013,485400,276.989807
"2020-08-26",288.429993,295.529999,287.880005,293.959991,578000,281.334839
"2020-08-27",294.899994,295.160004,292.049988,292.75,426400,280.176788
"2020-08-28",293.380005,297.109985,293.160004,296.76001,502700,284.014526
"2020-08-31",295.350006,299.459991,292.089996,292.26001,601900,279.707825
"2020-09-01",291,303.170013,290.690002,302.730011,1071700,289.72818
"2020-09-02",302.48999,310.73999,301.820007,310.309998,1296600,296.982574
"2020-09-03",307.980011,308.940002,292.910004,297.179993,1320600,284.416534
"2020-09-04",298.910004,300.709991,291.059998,298.429993,1375400,285.612823
"2020-09-08",294.890015,298.309998,292,294.519989,1109400,281.870697
"2020-09-09",298.179993,306.829987,297.950012,303.269989,1025400,290.244965
"2020-09-10",302.700012,306.040009,294.100006,295.230011,1181300,282.550232
"2020-09-11",297.809998,302.130005,297.100006,300.320007,625800,287.421661
"2020-09-14",303.579987,306.799988,301.269989,303.970001,611000,290.914917
"2020-09-15",305.880005,307.929993,303.959991,304.040009,700700,290.981873
"2020-09-16",304.26001,306.76001,302.290009,302.459991,810000,289.469727
"2020-09-17",298.700012,302.839996,297.170013,301.980011,739700,289.010376
"2020-09-18",299.799988,303.299988,294.839996,295.809998,1150800,283.105377
"2020-09-21",291.369995,291.600006,284.640015,290.779999,762600,278.291382
"2020-09-22",292.660004,293.73999,289.440002,293.450012,671700,280.846741
"2020-09-23",292.820007,293.540009,284.589996,285.429993,885100,273.171173
"2020-09-24",285.51001,291.859985,284.230011,289.98999,795400,277.535309
"2020-09-25",286.25,291.690002,285,290.709991,566700,278.224365
"2020-09-28",294.119995,295.809998,292.130005,292.670013,742200,280.10022
"2020-09-29",294.630005,296.779999,291.809998,293.859985,603100,281.239136
"2020-09-30",293.670013,299.320007,293.059998,297.859985,1152700,286.373169
"2020-10-01",299.059998,301.73999,293.570007,294.670013,1316700,283.306152
"2020-10-02",291.320007,298.470001,290.200012,296.040009,1030000,284.623383
"2020-10-05",298.290009,304.670013,296.190002,300.320007,1091900,288.738281
"2020-10-06",301.529999,304.23999,295.920013,296.200012,1418600,284.777161
"2020-10-07",300.700012,304.730011,299.690002,302.109985,645800,290.459229
"2020-10-08",303.019989,304.679993,299.089996,299.660004,745500,288.10376
"2020-10-09",302.290009,303.459991,299.230011,300.600006,962600,289.007538
"2020-10-12",303.880005,304.859985,301.880005,302.880005,706000,291.199585
"2020-10-13",302.429993,306.820007,300.399994,301.100006,798900,289.48822
"2020-10-14",299.98999,301.570007,297.709991,297.910004,975400,286.421234
"2020-10-15",296.850006,297.670013,294.350006,295.959991,1054300,284.546417
"2020-10-16",297.690002,300.369995,296.130005,298.140015,1398700,286.642395
"2020-10-19",299.959991,300.600006,293.220001,294.160004,922900,282.815887
"2020-10-20",295.51001,297.390015,294.100006,294.48999,532000,283.133118
"2020-10-21",294.040009,298.029999,293.109985,293.26001,429800,281.950562
"2020-10-22",292.540009,294.130005,289.01001,292.25,547400,280.979523
"2020-10-23",294.980011,295.600006,292.230011,294,477500,282.662048
"2020-10-26",289.940002,291.26001,283.040009,286.399994,636200,275.355164
"2020-10-27",287.130005,288.339996,283.369995,283.5,538600,272.566925
"2020-10-28",277,279.649994,272.75,272.980011,903900,262.452667
"2020-10-29",272.809998,279.649994,271.269989,276.769989,715600,266.096466
"2020-10-30",274.920013,278.049988,271.679993,276.23999,827400,265.586914
"2020-11-02",280.720001,287.600006,279.100006,286.690002,690200,275.633911
"2020-11-03",289.970001,292.709991,286.970001,289.040009,842300,277.893311
"2020-11-04",289.970001,291.890015,284.640015,289.290009,924200,278.133698
"2020-11-05",295.26001,306.51001,295.070007,303.339996,856400,291.641815
"2020-11-06",303.429993,307.779999,302.140015,306.720001,745400,294.891449
"2020-11-09",318.910004,327.890015,312.51001,312.670013,1261700,300.612061
"2020-11-10",315.079987,315.570007,309.519989,309.970001,1279600,298.016144
"2020-11-11",297,300.160004,277.160004,280.839996,4733200,270.009491
"2020-11-12",277.890015,279.970001,263.609985,265.309998,4849000,255.078445
"2020-11-13",268.029999,269.559998,262.26001,263.869995,2553700,253.694
"2020-11-16",267.579987,269.720001,262.799988,266.440002,2201800,256.164856
"2020-11-17",264.589996,266.670013,262.23999,266.290009,2218700,256.02063
"2020-11-18",266.820007,272.100006,266.019989,267.700012,2028800,257.376282
"2020-11-19",266.75,272.630005,263.790009,270.359985,1340500,259.933655
"2020-11-20",269.940002,271.149994,265.380005,270.480011,1102900,260.049103
"2020-11-23",272.769989,276.670013,270.899994,275.26001,1265900,264.644714
"2020-11-24",278,286.380005,276.26001,284.019989,1921400,273.066895
"2020-11-25",283.660004,286.220001,277.26001,278.119995,1177700,267.39444
"2020-11-27",279.01001,279.970001,276.559998,277.829987,674700,267.115601
"2020-11-30",278,280.149994,275.790009,280.140015,1312900,269.336517
"2020-12-01",285,286,279.269989,283.179993,1259700,272.259308
"2020-12-02",281.690002,282.5,273.869995,273.880005,1373200,263.317902
"2020-12-03",274.380005,275.200012,266.070007,267.25,2035600,256.943665
"2020-12-04",267.01001,273.850006,264.630005,273.76001,1587100,263.202606
"2020-12-07",274.480011,276.429993,268.160004,269.179993,1114200,258.799194
"2020-12-08",269,270.040009,267.100006,268.230011,1358500,257.885834
"2020-12-09",269.380005,271.609985,267.859985,270.570007,1038100,260.135559
"2020-12-10",269.209991,270.220001,266.690002,268.820007,1065000,258.453064
"2020-12-11",266.589996,268.630005,265.700012,267.359985,751800,257.049347
"2020-12-14",269.079987,270.329987,265.320007,265.399994,894200,255.164993
"2020-12-15",270.100006,272.070007,268.059998,270.01001,1655400,259.597198
"2020-12-16",270.049988,271.070007,267.399994,268.899994,1154900,258.529999
"2020-12-17",269.98999,271.429993,268.5,268.600006,940000,258.241577
"2020-12-18",267.619995,270.459991,265.320007,269.549988,2605100,259.154907
"2020-12-21",265.369995,266.570007,260.609985,264.48999,1387100,254.290039
"2020-12-22",264.01001,264.679993,261.609985,264.01001,1266900,253.828583
"2020-12-23",266.040009,268.980011,265,266.25,840500,255.982224
"2020-12-24",266.079987,268.359985,265.130005,268.350006,227600,258.001251
"2020-12-28",271.519989,272.600006,268.399994,268.600006,630600,258.241577
"2020-12-29",271.170013,274.369995,267.380005,268.730011,777200,258.366547
"2020-12-30",269.980011,273,269.410004,271.100006,611300,260.645142
"2020-12-31",269.420013,273.579987,268.299988,273.220001,795600,263.988251
"2021-01-04",275.390015,276.470001,267.170013,268.200012,1286200,259.137909
"2021-01-05",268.25,283.480011,268.25,282.390015,1882400,272.848389
"2021-01-06",283,293.25,282.720001,289.970001,1883700,280.172333
"2021-01-07",289.559998,290.5,283.839996,285.290009,1147900,275.650452
"2021-01-08",286.350006,287.829987,281.350006,285.73999,1229700,276.085205
"2021-01-11",284.570007,286.299988,281.899994,283.130005,751300,273.563416
"2021-01-12",283.130005,283.920013,280.25,283.059998,1097400,273.495758
"2021-01-13",283.839996,292.380005,283.839996,290.670013,1608800,280.848663
"2021-01-14",290.869995,291.890015,285.970001,286.25,1108100,276.577972
"2021-01-15",284.779999,288.380005,281.679993,286.910004,1908600,277.215668
"2021-01-19",289.929993,289.98999,283.700012,285.660004,1368200,276.007874
"2021-01-20",287.329987,288.779999,286.220001,286.559998,692500,276.877502
"2021-01-21",286.5,287.410004,281.76001,282.609985,918500,273.060944
"2021-01-22",281.380005,287.359985,281,283.600006,791200,274.017517
"2021-01-25",283.269989,283.649994,276.420013,279.019989,1129700,269.592285
"2021-01-26",279.959991,281.809998,277.950012,277.98999,962500,268.597076
"2021-01-27",274.950012,274.959991,266.670013,269.980011,1124500,260.857758
"2021-01-28",273.670013,279,270,275.859985,982800,266.539032
"2021-01-29",273.790009,275.690002,266.140015,266.76001,1458600,257.746521
"2021-02-01",268.709991,271.290009,265.390015,268.950012,1360400,259.862549
"2021-02-02",271,276.23999,270.019989,273.950012,1061400,264.693604
"2021-02-03",274.859985,279.920013,274.119995,276.600006,1065700,267.254028
"2021-02-04",261.859985,266,245.75,256.700012,6284200,248.026443
"2021-02-05",256.01001,257.670013,249.880005,253.149994,3167300,244.596375
"2021-02-08",259.950012,260.98999,251.880005,253.639999,2056000,245.069824
"2021-02-09",253.779999,256.209991,249.789993,254.440002,1347100,245.842789
"2021-02-10",255.070007,256,251.110001,253.580002,1463000,245.011841
"2021-02-11",255,258.98999,254.179993,257.690002,1183800,248.982986
"2021-02-12",256.75,263.329987,256.75,260.549988,1157500,251.746338
"2021-02-16",262.230011,263.529999,259.709991,260.730011,1095700,251.920273
"2021-02-17",259.880005,261.73999,256.779999,260.01001,873800,251.22464
"2021-02-18",260,263.890015,258.470001,262.649994,913500,253.775406
"2021-02-19",262.570007,265.480011,262.570007,263.880005,1215500,254.963806
"2021-02-22",262.73999,265.649994,261.049988,265.480011,1001500,256.509796
"2021-02-23",265.649994,267.48999,259.589996,263.329987,1335600,254.432419
"2021-02-24",262.779999,265.820007,262.109985,263.26001,971300,254.364761
"2021-02-25",262.980011,264.779999,259.720001,260.380005,843300,251.582108
"2021-02-26",259.369995,261.109985,255.570007,255.619995,1285500,246.982925
"2021-03-01",258.399994,263.269989,258.399994,261.190002,827700,252.364731
"2021-03-02",261.700012,266.970001,261.390015,266,1158200,257.012207
"2021-03-03",262.880005,265.670013,261.519989,262.339996,1193700,253.475845
"2021-03-04",261.570007,262.859985,253.25,256.429993,1126500,247.765549
"2021-03-05",258.119995,264.630005,255.410004,263.820007,861900,254.90593
"2021-03-08",265.75,270.679993,263.540009,266.880005,1021800,257.862488
"2021-03-09",269.399994,271.269989,267.369995,267.51001,744400,258.471191
"2021-03-10",269.269989,275,267.630005,271.619995,806600,262.442291
"2021-03-11",274.410004,276.690002,272.26001,272.690002,839100,263.476196
"2021-03-12",272.790009,275.429993,272.160004,273.26001,741500,264.026886
"2021-03-15",272.73999,273.320007,270.230011,272.959991,721500,263.737
"2021-03-16",272.390015,275.369995,270.700012,274.51001,650200,265.23468
"2021-03-17",274.720001,275.829987,270.470001,270.670013,735800,261.524445
"2021-03-18",269.670013,271.829987,267.059998,269.029999,742700,259.939819
"2021-03-19",269.540009,277.070007,267.100006,275.399994,2431800,266.094604
"2021-03-22",275.140015,281.269989,273.450012,278.820007,1818700,269.399017
"2021-03-23",278.410004,279.059998,273.790009,274.690002,1147700,265.408539
"2021-03-24",274.350006,281.140015,274.079987,278.01001,778700,268.616394
"2021-03-25",277.850006,278.850006,274.649994,277.269989,1340900,267.901367
"2021-03-26",279.799988,287.470001,279.230011,287.220001,1269800,277.515167
"2021-03-29",286.369995,290.320007,283.700012,283.970001,1118300,274.375031
"2021-03-30",283.609985,286.25,281.660004,282.609985,896200,273.060944
"2021-03-31",280.019989,284.23999,280.019989,281.339996,831600,273.284393
"2021-04-01",282.200012,285.220001,279.179993,284.899994,927700,276.742462
"2021-04-05",286.649994,289.970001,285.48999,289.51001,780100,281.220459
"2021-04-06",289.290009,290.959991,286.160004,288.019989,743900,279.773102
"2021-04-07",286.440002,287.609985,281.420013,282.48999,853600,274.401459
"2021-04-08",284.799988,286.019989,282.890015,283.109985,707000,275.003693
"2021-04-09",282.98999,284.839996,280.76001,284.359985,953200,276.217896
"2021-04-12",283.359985,285.25,282.410004,282.880005,681900,274.780304
"2021-04-13",282.51001,287.079987,281.450012,285.109985,893500,276.946442
"2021-04-14",284.73999,285.350006,281.730011,282.880005,631700,274.780304
"2021-04-15",284.399994,287.799988,283.51001,287.149994,778200,278.928009
"2021-04-16",289.459991,289.76001,286.230011,287.480011,1013500,279.248627
"2021-04-19",287.970001,288.420013,281.390015,284.399994,898400,276.256714
"2021-04-20",283.869995,286.769989,283.690002,284.540009,755500,276.392761
"2021-04-21",285.769989,289.709991,284.609985,288.630005,626200,280.365631
"2021-04-22",287.440002,288.51001,284.709991,284.73999,849200,276.587006
"2021-04-23",285.519989,291.109985,284.709991,290.299988,885600,281.987793
"2021-04-26",290.220001,292.869995,288.5,290.179993,828800,281.871246
"2021-04-27",289.730011,290.690002,287,289.790009,519300,281.492462
"2021-04-28",290.089996,291.649994,288.869995,289.589996,543000,281.298157
"2021-04-29",290.809998,292.579987,290.179993,292.299988,553600,283.930573
"2021-04-30",291.829987,292.369995,287.839996,288.480011,906400,280.219971
"2021-05-03",289.670013,291.829987,288.529999,290.190002,952300,281.880981
"2021-05-04",288.549988,291.619995,288.51001,290.269989,1178600,281.95871
"2021-05-05",291.140015,293.660004,289.279999,292.589996,1131400,284.21225
"2021-05-06",293.410004,295.839996,291.119995,293.649994,1178700,285.241913
"2021-05-07",292.540009,295.320007,290.350006,290.549988,1214900,282.230682
"2021-05-10",297.48999,302.850006,293.220001,293.529999,1245600,285.125336
"2021-05-11",292.600006,300.98999,291.040009,300.73999,1217100,292.128876
"2021-05-12",298.429993,299.589996,292.549988,293.160004,935500,284.765961
"2021-05-13",293.140015,300.350006,293.100006,299.779999,850700,291.196381
"2021-05-14",301.5,303.279999,300.470001,301.049988,698500,292.430023
"2021-05-17",301,303.320007,299.589996,301.649994,592500,293.012817
"2021-05-18",300.890015,302.730011,299.130005,299.630005,817600,291.05069
"2021-05-19",297.670013,299.359985,295.329987,298.269989,800200,289.729584
"2021-05-20",297.940002,300.089996,296.899994,297.059998,542300,288.55426
"2021-05-21",298.149994,301.190002,297.899994,298.190002,672900,289.651947
"2021-05-24",300.459991,300.459991,297.820007,299.570007,679100,290.992371
"2021-05-25",300.790009,302.579987,298.350006,301.049988,908900,292.430023
"2021-05-26",301.149994,301.570007,295.01001,297.399994,748000,288.884552
"2021-05-27",298.790009,300.190002,297.549988,298.279999,1155300,289.739319
"2021-05-28",300.529999,302.230011,298.640015,299.660004,549300,291.079834
"2021-06-01",303.649994,303.959991,300.5,302.540009,736200,293.87738
"2021-06-02",303.959991,306.059998,301.820007,305.660004,1003400,296.908051
"2021-06-03",303.480011,304.26001,300.690002,304.109985,858700,295.402405
"2021-06-04",304.649994,305.829987,303.769989,304.76001,820000,296.033783
"2021-06-07",304.929993,305.359985,299.390015,301.809998,670400,293.168274
"2021-06-08",301.220001,301.790009,297.820007,299.619995,807800,291.040985
"2021-06-09",300.48999,301.75,297.209991,297.350006,778600,288.835968
"2021-06-10",300.519989,301.109985,298.329987,298.600006,563100,290.050201
"2021-06-11",299.670013,302.170013,299.26001,300.450012,710400,291.847229
"2021-06-14",300.450012,300.450012,297.399994,299.119995,567700,290.555298
"2021-06-15",301.890015,302.230011,298.440002,301.079987,1068600,292.459137
"2021-06-16",302.470001,304.75,299.299988,300.040009,958800,291.448975
"2021-06-17",299.320007,299.799988,295.029999,299.089996,786500,290.526123
"2021-06-18",295.640015,297.809998,292,292.700012,1702000,284.319153
"2021-06-21",295.399994,298.130005,294.309998,296.559998,640700,288.068573
"2021-06-22",297.579987,299.359985,296.959991,298.01001,566400,289.477081
"2021-06-23",297.140015,298.190002,290.640015,290.829987,936100,282.502655
"2021-06-24",292.820007,293.980011,289.309998,289.929993,999800,281.628448
"2021-06-25",289.829987,291.519989,288.420013,288.540009,1413600,280.278198
"2021-06-28",289.600006,290.549988,287.119995,289.049988,921100,280.773621
"2021-06-29",290.450012,291.220001,286.890015,288.290009,984600,280.0354
"2021-06-30",287.119995,288.51001,286.290009,287.679993,673500,280.904449
"2021-07-01",289.410004,290.339996,287.410004,288.799988,619400,281.998047
"2021-07-02",288.730011,291.640015,287.670013,290.769989,541500,283.921631
"2021-07-06",291.75,291.790009,285.200012,286.720001,1034800,279.967041
"2021-07-07",287.200012,291.109985,287.200012,290.790009,639700,283.941193
"2021-07-08",286.890015,289.089996,284,287.359985,807300,280.591949
"2021-07-09",289.070007,291.820007,289.070007,291.670013,734300,284.800446
"2021-07-12",291.640015,293.450012,290.98999,291.049988,1041300,284.195038
"2021-07-13",290.670013,291.700012,287.98999,288.859985,580300,282.05658
"2021-07-14",288.799988,291.269989,287.76001,288.140015,597700,281.353607
"2021-07-15",286.649994,290.23999,286.649994,288.100006,733700,281.314545
"2021-07-16",288.779999,289.350006,284.160004,285.540009,1496200,278.814789
"2021-07-19",282.600006,283.690002,279,282.100006,1102700,275.455841
"2021-07-20",283.019989,289.859985,282.200012,285.950012,1065600,279.215149
"2021-07-21",286.769989,287.959991,285.820007,286.720001,721800,279.967041
"2021-07-22",287.950012,289.799988,286.76001,288.459991,896900,281.666046
"2021-07-23",290,290.529999,286.920013,290.290009,635100,283.452942
"2021-07-26",290.829987,291.48999,287.720001,289.119995,524900,282.310516
"2021-07-27",287.709991,291.450012,285.059998,288.899994,680200,282.095703
"2021-07-28",288.609985,289.459991,286.670013,287.829987,654400,281.050873
"2021-07-29",289.839996,290.839996,288.100006,289.670013,422500,282.847565
"2021-07-30",289.549988,292.649994,289.549988,291.029999,570600,284.175507
"2021-08-02",292.369995,293.660004,288.320007,288.730011,550500,281.929688
"2021-08-03",289.579987,291.209991,288,290.649994,520500,283.804443
"2021-08-04",287.730011,290.779999,287.549988,287.670013,595800,280.894684
"2021-08-05",289.600006,292.070007,288.299988,288.720001,1039100,281.919922
"2021-08-06",290.299988,293.109985,288.679993,290.820007,809500,283.970459
"2021-08-09",290.320007,291.5,270.769989,275.75,2273400,269.255402
"2021-08-10",274.589996,278.700012,274.589996,277.869995,1301100,271.3255
"2021-08-11",278.079987,279.690002,274.350006,278.730011,978600,272.165222
"2021-08-12",279.700012,280.359985,276.269989,277.609985,862600,271.071594
"2021-08-13",277.350006,279.779999,276.570007,279.73999,604800,273.151428
"2021-08-16",280,282.730011,279,281.549988,1334400,274.918762
"2021-08-17",280.779999,281.630005,277.709991,281.410004,933800,274.782104
"2021-08-18",280.600006,281.75,271.179993,272.149994,1184100,265.740143
"2021-08-19",270.269989,272.829987,269.190002,271.390015,1131000,264.998077
"2021-08-20",270.730011,271.290009,265.049988,267.440002,1624100,261.141113
"2021-08-23",268.070007,271,267.100006,270.48999,1643100,264.119263
"2021-08-24",272.420013,273.420013,269.420013,270.519989,954500,264.14856
"2021-08-25",268.970001,269.670013,267.5,269.170013,1305200,262.830383
"2021-08-26",269.380005,271.950012,267.600006,268.420013,774500,262.098022
"2021-08-27",269.459991,269.98999,268.320007,268.5,551400,262.176147
"2021-08-30",269.059998,271.179993,268.640015,270.200012,563000,263.836121
"2021-08-31",269.799988,271.980011,269.070007,269.51001,876900,263.162384
"2021-09-01",269.51001,270.589996,267.5,269.339996,543400,262.996368
"2021-09-02",269.950012,271.339996,268.529999,270,453000,263.640839
"2021-09-03",269.929993,270.589996,267.880005,268.279999,821400,261.961365
"2021-09-07",267.850006,268.549988,266.109985,267.100006,666400,260.809143
"2021-09-08",267.5,268.640015,266.100006,267.730011,864200,261.424316
"2021-09-09",267.359985,269.470001,266.619995,267.119995,752700,260.828644
"2021-09-10",267.670013,269.440002,266.799988,268,1000300,261.687927
"2021-09-13",270.359985,272.029999,267.279999,269.5,1258900,263.152618
"2021-09-14",270.640015,270.980011,267.869995,268.859985,775600,262.527679
"2021-09-15",269.299988,270.779999,267.799988,269.5,1166400,263.152618
"2021-09-16",268.269989,269,265.890015,266.420013,1138500,260.145172
"2021-09-17",263.48999,264.440002,259.619995,261.829987,1702700,255.663223
"2021-09-20",258,259.75,253.910004,258.179993,1113200,252.099197
"2021-09-21",259.700012,260.279999,257.230011,257.390015,718300,251.327835
"2021-09-22",258.640015,260.209991,257.579987,257.940002,631200,251.864883
"2021-09-23",259.480011,261.26001,259.089996,260.410004,879200,254.276703
"2021-09-24",259.440002,261.709991,258.660004,259.559998,738900,253.446701
"2021-09-27",269,269,261.649994,261.910004,1219600,255.741348
"2021-09-28",261.619995,264.089996,259.769989,262.309998,1195500,256.131927
"2021-09-29",261.899994,263.070007,260.140015,260.220001,917100,254.091171
"2021-09-30",260.220001,260.859985,256.059998,256.109985,762400,251.527863
"2021-10-01",257.769989,259.299988,253.910004,257.429993,877000,252.824249
"2021-10-04",256.940002,258.73999,253.479996,255.990005,1007000,251.410019
"2021-10-05",256.109985,258.549988,254.479996,257.019989,970900,252.421585
"2021-10-06",255,261.01001,251.970001,260.75,1310200,256.084839
"2021-10-07",262.369995,266.529999,262.040009,263.350006,1359600,258.638336
"2021-10-08",264.980011,266.369995,263.790009,265.429993,1162300,260.681122
"2021-10-11",267.709991,272.170013,266.619995,268.730011,1070200,263.922089
"2021-10-12",268.730011,273.559998,268.640015,272.399994,1266500,267.526428
"2021-10-13",275.059998,279.589996,274.880005,278.420013,1285100,273.438721
"2021-10-14",281.559998,288.679993,281.559998,287.970001,1575100,282.817871
"2021-10-15",289.429993,294.829987,288.100006,292.700012,1637300,287.463226
"2021-10-18",291.959991,294,290.350006,292.540009,977100,287.306122
"2021-10-19",293,295.459991,291.730011,294.48999,896800,289.221222
"2021-10-20",295.049988,295.820007,292.070007,293.700012,751100,288.445343
"2021-10-21",293.440002,294,291.730011,293.890015,620000,288.631958
"2021-10-22",294.299988,296.220001,290.850006,291.230011,898500,286.019531
"2021-10-25",292.779999,295.529999,291.359985,293.920013,633300,288.661407
"2021-10-26",294.5,295.98999,293.720001,294.380005,460100,289.11319
"2021-10-27",294.309998,296,293.320007,294.850006,748500,289.574768
"2021-10-28",295.279999,301.459991,295.279999,301.440002,1256800,296.046844
"2021-10-29",300.019989,301.299988,298.049988,299.809998,924700,294.446014
"2021-11-01",299.609985,300.940002,297.799988,297.98999,653000,292.658569
"2021-11-02",298.48999,299.690002,296.940002,298.079987,932400,292.746979
"2021-11-03",298.619995,303.209991,298.160004,302.130005,1270200,296.724518
"2021-11-04",294.290009,301.570007,292.019989,301.209991,1121000,295.820984
"2021-11-05",302.75,309.730011,302.079987,309.309998,1646700,303.776062
"2021-11-08",309.779999,313.829987,307.5,312.600006,1634200,307.007202
"2021-11-09",312.809998,315.019989,311.480011,313.839996,1174000,308.225006
"2021-11-10",313.279999,314.859985,312.809998,314.269989,988700,308.647308
"2021-11-11",314.589996,316.390015,310.390015,310.519989,1297200,304.964386
"2021-11-12",310.869995,310.869995,309.220001,310,1234200,304.453705
"2021-11-15",308.5,308.630005,303.059998,303.799988,1510000,298.364624
"2021-11-16",304.730011,304.779999,301.329987,301.5,1610600,296.105804
"2021-11-17",301.5,302.079987,297.369995,299.48999,1404300,294.131744
"2021-11-18",300.720001,300.720001,295.98999,296.23999,846300,290.93988
"2021-11-19",296.23999,299.549988,294.480011,297.73999,1091200,292.413055
"2021-11-22",299.459991,300.140015,297.100006,297.519989,1099500,292.19696
"2021-11-23",298.540009,302.420013,297.899994,299,1072500,293.650513
"2021-11-24",298.329987,300.170013,297.410004,297.839996,603300,292.511261
"2021-11-26",293.570007,294.410004,290.690002,293.640015,619600,288.386414
"2021-11-29",295.019989,295.730011,291.200012,291.350006,853500,286.13739
"2021-11-30",289.529999,291.019989,286.119995,287.440002,2396100,282.297333
"2021-12-01",292.100006,294.290009,284.790009,284.940002,1184000,279.842041
"2021-12-02",285.839996,289.839996,285.829987,287.429993,1350900,282.287506
"2021-12-03",287.880005,290.700012,285.820007,288.619995,1199100,283.456238
"2021-12-06",292.089996,294.630005,290.839996,292.890015,962500,287.649841
"2021-12-07",294.040009,297.76001,293.480011,295.929993,859100,290.635437
"2021-12-08",297,297.220001,292.320007,295.670013,1098900,290.380096
"2021-12-09",290.339996,294.01001,290.339996,293.179993,1239500,287.934631
"2021-12-10",295.910004,295.910004,292.839996,295.350006,695700,290.065796
"2021-12-13",294.839996,299.48999,294.089996,297.559998,1008500,292.236298
"2021-12-14",297.929993,299.459991,295.920013,298.200012,808500,292.864838
"2021-12-15",299.079987,307.429993,298.119995,305.079987,1461000,299.621704
"2021-12-16",305,307.01001,302.170013,303.149994,636800,297.726257
"2021-12-17",302.769989,302.769989,298.01001,298.329987,1768400,292.992523
"2021-12-20",294.790009,295.209991,290.890015,295.01001,779400,289.731934
"2021-12-21",297.100006,298.709991,293.850006,295.75,636600,290.458649
"2021-12-22",295.049988,297.26001,294.200012,297.160004,430300,291.843414
"2021-12-23",297.399994,300.570007,297.399994,299.480011,344700,294.121918
"2021-12-27",301.420013,302.359985,298.779999,302.220001,413600,296.812927
"2021-12-28",303.149994,304.350006,301.809998,303.98999,354500,298.551239
"2021-12-29",305.980011,306.160004,304.040009,305.399994,499700,299.936005
"2021-12-30",306,306.48999,302.01001,303.890015,433300,298.453033
"2021-12-31",301.970001,305.690002,301.970001,304.26001,586600,300.298676
"2022-01-03",304.519989,305,295.720001,295.809998,1130100,291.958679
"2022-01-04",300,300.709991,298.309998,299.420013,1667400,295.521698
"2022-01-05",302.179993,309.290009,302.089996,304.23999,926100,300.278931
"2022-01-06",304.209991,304.23999,297.5,298.019989,808500,294.139923
"2022-01-07",298.73999,298.73999,294.149994,297.410004,945000,293.537842
"2022-01-10",295.309998,296.519989,293.309998,295.100006,1019100,291.257935
"2022-01-11",295.579987,297.600006,294.209991,297.540009,542000,293.666168
"2022-01-12",298.540009,300.089996,296.140015,299.75,959700,295.847412
