"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"2021-12-29",347.769989,352.369995,347.75,351.359985,484700,349.73584
"2021-12-30",352.049988,354.149994,349.769989,350.359985,410700,348.740448
"2021-12-31",349.570007,353.269989,349.23999,352.160004,852100,350.532166
"2022-01-03",348.480011,350.390015,335.359985,339.119995,1484100,337.552429
"2022-01-04",334.320007,337.679993,332.399994,335.720001,1707700,334.168121
"2022-01-05",336.529999,342.570007,333.98999,336.350006,1182500,334.795258
"2022-01-06",335.859985,337.470001,332.850006,333.559998,947100,332.018127
"2022-01-07",333,333.179993,322.690002,323.220001,1325500,321.725922
"2022-01-10",322.299988,323.459991,317.070007,323.299988,1603700,321.805542
"2022-01-11",323.420013,324.670013,318.070007,324.5,1063600,323
"2022-01-12",325.350006,326.01001,319.299988,321.589996,1191400,320.103455
"2022-01-13",322.23999,324.5,316.640015,317.390015,1064300,315.922882
"2022-01-14",310.23999,313.450012,304,308.459991,2622700,307.034119
"2022-01-18",300.709991,306.950012,297.779999,306.220001,2738200,304.804504
"2022-01-19",306.660004,309.200012,303.570007,303.790009,1859800,302.385742
"2022-01-20",305.320007,307.570007,296.75,297.660004,1501300,296.284088
"2022-01-21",297.660004,301.850006,292.76001,292.850006,2124900,291.496307
"2022-01-24",287.25,299.640015,284.899994,298.519989,2987300,297.140076
"2022-01-25",294.51001,298.950012,290.519989,294.26001,2908000,292.899811
"2022-01-26",295,299.98999,291.720001,292.75,3524100,291.39679
"2022-01-27",290.279999,294.940002,279.809998,283.170013,3374500,281.861053
"2022-01-28",282.380005,287.850006,273.779999,287.700012,2316800,286.370117
"2022-01-31",287,288.899994,283.200012,286.51001,2498700,285.185608
"2022-02-01",288.730011,294.299988,284.690002,293.089996,2221000,291.735199
"2022-02-02",293.700012,295.75,290.170013,294.320007,1190100,292.959534
"2022-02-03",291.51001,294.079987,287.399994,287.829987,998800,286.499481
"2022-02-04",286.019989,286.100006,280.609985,281.730011,1459700,280.427704
"2022-02-07",282.149994,282.679993,279.220001,279.220001,1474900,277.929291
"2022-02-08",280.100006,281,277.980011,279.670013,1125900,278.377228
"2022-02-09",283,288.5,282.959991,286.619995,1086400,285.295105
"2022-02-10",283.179993,285.420013,278.51001,279.929993,1215200,278.636047
"2022-02-11",278.940002,279.929993,272.200012,273.100006,1265100,271.837616
"2022-02-14",273.540009,274.649994,269.179993,270.480011,1074700,269.229736
"2022-02-15",274.73999,275.049988,270.23999,271.570007,1166900,270.314697
"2022-02-16",271.859985,273.049988,266.880005,272.630005,924000,271.369781
"2022-02-17",271.25,273.059998,266.459991,267.220001,946100,265.984772
"2022-02-18",267.690002,271.48999,266.359985,268.070007,1317400,266.830872
"2022-02-22",265.859985,266.720001,259.130005,261.579987,2088600,260.37085
"2022-02-23",262.899994,264.100006,259.149994,259.399994,2101400,258.200928
"2022-02-24",253.520004,259.579987,251.429993,258.940002,2010200,257.743073
"2022-02-25",259.549988,267.390015,259.160004,267.269989,1423800,266.652405
"2022-02-28",264.730011,266.799988,260.829987,263.130005,2315000,262.522003
"2022-03-01",261.519989,263.459991,253.949997,255.529999,2311200,254.939545
"2022-03-02",256.049988,261.179993,255.580002,260.220001,1449300,259.618713
"2022-03-03",262.820007,263.929993,256.220001,258.040009,997900,257.443756
"2022-03-04",255.460007,258.75,253.520004,258.48999,1643700,257.8927
"2022-03-07",257.450012,258.5,242.899994,242.949997,2197700,242.388611
"2022-03-08",242.449997,248.080002,236.199997,239.850006,2049100,239.295792
"2022-03-09",241.979996,244.539993,238.009995,241.710007,1887100,241.151489
"2022-03-10",238.380005,239.440002,235.850006,237.550003,1672300,237.001099
"2022-03-11",238.009995,239.130005,233.320007,233.589996,1269900,233.050247
"2022-03-14",234.860001,239.669998,233.410004,237.630005,1340700,237.080917
"2022-03-15",239.729996,244.479996,239.270004,242.440002,1757500,241.879791
"2022-03-16",244.979996,249.600006,239.660004,244.380005,1651100,243.815323
"2022-03-17",242.509995,247.529999,241.490005,247.520004,1409000,246.948059
"2022-03-18",248.130005,252.630005,244.880005,251.529999,2068300,250.948792
"2022-03-21",251.199997,251.880005,244.139999,245.820007,1135900,245.251999
"2022-03-22",251.490005,252.149994,248.550003,250.169998,1400300,249.591934
"2022-03-23",248.419998,249.759995,246.800003,247.639999,1276500,247.06778
"2022-03-24",248.460007,250.009995,246.600006,249.929993,1369800,249.352478
"2022-03-25",249.289993,250.789993,244.460007,245.210007,1143300,244.643402
"2022-03-28",245.539993,250.619995,244.110001,250.580002,1282100,250.000992
"2022-03-29",259.049988,264.429993,256.320007,259.350006,1904000,258.750732
"2022-03-30",257,258.109985,252.190002,253.009995,1157500,252.425369
"2022-03-31",253.449997,255.5,249.619995,249.619995,1816700,249.043198
"2022-04-01",251.360001,255.369995,249.639999,255.210007,1378300,254.6203
"2022-04-04",253.820007,259.079987,252.320007,259.040009,1587500,258.441437
"2022-04-05",258.279999,262.309998,256.75,257.970001,1603300,257.373901
"2022-04-06",255.910004,263.649994,254.300003,262.630005,1671300,262.023132
"2022-04-07",261.26001,264.209991,258.329987,263.829987,1559400,263.220367
"2022-04-08",265,266.769989,262.399994,263.76001,1131300,263.150543
"2022-04-11",262.079987,264.459991,260.730011,261.100006,995900,260.496674
"2022-04-12",262.98999,265.200012,255.839996,256.950012,857600,256.356293
"2022-04-13",255.740005,259.720001,254.229996,258.399994,1282300,257.802917
"2022-04-14",259.839996,261.26001,252.75,252.899994,1246800,252.315613
"2022-04-18",249.759995,252.580002,245.380005,246.169998,1389300,245.601181
"2022-04-19",246.649994,253.850006,246.649994,252.25,1275500,251.66713
"2022-04-20",255.029999,258.670013,251.020004,253.089996,1705500,252.505188
"2022-04-21",256.390015,258.429993,251.330002,251.610001,1408400,251.02861
"2022-04-22",251.149994,251.149994,244.639999,244.919998,1426500,244.354065
"2022-04-25",245.130005,248.350006,240.699997,248.020004,1738500,247.446899
"2022-04-26",268.779999,275.940002,266.320007,271.369995,5011900,270.74295
"2022-04-27",272.73999,283.98999,272.450012,279.380005,3950200,278.734436
"2022-04-28",283,284.700012,276.26001,281.309998,2367100,280.659973
"2022-04-29",280.029999,285,273.899994,274.959991,3099500,274.324646
"2022-05-02",273.799988,278.200012,265.910004,268.779999,2870700,268.158936
"2022-05-03",268.48999,271.079987,265.920013,269.369995,2007000,268.747559
"2022-05-04",270.440002,283.149994,270.209991,282.529999,2059100,281.877167
"2022-05-05",280.109985,282.160004,273.609985,276.950012,2130000,276.310059
"2022-05-06",275.769989,275.769989,268.140015,273.380005,1758600,272.748322
"2022-05-09",269.98999,280.839996,269.519989,276.970001,2280300,276.330017
"2022-05-10",278.670013,280,265.179993,266.369995,2208700,265.754486
"2022-05-11",265.359985,271.470001,263.779999,264.670013,1376500,264.058441
"2022-05-12",262.420013,275.109985,261,274.540009,2637500,273.90564
"2022-05-13",275.660004,277.910004,270.48999,273.329987,1501600,272.698395
"2022-05-16",270.619995,274.709991,265.320007,271.369995,1278700,270.74295
"2022-05-17",275.299988,276.450012,266.660004,269.26001,1603800,268.637817
"2022-05-18",266.399994,267.980011,258.059998,259.660004,1526900,259.059998
"2022-05-19",257.73999,263.320007,255.160004,259.369995,1690300,259.369995
"2022-05-20",260.51001,262.309998,250.179993,257.950012,2576100,257.950012
"2022-05-23",260.609985,261.799988,257.369995,259.269989,1290300,259.269989
"2022-05-24",259.390015,260.019989,254.199997,257.649994,1450700,257.649994
"2022-05-25",257.209991,265.459991,255.759995,265.119995,1420800,265.119995
"2022-05-26",270.269989,274.269989,266.399994,271.970001,1363900,271.970001
"2022-05-27",274.100006,276.380005,272.51001,276.350006,1180100,276.350006
"2022-05-31",272.709991,272.709991,265,268.040009,4118300,268.040009
"2022-06-01",270.119995,270.119995,263.429993,265.26001,1202100,265.26001
"2022-06-02",266.549988,269.769989,265.070007,269.48999,2271600,269.48999
"2022-06-03",266.799988,273.429993,266.410004,268.880005,1395800,268.880005
"2022-06-06",268.98999,275.890015,268.179993,275.029999,1220000,275.029999
"2022-06-07",272.130005,278.309998,271.450012,277.230011,1293200,277.230011
"2022-06-08",275.019989,275.769989,266.929993,268.079987,1154600,268.079987
"2022-06-09",267.299988,273.850006,261.869995,261.98999,1593100,261.98999
"2022-06-10",258.130005,258.299988,247.220001,247.419998,1513800,247.419998
"2022-06-13",241.449997,245.25,236.630005,237.860001,1635600,237.860001
"2022-06-14",236.919998,239.199997,226.940002,229.479996,1539000,229.479996
"2022-06-15",231.720001,233.509995,224.399994,228.990005,1580200,228.990005
"2022-06-16",223.289993,223.820007,216.119995,218.949997,1553000,218.949997
"2022-06-17",218.559998,226.279999,214.220001,222.789993,2627900,222.789993
"2022-06-21",221.699997,224.160004,217.229996,220.149994,2509400,220.149994
"2022-06-22",215.130005,223.550003,215.009995,221.199997,2370500,221.199997
"2022-06-23",222.059998,225.320007,220.490005,224.889999,2481900,224.889999
"2022-06-24",227,231.660004,226,231.25,2744300,231.25
"2022-06-27",230.360001,231.210007,226.179993,227.160004,1633400,227.160004
"2022-06-28",229.089996,231.369995,222.809998,223.309998,1143300,223.309998
"2022-06-29",222.320007,226.320007,221.089996,225.410004,1266800,225.410004
