"","GS.Open","GS.High","GS.Low","GS.Close","GS.Volume","GS.Adjusted"
"2022-01-05",409.799988,412.660004,397.890015,398.630005,3469600,393.881836
"2022-01-06",401,401.200012,386.429993,396.929993,2960900,392.202057
"2022-01-07",397.670013,400.549988,394.529999,397.51001,2360700,392.775146
"2022-01-10",401.320007,404.369995,394.220001,399.170013,3009400,394.415405
"2022-01-11",400.25,403.339996,396.309998,403.049988,1748800,398.249146
"2022-01-12",403.23999,404.119995,388.559998,390.309998,4158000,385.660919
"2022-01-13",394.049988,396.869995,389.75,390.799988,2497800,386.145081
"2022-01-14",382.130005,384.390015,375,380.940002,4685300,376.402527
"2022-01-18",360.040009,361.570007,347.230011,354.399994,13123500,350.17865
"2022-01-19",358.339996,359.709991,346.390015,347.320007,7426100,343.182983
"2022-01-20",348.899994,357.179993,346.140015,348.100006,4599900,343.953705
"2022-01-21",345.540009,348.98999,340.720001,343.910004,4904100,339.813599
"2022-01-24",337.320007,344.070007,326.230011,343.390015,6569800,339.299805
"2022-01-25",337.859985,342.929993,330.910004,341.549988,3959300,337.48172
"2022-01-26",346.600006,350.480011,338.410004,342.679993,3745900,338.598236
"2022-01-27",345.670013,348.769989,337.720001,341.029999,2573400,336.967926
"2022-01-28",337.730011,347.149994,333.450012,347.01001,3714600,342.876709
"2022-01-31",344.600006,355.209991,343.440002,354.679993,3312400,350.455322
"2022-02-01",356.130005,364.540009,354.049988,364.059998,3303700,359.723572
"2022-02-02",363.5,368.529999,357.829987,363.059998,2742400,358.735504
"2022-02-03",362.820007,365.76001,358.160004,358.880005,2372900,354.605286
"2022-02-04",362.170013,370.950012,361.019989,367.600006,3762300,363.221436
"2022-02-07",365.48999,371.470001,363.350006,368.149994,2635600,363.764862
"2022-02-08",371.079987,372.649994,366.25,370.100006,3422300,365.69165
"2022-02-09",373,376.279999,370.899994,374.529999,2250400,370.068878
"2022-02-10",371.709991,377.399994,368.829987,370.570007,2406200,366.156067
"2022-02-11",368.549988,374.899994,360.769989,363.059998,3142100,358.735504
"2022-02-14",363.059998,364.290009,357.179993,360.23999,2585600,355.949097
"2022-02-15",364.089996,365.890015,361.359985,363.940002,1846400,359.605011
"2022-02-16",361.350006,363.019989,356.529999,360.049988,2165300,355.761353
"2022-02-17",358.779999,360.959991,347.839996,349.059998,3102400,344.902252
"2022-02-18",345.570007,350,343.369995,346.040009,2910900,341.918243
"2022-02-22",342.459991,349,341.200012,344.269989,2590800,340.169281
"2022-02-23",347.570007,349.26001,339.820007,341.190002,2217300,337.126007
"2022-02-24",328.570007,341,326.950012,340.190002,4564000,336.137909
"2022-02-25",340.190002,350.700012,340.190002,350.119995,2980500,345.949615
"2022-02-28",340.25,343.839996,337.549988,341.290009,4245700,337.224823
"2022-03-01",337.399994,338.160004,327.019989,328.200012,5631500,326.202301
"2022-03-02",331.600006,338,327.399994,336.380005,3469900,334.33252
"2022-03-03",338.869995,341.5,330.130005,333.420013,2393700,331.390533
"2022-03-04",327,330.660004,324,329.670013,3293100,327.663361
"2022-03-07",326.820007,327.790009,320.850006,321.890015,3689900,319.930725
"2022-03-08",322.5,330.559998,318.549988,321.369995,3596400,319.413879
"2022-03-09",331.679993,337.470001,330.029999,333.589996,3202100,331.559479
"2022-03-10",327.630005,331.839996,324.76001,329.899994,2232600,327.891937
"2022-03-11",334.369995,336.609985,326.709991,327,2613500,325.009613
"2022-03-14",329.209991,331.619995,322.899994,324.980011,2342200,323.001923
"2022-03-15",327.070007,331.899994,324.839996,329.160004,2140700,327.156464
"2022-03-16",335.070007,341.329987,334.26001,340.76001,3468500,338.685852
"2022-03-17",337.369995,343.600006,334.899994,343.269989,2403500,341.180573
"2022-03-18",338.869995,346.769989,337.299988,345.380005,5861900,343.27774
"2022-03-21",345.26001,346.299988,337.149994,339,3401200,336.936554
"2022-03-22",342.200012,346.23999,340.119995,343.01001,2840200,340.92218
"2022-03-23",340,340.829987,335.130005,335.609985,2196800,333.5672
"2022-03-24",336.440002,337.5,334.299988,336.230011,1944100,334.183441
"2022-03-25",337.429993,341.829987,335.480011,337.48999,1580800,335.43576
"2022-03-28",338.149994,338.5,331.51001,335.299988,2182600,333.259064
"2022-03-29",342.470001,344,336.730011,339.660004,2378700,337.59256
"2022-03-30",339,339.859985,333.630005,335.589996,2650200,333.547333
"2022-03-31",336.130005,336.5,330.100006,330.100006,2632000,328.090759
"2022-04-01",333.929993,334.160004,327.570007,330.220001,2444800,328.210022
"2022-04-04",330,331.869995,325.859985,328.209991,2569400,326.212219
"2022-04-05",327.359985,329.73999,323.480011,323.959991,2573900,321.988098
"2022-04-06",320,320.619995,315.75,316.26001,3151300,314.334991
"2022-04-07",315,315.829987,308.200012,314.149994,3562600,312.237823
"2022-04-08",313.579987,323.679993,313,321.390015,3294200,319.433777
"2022-04-11",320.609985,328.899994,319.029999,320.76001,2747700,318.807587
"2022-04-12",321.679993,327.119995,318.01001,319.779999,2365200,317.833557
"2022-04-13",315.799988,322.630005,314.720001,321.970001,3022900,320.010223
"2022-04-14",328.470001,333.029999,319.029999,321.640015,5460900,319.682251
"2022-04-18",320.649994,332.660004,320.649994,329.880005,3653400,327.87207
"2022-04-19",330.470001,337.200012,330.470001,335.950012,2774800,333.905151
"2022-04-20",338.100006,344.899994,337.5,341.059998,3040100,338.984039
"2022-04-21",344.329987,347.350006,333.359985,334.299988,3097800,332.265167
"2022-04-22",332.309998,332.5,319.470001,319.769989,3125200,317.823608
"2022-04-25",316.380005,322.160004,312.73999,321.420013,3093600,319.463593
"2022-04-26",317.950012,321.600006,312.799988,313.119995,2791700,311.214081
"2022-04-27",312.140015,319.23999,312.140015,313.230011,2469300,311.323425
"2022-04-28",317.119995,319.359985,312.149994,318.410004,2176000,316.471893
"2022-04-29",317.25,319.079987,304.709991,305.48999,3129600,303.630524
"2022-05-02",305.809998,311.369995,302.209991,310.420013,2968100,308.530548
"2022-05-03",311.519989,319.519989,311.320007,314.660004,2606200,312.74472
"2022-05-04",315.829987,324.799988,312.170013,324.109985,2629400,322.137177
"2022-05-05",320.5,320.679993,308.690002,313.070007,2622100,311.164398
"2022-05-06",312.279999,313.709991,306.059998,312.959991,2375600,311.055054
"2022-05-09",308.920013,313.769989,304.980011,308.890015,3234000,307.009857
"2022-05-10",311.720001,315.149994,300.649994,305.059998,2798400,303.203156
"2022-05-11",305.059998,310.910004,301,301.549988,2320600,299.714508
"2022-05-12",300,302.890015,293.899994,299.410004,3408300,297.587555
"2022-05-13",303.630005,309.630005,303.570007,306.98999,2152500,305.121399
"2022-05-16",305.950012,306.470001,300.549988,303.440002,1568800,301.593018
"2022-05-17",309.869995,314.320007,308.130005,312.970001,2096200,311.065002
"2022-05-18",309,312.859985,304.880005,306.730011,2033200,304.863007
"2022-05-19",303.820007,309.98999,303.390015,308.200012,2108800,306.324066
"2022-05-20",311.26001,312.589996,299.410004,306.799988,2201100,304.932556
"2022-05-23",312.720001,321.829987,311.070007,316.609985,2653000,314.682831
"2022-05-24",315.350006,315.799988,306.429993,313.950012,1870900,312.039063
"2022-05-25",311.25,317.600006,309.980011,314.899994,1929500,312.983246
"2022-05-26",318.299988,325.5,317.980011,323.630005,2440400,321.660126
"2022-05-27",326.75,328.670013,323.190002,328.579987,2106700,326.579987
"2022-05-31",324.01001,329.720001,322.660004,326.850006,2722900,326.850006
"2022-06-01",327,329.269989,315.829987,321.850006,2330200,321.850006
"2022-06-02",320.589996,325.200012,319.230011,324.25,1957500,324.25
"2022-06-03",320.880005,322.5,317.5,318.679993,1238900,318.679993
"2022-06-06",323,325.209991,319.790009,320.51001,1099700,320.51001
"2022-06-07",318.279999,321.839996,316.660004,321.51001,2516800,321.51001
"2022-06-08",318.339996,319.549988,312.799988,314.679993,1438100,314.679993
"2022-06-09",313.559998,314.140015,304.019989,304.220001,2896500,304.220001
"2022-06-10",296.98999,298.649994,286.850006,287.019989,3866900,287.019989
"2022-06-13",279,286.420013,278.320007,283.320007,4218100,283.320007
"2022-06-14",284.329987,289.179993,281.299988,282.540009,2487700,282.540009
"2022-06-15",287.160004,294.480011,284.170013,290.070007,2725800,290.070007
"2022-06-16",282.679993,286.130005,279.149994,284.980011,2777300,284.980011
"2022-06-17",282.130005,286.26001,278.149994,279.790009,5234400,279.790009
"2022-06-21",287.769989,288.070007,282.980011,284.809998,2506300,284.809998
"2022-06-22",282.290009,286.01001,281.040009,284.540009,2463100,284.540009
"2022-06-23",283.76001,286.589996,278.929993,286.170013,2547000,286.170013
"2022-06-24",291,303.130005,290,302.75,3984300,302.75
"2022-06-27",303.059998,304.320007,298.880005,300.779999,2091700,300.779999
"2022-06-28",305.899994,308.970001,299.179993,299.48999,2276600,299.48999
"2022-06-29",303.369995,307.440002,299.910004,303.279999,2475900,303.279999
