"","NDSN.Open","NDSN.High","NDSN.Low","NDSN.Close","NDSN.Volume","NDSN.Adjusted"
"2022-01-06",242.419998,244.75,240.25,240.419998,223100,239.288177
"2022-01-07",240.419998,241.429993,237.440002,238.089996,220600,236.969147
"2022-01-10",237.600006,238.460007,233.110001,238.330002,195000,237.208023
"2022-01-11",238.169998,240.309998,235.059998,240.130005,173400,238.999573
"2022-01-12",240.529999,243.270004,240.520004,242.550003,176400,241.408157
"2022-01-13",242.759995,245.509995,238.190002,239,139600,237.874878
"2022-01-14",238.309998,238.699997,234.339996,238.410004,139800,237.287659
"2022-01-18",234.160004,238.149994,233.509995,234.320007,125500,233.216919
"2022-01-19",235.460007,238.75,233.309998,236.940002,182900,235.82457
"2022-01-20",237.5,239.520004,232.949997,233.210007,210200,232.112137
"2022-01-21",232.649994,240.050003,231,231.440002,162000,230.350479
"2022-01-24",228.25,234.710007,224.5,234.630005,203300,233.525452
"2022-01-25",231.110001,231.720001,225.410004,228.330002,282200,227.255112
"2022-01-26",230.910004,234.929993,225.029999,225.899994,155200,224.836548
"2022-01-27",227.710007,230.199997,222.720001,223.880005,145300,222.826065
"2022-01-28",223.929993,227.949997,221.449997,227.770004,222700,226.697739
"2022-01-31",227.389999,233.520004,223.940002,232.539993,288700,231.445282
"2022-02-01",232.399994,234.729996,230.740005,234.419998,170400,233.316422
"2022-02-02",235,237.320007,233.979996,236.490005,210700,235.376694
"2022-02-03",235,237.619995,231.100006,231.940002,116800,230.848114
"2022-02-04",231.039993,232.830002,227.089996,230.690002,120300,229.603989
"2022-02-07",230.570007,232.399994,228.179993,229.490005,119400,228.409637
"2022-02-08",229.820007,233.639999,228.800003,232.940002,231200,231.843399
"2022-02-09",235.490005,236.679993,234.419998,236.270004,107400,235.15773
"2022-02-10",233.410004,236.899994,229.470001,231,210200,229.912537
"2022-02-11",228.979996,228.979996,214.910004,217.710007,1432700,216.68512
"2022-02-14",218.639999,222.210007,217.089996,222.110001,12875500,221.064392
"2022-02-15",225.460007,232.009995,224.880005,229.929993,694000,228.847565
"2022-02-16",228.690002,235.429993,228.690002,235.139999,478100,234.033035
"2022-02-17",232.940002,233.839996,228.770004,228.880005,253000,227.802521
"2022-02-18",229.070007,230.550003,228.009995,229.509995,310400,228.939682
"2022-02-22",228.199997,230.979996,224.940002,227.380005,369400,226.814987
"2022-02-23",216.649994,229.089996,216.649994,221.550003,491300,220.999466
"2022-02-24",217.759995,221.979996,215.429993,221.660004,384100,221.109192
"2022-02-25",222.479996,227.669998,221.160004,227.490005,280500,226.924713
"2022-02-28",224.860001,227.360001,223.649994,226.490005,263700,225.9272
"2022-03-01",225.990005,227.509995,220.179993,223.240005,300300,222.685272
"2022-03-02",223.869995,229.649994,223.869995,227.070007,262300,226.505753
"2022-03-03",228.970001,230.960007,226.479996,228.860001,222800,228.291306
"2022-03-04",226.860001,227.880005,224.759995,226.449997,290100,225.887283
"2022-03-07",226.009995,226.009995,217.199997,217.639999,283300,217.099182
"2022-03-08",218.960007,222.050003,215.070007,215.259995,300300,214.725098
"2022-03-09",221.199997,226.679993,220.789993,222.449997,229000,221.897232
"2022-03-10",217.979996,219.440002,214.75,215.059998,276300,214.525589
"2022-03-11",217.339996,219.169998,215.039993,215.050003,191200,214.515625
"2022-03-14",216.800003,218.649994,213.610001,214.559998,192700,214.02684
"2022-03-15",217.229996,219.869995,215.839996,219.139999,152500,218.595459
"2022-03-16",221.460007,225.070007,219.210007,222.860001,189700,222.306213
"2022-03-17",221.240005,227.449997,220.600006,226.559998,221800,225.997009
"2022-03-18",226.669998,231.479996,224.880005,230.970001,428300,230.396057
"2022-03-21",229.899994,231.270004,227.550003,229.479996,211300,228.90976
"2022-03-22",230.380005,231.940002,228.740005,230.380005,179100,229.807526
"2022-03-23",229.389999,229.449997,226.699997,228.949997,248100,228.381073
"2022-03-24",229.5,230.479996,225.25,227.089996,141900,226.525696
"2022-03-25",228.369995,228.630005,225.729996,227.399994,158700,226.83493
"2022-03-28",227.220001,228.679993,226.490005,228.550003,201400,227.982071
"2022-03-29",230.949997,234.770004,227.669998,232.619995,172300,232.041946
"2022-03-30",232.220001,232.570007,229.020004,229.910004,118300,229.338699
"2022-03-31",229.410004,230.809998,226.910004,227.080002,252200,226.515732
"2022-04-01",228.710007,228.839996,225.389999,227.929993,210100,227.363602
"2022-04-04",226.550003,228.75,226.160004,227.179993,192400,226.615463
"2022-04-05",225.889999,228.179993,222.720001,223.039993,119600,222.485764
"2022-04-06",221.080002,223.970001,220.039993,223.699997,194500,223.144119
"2022-04-07",222.369995,226.070007,221.570007,224.690002,158400,224.131668
"2022-04-08",224.449997,227.089996,223.179993,224.419998,146000,223.862335
"2022-04-11",223.380005,225.110001,221.470001,221.929993,213300,221.37851
"2022-04-12",223.490005,225.190002,216.860001,217.649994,212700,217.109146
"2022-04-13",217.210007,220.240005,217.210007,218.889999,225600,218.346069
"2022-04-14",219.520004,220.830002,214.460007,214.740005,151700,214.20639
"2022-04-18",214.389999,216.880005,213.660004,216.710007,155400,216.171494
"2022-04-19",216.850006,223.410004,216.850006,223.139999,139800,222.58551
"2022-04-20",224.350006,227.669998,223.860001,226.520004,188800,225.957123
"2022-04-21",227.820007,229.699997,223.339996,224.130005,153700,223.573059
"2022-04-22",223.029999,226.220001,219.889999,220.380005,140300,219.832382
"2022-04-25",220.380005,221.360001,215.490005,220.820007,181500,220.271286
"2022-04-26",220.570007,220.690002,214.279999,214.369995,179500,213.837311
"2022-04-27",214.369995,218.460007,214.369995,216.339996,229400,215.802414
"2022-04-28",217.330002,220.789993,215.809998,220.639999,208000,220.091721
"2022-04-29",218.910004,221.789993,215.289993,215.690002,279300,215.154037
"2022-05-02",216.059998,220.029999,213.660004,217.550003,213500,217.009415
"2022-05-03",218.619995,219.169998,215.490005,216.539993,210600,216.001907
"2022-05-04",216.309998,227.130005,215.330002,222.460007,288500,221.907211
"2022-05-05",220.429993,222.710007,211.990005,213.389999,246800,212.859741
"2022-05-06",211.899994,213.639999,206.839996,209.820007,210800,209.298615
"2022-05-09",208.570007,211.490005,207.389999,208.729996,281500,208.211319
"2022-05-10",211.429993,211.820007,204.860001,208.440002,261100,207.922043
"2022-05-11",207.229996,212.600006,205.720001,207.919998,211200,207.403336
"2022-05-12",207.460007,211.089996,206.800003,209.830002,294900,209.308594
"2022-05-13",211.110001,213.919998,209.399994,211.970001,190100,211.443268
"2022-05-16",210.960007,211.419998,207.350006,210.679993,176300,210.156464
"2022-05-17",213.289993,216.199997,211.690002,215.679993,160800,215.144043
"2022-05-18",213.440002,215.070007,205.369995,205.820007,228700,205.308563
"2022-05-19",204.169998,208.649994,203.009995,205.889999,207500,205.378372
"2022-05-20",207.729996,207.729996,201.509995,205.240005,323400,204.729996
"2022-05-23",206.779999,207.550003,204.429993,205.899994,327600,205.899994
"2022-05-24",214.770004,217.889999,208.080002,210.860001,329200,210.860001
"2022-05-25",208.880005,213.899994,208.880005,213.360001,357100,213.360001
"2022-05-26",215,217.330002,214.529999,215.479996,233400,215.479996
"2022-05-27",216.470001,219.830002,216.330002,219.830002,283900,219.830002
"2022-05-31",218.070007,220.009995,215,217.880005,474000,217.880005
"2022-06-01",219.240005,223.490005,213.369995,215.350006,179300,215.350006
"2022-06-02",216.660004,222.399994,213.949997,222.190002,165500,222.190002
"2022-06-03",220.679993,221.940002,218.160004,220.380005,174600,220.380005
"2022-06-06",222.649994,223.139999,220.479996,221.259995,117800,221.259995
"2022-06-07",219.800003,222.279999,218.039993,222.059998,119100,222.059998
"2022-06-08",220.220001,222.199997,218.919998,219.160004,139100,219.160004
"2022-06-09",218.039993,219.479996,214.029999,214.350006,169300,214.350006
"2022-06-10",210.800003,211.809998,207.350006,207.639999,153800,207.639999
"2022-06-13",202.389999,204.559998,200.210007,202.320007,194000,202.320007
"2022-06-14",202.460007,203.660004,199.559998,200.820007,158200,200.820007
"2022-06-15",202.820007,204.550003,199.929993,201.690002,209800,201.690002
"2022-06-16",199.850006,200.399994,195.089996,196.460007,348300,196.460007
"2022-06-17",195.710007,199.350006,195.160004,195.360001,637600,195.360001
"2022-06-21",197.270004,199.220001,194.889999,197.990005,242800,197.990005
"2022-06-22",195.899994,198.25,195.240005,197.509995,242200,197.509995
"2022-06-23",198.869995,199.369995,197.270004,199.199997,179900,199.199997
"2022-06-24",201.199997,204.970001,200.889999,204.940002,380600,204.940002
"2022-06-27",205,206.009995,203.259995,204.350006,205400,204.350006
"2022-06-28",205.550003,209.190002,202,202.850006,280300,202.850006
"2022-06-29",203.669998,203.669998,200.089996,201.929993,227400,201.929993
