"","TSLA.Open","TSLA.High","TSLA.Low","TSLA.Close","TSLA.Volume","TSLA.Adjusted"
"2020-10-05",423.350006,433.640015,419.329987,425.679993,44722800,425.679993
"2020-10-06",423.790009,428.779999,406.049988,413.980011,49146300,413.980011
"2020-10-07",419.869995,429.899994,413.850006,425.299988,43127700,425.299988
"2020-10-08",438.440002,439,425.299988,425.920013,40421100,425.920013
"2020-10-09",430.130005,434.589996,426.459991,434,28925700,434
"2020-10-12",442,448.73999,438.579987,442.299988,38791100,442.299988
"2020-10-13",443.350006,448.890015,436.600006,446.649994,34463700,446.649994
"2020-10-14",449.779999,465.899994,447.350006,461.299988,47879700,461.299988
"2020-10-15",450.309998,456.570007,442.5,448.880005,35672400,448.880005
"2020-10-16",454.440002,455.950012,438.850006,439.670013,32775900,439.670013
"2020-10-19",446.23999,447,428.869995,430.829987,36287800,430.829987
"2020-10-20",431.75,431.75,419.049988,421.940002,31656300,421.940002
"2020-10-21",422.700012,432.950012,421.25,422.640015,32370500,422.640015
"2020-10-22",441.920013,445.230011,424.51001,425.790009,39993200,425.790009
"2020-10-23",421.839996,422.890015,407.380005,420.630005,33717000,420.630005
"2020-10-26",411.630005,425.76001,410,420.279999,28239200,420.279999
"2020-10-27",423.76001,430.5,420.100006,424.679993,22686500,424.679993
"2020-10-28",416.480011,418.600006,406,406.019989,25451400,406.019989
"2020-10-29",409.959991,418.059998,406.459991,410.829987,22655300,410.829987
"2020-10-30",406.899994,407.589996,379.109985,388.040009,42511300,388.040009
"2020-11-02",394,406.980011,392.299988,400.51001,29021100,400.51001
"2020-11-03",409.730011,427.769989,406.690002,423.899994,34351700,423.899994
"2020-11-04",430.619995,435.399994,417.100006,420.980011,32143100,420.980011
"2020-11-05",428.299988,440,424,438.089996,28414500,438.089996
"2020-11-06",436.100006,436.570007,424.279999,429.950012,21706000,429.950012
"2020-11-09",439.5,452.5,421,421.26001,34833000,421.26001
"2020-11-10",420.089996,420.089996,396.029999,410.359985,30284200,410.359985
"2020-11-11",416.450012,418.700012,410.579987,417.130005,17357700,417.130005
"2020-11-12",415.049988,423,409.519989,411.76001,19855100,411.76001
"2020-11-13",410.850006,412.529999,401.660004,408.5,19771100,408.5
"2020-11-16",408.929993,412.450012,404.089996,408.089996,26838600,408.089996
"2020-11-17",460.170013,462,433.01001,441.609985,61188300,441.609985
"2020-11-18",448.350006,496,443.5,486.640015,78044000,486.640015
"2020-11-19",492,508.609985,487.570007,499.269989,62475300,499.269989
"2020-11-20",497.98999,502.5,489.059998,489.609985,32911900,489.609985
"2020-11-23",503.5,526,501.790009,521.849976,50260300,521.849976
"2020-11-24",540.400024,559.98999,526.200012,555.380005,53648500,555.380005
"2020-11-25",550.059998,574,545.369995,574,48930200,574
"2020-11-27",581.159973,598.780029,578.450012,585.76001,37561100,585.76001
"2020-11-30",602.210022,607.799988,554.51001,567.599976,63003100,567.599976
"2020-12-01",597.590027,597.849976,572.049988,584.76001,40103500,584.76001
"2020-12-02",556.440002,571.539978,541.210022,568.820007,47775700,568.820007
"2020-12-03",590.02002,598.969971,582.429993,593.380005,42552000,593.380005
"2020-12-04",591.01001,599.039978,585.5,599.039978,29401300,599.039978
"2020-12-07",604.919983,648.789978,603.049988,641.76001,56309700,641.76001
"2020-12-08",625.51001,651.280029,618.5,649.880005,64265000,649.880005
"2020-12-09",653.690002,654.320007,588,604.47998,71291200,604.47998
"2020-12-10",574.369995,627.75,566.340027,627.070007,67083200,627.070007
"2020-12-11",615.01001,624,596.799988,609.98999,46475000,609.98999
"2020-12-14",619,642.75,610.200012,639.830017,52040600,639.830017
"2020-12-15",643.280029,646.900024,623.799988,633.25,45071500,633.25
"2020-12-16",628.22998,632.5,605,622.77002,42095800,622.77002
"2020-12-17",628.190002,658.820007,619.5,655.900024,56270100,655.900024
"2020-12-18",668.900024,695,628.539978,695,222126200,695
"2020-12-21",666.23999,668.5,646.070007,649.859985,58045300,649.859985
"2020-12-22",648,649.880005,614.22998,640.340027,51716000,640.340027
"2020-12-23",632.200012,651.5,622.570007,645.97998,33173000,645.97998
"2020-12-24",642.98999,666.090027,641,661.77002,22865600,661.77002
"2020-12-28",674.51001,681.400024,660.799988,663.690002,32278600,663.690002
"2020-12-29",661,669.900024,655,665.98999,22910800,665.98999
"2020-12-30",672,696.599976,668.359985,694.780029,42846000,694.780029
"2020-12-31",699.98999,718.719971,691.119995,705.669983,49649900,705.669983
"2021-01-04",719.460022,744.48999,717.190002,729.77002,48638200,729.77002
"2021-01-05",723.659973,740.840027,719.200012,735.109985,32245200,735.109985
"2021-01-06",758.48999,774,749.099976,755.97998,44700000,755.97998
"2021-01-07",777.630005,816.98999,775.200012,816.039978,51498900,816.039978
"2021-01-08",856,884.48999,838.390015,880.02002,75055500,880.02002
"2021-01-11",849.400024,854.429993,803.619995,811.190002,59301600,811.190002
"2021-01-12",831,868,827.340027,849.440002,46270700,849.440002
"2021-01-13",852.76001,860.469971,832,854.409973,33312500,854.409973
"2021-01-14",843.390015,863,838.75,845,31266300,845
"2021-01-15",852,859.900024,819.099976,826.159973,38777600,826.159973
"2021-01-19",837.799988,850,833,844.549988,25367000,844.549988
"2021-01-20",858.73999,859.5,837.280029,850.450012,25665900,850.450012
"2021-01-21",855,855.719971,841.419983,844.98999,20521100,844.98999
"2021-01-22",834.309998,848,828.619995,846.640015,20066500,846.640015
"2021-01-25",855,900.400024,838.820007,880.799988,41173400,880.799988
"2021-01-26",891.380005,895.900024,871.599976,883.090027,23131600,883.090027
"2021-01-27",870.349976,891.5,858.659973,864.159973,27334000,864.159973
"2021-01-28",820,848,801,835.429993,26378000,835.429993
"2021-01-29",830,842.409973,780.099976,793.530029,34990800,793.530029
"2021-02-01",814.289978,842,795.559998,839.809998,25391400,839.809998
"2021-02-02",844.679993,880.5,842.200012,872.789978,24346200,872.789978
"2021-02-03",877.02002,878.080017,853.059998,854.690002,18343500,854.690002
"2021-02-04",855,856.5,833.419983,849.98999,15812700,849.98999
"2021-02-05",845,864.77002,838.969971,852.22998,18566600,852.22998
"2021-02-08",869.669983,877.77002,854.75,863.419983,20161700,863.419983
"2021-02-09",855.119995,859.799988,841.75,849.460022,15157700,849.460022
"2021-02-10",843.640015,844.820007,800.02002,804.820007,36216100,804.820007
"2021-02-11",812.440002,829.880005,801.72998,811.659973,21622800,811.659973
"2021-02-12",801.26001,817.330017,785.330017,816.119995,23768300,816.119995
"2021-02-16",818,821,792.440002,796.219971,19802300,796.219971
"2021-02-17",779.090027,799.840027,762.01001,798.150024,25996500,798.150024
"2021-02-18",780.900024,794.690002,776.27002,787.380005,17957100,787.380005
"2021-02-19",795,796.789978,777.369995,781.299988,18958300,781.299988
"2021-02-22",762.640015,768.5,710.200012,714.5,37269700,714.5
"2021-02-23",662.130005,713.609985,619,698.840027,66606900,698.840027
"2021-02-24",711.849976,745,694.169983,742.02002,36767000,742.02002
"2021-02-25",726.150024,737.210022,670.580017,682.219971,39023900,682.219971
"2021-02-26",700,706.700012,659.51001,675.5,41089200,675.5
"2021-03-01",690.109985,719,685.049988,718.429993,27136200,718.429993
"2021-03-02",718.280029,721.109985,685,686.440002,23732200,686.440002
"2021-03-03",687.98999,700.700012,651.710022,653.200012,30208000,653.200012
"2021-03-04",655.799988,668.450012,600,621.440002,65919500,621.440002
"2021-03-05",626.059998,627.840027,539.48999,597.950012,89396500,597.950012
"2021-03-08",600.549988,620.130005,558.789978,563,51787000,563
"2021-03-09",608.179993,678.090027,595.210022,673.580017,67523300,673.580017
"2021-03-10",700.299988,717.849976,655.059998,668.059998,60605700,668.059998
"2021-03-11",699.400024,702.5,677.179993,699.599976,36253900,699.599976
"2021-03-12",670,694.880005,666.140015,693.72998,33583800,693.72998
"2021-03-15",694.090027,713.179993,684.039978,707.940002,29335600,707.940002
"2021-03-16",703.349976,707.919983,671,676.880005,32195700,676.880005
"2021-03-17",656.869995,703.72998,651.01001,701.809998,40372500,701.809998
"2021-03-18",684.289978,689.22998,652,653.159973,33224800,653.159973
"2021-03-19",646.599976,657.22998,624.619995,654.869995,42894000,654.869995
"2021-03-22",684.590027,699.619995,668.75,670,39512200,670
"2021-03-23",675.77002,677.799988,657.51001,662.159973,30491900,662.159973
"2021-03-24",667.909973,668.02002,630.109985,630.27002,33795200,630.27002
"2021-03-25",613,645.5,609.5,640.390015,39224900,640.390015
"2021-03-26",641.869995,643.820007,599.890015,618.710022,33852800,618.710022
"2021-03-29",615.640015,616.47998,596.02002,611.289978,28637000,611.289978
"2021-03-30",601.75,637.659973,591.01001,635.619995,39432400,635.619995
"2021-03-31",646.619995,672,641.109985,667.929993,33337300,667.929993
"2021-04-01",688.369995,692.419983,659.419983,661.75,35298400,661.75
"2021-04-05",707.710022,708.159973,684.700012,691.049988,41842800,691.049988
"2021-04-06",690.299988,696.549988,681.369995,691.619995,28271800,691.619995
"2021-04-07",687,691.380005,667.840027,670.969971,26309400,670.969971
"2021-04-08",677.380005,689.549988,671.650024,683.799988,23924300,683.799988
"2021-04-09",677.77002,680.969971,669.429993,677.02002,21437100,677.02002
"2021-04-12",685.700012,704.799988,682.090027,701.97998,29135700,701.97998
"2021-04-13",712.700012,763,710.659973,762.320007,44652800,762.320007
"2021-04-14",770.700012,780.789978,728.030029,732.22998,49017400,732.22998
"2021-04-15",743.099976,743.690002,721.309998,738.849976,27848900,738.849976
"2021-04-16",728.650024,749.409973,724.599976,739.780029,27979500,739.780029
"2021-04-19",719.599976,725.400024,691.799988,714.630005,39686200,714.630005
"2021-04-20",717.419983,737.25,710.690002,718.98999,35609000,718.98999
"2021-04-21",704.77002,744.840027,698,744.119995,31215500,744.119995
"2021-04-22",741.5,753.77002,718.039978,719.690002,35590300,719.690002
"2021-04-23",719.799988,737.359985,715.460022,729.400024,28370000,729.400024
"2021-04-26",741,749.299988,732.609985,738.200012,31038500,738.200012
"2021-04-27",717.960022,724,703.349976,704.73999,29437000,704.73999
"2021-04-28",696.409973,708.5,693.599976,694.400024,22271000,694.400024
"2021-04-29",699.51001,702.25,668.5,677,28845400,677
"2021-04-30",667.590027,715.469971,666.140015,709.440002,40758700,709.440002
"2021-05-03",703.799988,706,680.5,684.900024,27043100,684.900024
"2021-05-04",678.940002,683.450012,657.700012,673.599976,29739300,673.599976
"2021-05-05",681.059998,685.299988,667.340027,670.940002,21901900,670.940002
"2021-05-06",680.76001,681.02002,650,663.539978,27784600,663.539978
"2021-05-07",665.799988,690,660.219971,672.369995,23469200,672.369995
"2021-05-10",664.900024,665.049988,627.609985,629.039978,31392400,629.039978
"2021-05-11",599.23999,627.099976,595.599976,617.200012,46503900,617.200012
"2021-05-12",602.48999,620.409973,586.77002,589.890015,33823600,589.890015
"2021-05-13",601.539978,606.460022,559.650024,571.690002,44184900,571.690002
"2021-05-14",583.409973,592.869995,570.460022,589.73999,33370900,589.73999
"2021-05-17",575.549988,589.72998,561.200012,576.830017,32390400,576.830017
"2021-05-18",568,596.25,563.380005,577.869995,36830600,577.869995
"2021-05-19",552.549988,566.210022,546.97998,563.460022,39578400,563.460022
"2021-05-20",575,588.849976,571.070007,586.780029,30821100,586.780029
"2021-05-21",596.109985,596.679993,580,580.880005,26030600,580.880005
"2021-05-24",581.599976,614.47998,573.650024,606.440002,34558100,606.440002
"2021-05-25",607.309998,613.98999,595.710022,604.690002,28005900,604.690002
"2021-05-26",607.559998,626.169983,601.5,619.130005,28639300,619.130005
"2021-05-27",620.23999,631.130005,616.210022,630.849976,26370600,630.849976
"2021-05-28",628.5,635.590027,622.380005,625.219971,22737000,625.219971
"2021-06-01",627.799988,633.799988,620.549988,623.900024,18084900,623.900024
"2021-06-02",620.130005,623.359985,599.140015,605.119995,23302800,605.119995
"2021-06-03",601.799988,604.549988,571.219971,572.840027,30111900,572.840027
"2021-06-04",579.710022,600.609985,577.200012,599.049988,24036900,599.049988
"2021-06-07",591.830017,610,582.880005,605.130005,22543700,605.130005
"2021-06-08",623.01001,623.090027,595.5,603.590027,26053400,603.590027
"2021-06-09",602.169983,611.789978,597.630005,598.780029,16584600,598.780029
"2021-06-10",603.880005,616.590027,600.5,610.119995,23919600,610.119995
"2021-06-11",610.22998,612.559998,601.52002,609.890015,16205300,609.890015
"2021-06-14",612.22998,625.48999,609.179993,617.690002,20424000,617.690002
"2021-06-15",616.690002,616.789978,598.22998,599.359985,17764100,599.359985
"2021-06-16",597.539978,608.5,593.5,604.869995,22144100,604.869995
"2021-06-17",601.890015,621.469971,601.340027,616.599976,22701400,616.599976
"2021-06-18",613.369995,628.349976,611.799988,623.309998,24560900,623.309998
"2021-06-21",624.47998,631.390015,608.880005,620.830017,24812700,620.830017
"2021-06-22",618.25,628.570007,615.5,623.710022,19158900,623.710022
"2021-06-23",632,657.200012,630.039978,656.570007,31099200,656.570007
"2021-06-24",674.98999,697.619995,667.609985,679.820007,45982400,679.820007
"2021-06-25",689.580017,693.809998,668.700012,671.869995,32496700,671.869995
"2021-06-28",671.640015,694.700012,670.320007,688.719971,21628200,688.719971
"2021-06-29",684.650024,687.51001,675.890015,680.76001,17381300,680.76001
"2021-06-30",679.77002,692.809998,678.140015,679.700012,18924900,679.700012
"2021-07-01",683.919983,687.98999,672.799988,677.919983,18634500,677.919983
"2021-07-02",678.97998,700,673.26001,678.900024,27054500,678.900024
"2021-07-06",681.710022,684,651.400024,659.580017,23284500,659.580017
"2021-07-07",664.27002,665.700012,638.320007,644.650024,18792000,644.650024
"2021-07-08",628.369995,654.429993,620.460022,652.809998,22773300,652.809998
"2021-07-09",653.179993,658.909973,644.690002,656.950012,18140500,656.950012
"2021-07-12",662.200012,687.23999,662.159973,685.700012,25927000,685.700012
"2021-07-13",686.320007,693.280029,666.299988,668.539978,20966100,668.539978
"2021-07-14",670.75,678.609985,652.840027,653.380005,21641200,653.380005
"2021-07-15",658.390015,666.140015,637.880005,650.599976,20209600,650.599976
"2021-07-16",654.679993,656.700012,642.200012,644.219971,16371000,644.219971
"2021-07-19",629.890015,647.200012,621.289978,646.219971,21297100,646.219971
"2021-07-20",651.98999,662.390015,640.5,660.5,15487100,660.5
"2021-07-21",659.609985,664.859985,650.289978,655.289978,13953300,655.289978
"2021-07-22",656.440002,662.169983,644.599976,649.26001,15105700,649.26001
"2021-07-23",646.359985,648.799988,637.299988,643.380005,14604900,643.380005
"2021-07-26",650.969971,668.200012,647.109985,657.619995,25336600,657.619995
"2021-07-27",663.400024,666.5,627.23999,644.780029,32813300,644.780029
"2021-07-28",647,654.969971,639.400024,646.97998,16006600,646.97998
"2021-07-29",649.789978,683.690002,648.799988,677.349976,30394600,677.349976
"2021-07-30",671.76001,697.530029,669,687.200012,29656400,687.200012
"2021-08-02",700,726.940002,698.400024,709.669983,33615800,709.669983
"2021-08-03",719,722.650024,701.01001,709.73999,21620300,709.73999
"2021-08-04",711,724.900024,708.929993,710.919983,17002600,710.919983
"2021-08-05",716,720.950012,711.409973,714.630005,12919600,714.630005
"2021-08-06",711.900024,716.330017,697.630005,699.099976,15623000,699.099976
"2021-08-09",710.169983,719.030029,705.130005,713.76001,14715300,713.76001
"2021-08-10",713.98999,716.590027,701.880005,709.98999,13432300,709.98999
"2021-08-11",712.710022,715.179993,704.210022,707.820007,9800600,707.820007
"2021-08-12",706.340027,722.799988,699.400024,722.25,17459100,722.25
"2021-08-13",723.710022,729.900024,714.340027,717.169983,16731500,717.169983
"2021-08-16",705.070007,709.5,676.400024,686.169983,22677400,686.169983
"2021-08-17",672.659973,674.580017,648.840027,665.710022,23721300,665.710022
"2021-08-18",669.75,695.77002,669.349976,688.98999,20349400,688.98999
"2021-08-19",678.210022,686.549988,667.590027,673.469971,14313500,673.469971
"2021-08-20",682.849976,692.130005,673.700012,680.26001,14841900,680.26001
"2021-08-23",685.440002,712.130005,680.75,706.299988,20264900,706.299988
"2021-08-24",710.679993,715.219971,702.640015,708.48999,13083100,708.48999
"2021-08-25",707.030029,716.969971,704,711.200012,12645600,711.200012
"2021-08-26",708.309998,715.400024,697.619995,701.159973,13214300,701.159973
"2021-08-27",705,715,702.099976,711.919983,13833800,711.919983
"2021-08-30",714.719971,731,712.72998,730.909973,18604200,730.909973
"2021-08-31",733,740.390015,726.440002,735.719971,20855400,735.719971
"2021-09-01",734.080017,741.98999,731.27002,734.090027,13204300,734.090027
"2021-09-02",734.5,740.969971,730.539978,732.390015,12777300,732.390015
"2021-09-03",732.25,734,724.200012,733.570007,15246100,733.570007
"2021-09-07",740,760.200012,739.26001,752.919983,20039800,752.919983
"2021-09-08",761.580017,764.450012,740.77002,753.869995,18793000,753.869995
"2021-09-09",753.409973,762.099976,751.630005,754.859985,14077700,754.859985
"2021-09-10",759.599976,762.609985,734.52002,736.27002,15184200,736.27002
"2021-09-13",740.210022,744.780029,708.849976,743,22952500,743
"2021-09-14",742.570007,754.469971,736.400024,744.48999,18524900,744.48999
"2021-09-15",745,756.859985,738.359985,755.830017,15357700,755.830017
"2021-09-16",752.830017,758.909973,747.609985,756.98999,13923400,756.98999
"2021-09-17",757.150024,761.039978,750,759.48999,28204200,759.48999
"2021-09-20",734.559998,742,718.619995,730.169983,24757700,730.169983
"2021-09-21",734.789978,744.73999,730.440002,739.380005,16330700,739.380005
"2021-09-22",743.530029,753.669983,739.119995,751.940002,15126300,751.940002
"2021-09-23",755,758.200012,747.919983,753.640015,11947500,753.640015
"2021-09-24",745.890015,774.799988,744.559998,774.390015,21373000,774.390015
"2021-09-27",773.119995,799,769.309998,791.359985,28070700,791.359985
"2021-09-28",787.200012,795.640015,766.179993,777.559998,25381400,777.559998
"2021-09-29",779.799988,793.5,770.679993,781.309998,20942900,781.309998
"2021-09-30",781,789.130005,775,775.47998,17956000,775.47998
"2021-10-01",778.400024,780.780029,763.590027,775.219971,17031400,775.219971
"2021-10-04",796.5,806.969971,776.119995,781.530029,30483300,781.530029
"2021-10-05",784.799988,797.309998,774.200012,780.590027,18432600,780.590027
"2021-10-06",776.200012,786.659973,773.219971,782.75,14632800,782.75
"2021-10-07",785.460022,805,783.380005,793.609985,19195800,793.609985
"2021-10-08",796.210022,796.380005,780.909973,785.48999,16738600,785.48999
"2021-10-11",787.650024,801.23999,785.5,791.940002,14200300,791.940002
"2021-10-12",800.929993,812.320007,796.570007,805.719971,22020000,805.719971
"2021-10-13",810.469971,815.409973,805.780029,811.080017,14120100,811.080017
"2021-10-14",815.48999,820.25,813.349976,818.320007,12247200,818.320007
"2021-10-15",823.73999,843.210022,822.349976,843.030029,18924600,843.030029
"2021-10-18",851.789978,875.26001,851.469971,870.109985,24207200,870.109985
"2021-10-19",877.530029,877.950012,862.51001,864.27002,17381100,864.27002
"2021-10-20",865.349976,869.48999,857.380005,865.799988,14032100,865.799988
"2021-10-21",856,900,855.5,894,31481500,894
"2021-10-22",895.5,910,890.960022,909.679993,22880800,909.679993
"2021-10-25",950.530029,1045.02002,944.200012,1024.859985,62852100,1024.859985
"2021-10-26",1024.689941,1094.939941,1001.440002,1018.429993,62415000,1018.429993
"2021-10-27",1039.660034,1070.880005,1030.780029,1037.859985,38526500,1037.859985
"2021-10-28",1068.310059,1081,1054.199951,1077.040039,27213200,1077.040039
"2021-10-29",1081.859985,1115.209961,1073.209961,1114,29918400,1114
"2021-11-01",1145,1209.75,1118.660034,1208.589966,56048700,1208.589966
"2021-11-02",1159.359985,1208.589966,1146,1172,42737800,1172
